[236.24495659 335.59805582],[276.62209136 330.40352516],[302.51587073 307.51080323],[323.67176811 284.17389479],[338.06193452 266.04467396],[278.53604759 261.25967904],[306.67623166 238.34699648],[326.53681285 234.00319012],[340.94552584 231.55569184],[259.02436071 248.29329446],[268.44714005 211.757203  ],[280.94605481 182.237754  ],[295.0695292 157.7094007],[238.53375506 244.68972287],[229.90293956 210.38455797],[229.50409959 181.14992842],[234.5323686  156.74478233],[222.03681298 251.77001954],[209.92676212 220.85905352],[205.56801542 196.35722069],[203.85742192 173.13993763]
[227.33890765 214.1484912 ],[268.6723132  202.81964562],[293.22918468 187.80371478],[320.59674091 183.17757896],[347.62010614 194.01649173],[265.91942335 145.5226006 ],[278.90545842 101.29604503],[292.70810551  75.72154278],[304.8173984   56.43964959],[240.24489363 149.54954302],[246.90485317 103.70366131],[259.4699556   84.58397791],[274.3206048   64.41846437],[214.6066649  159.72975945],[199.57685812 116.53475063],[197.41359934  82.05966441],[203.39235103  50.3290584 ],[197.04733809 175.51714901],[180.83004757 144.35601452],[177.14782156 123.90910918],[179.8437029  101.21804409]
[243.25141645 250.99499342],[285.47108894 230.91860469],[315.80468399 206.24033788],[345.12568908 191.36898789],[376.28837574 192.43074635],[281.43871199 159.99594024],[301.21310936 134.42521228],[321.04294504 129.08137925],[336.9556291  124.26247093],[258.81897763 161.97498187],[260.29964132 110.36737336],[272.90846894  78.39014898],[286.78385103  49.82656183],[237.09211773 173.84690582],[215.9315433  127.66846746],[208.81564165  93.87800243],[207.58722076  61.27738037],[222.81103922 192.26762835],[204.18513498 162.67639986],[196.57406584 146.57475776],[192.07976522 125.62459872]
[259.29321126 213.03115176],[293.88763253 205.23471884],[316.65777054 188.19593116],[336.67316737 176.36773241],[361.79211199 178.68884861],[295.82205436 155.12031022],[309.23605106 108.59891695],[323.30217254  81.59864754],[336.25389929  57.85924467],[270.82396503 159.49689016],[273.34221839 109.66718095],[279.34778526  80.36849504],[285.91095803  51.00983227],[247.0180464  169.04651252],[231.98194148 130.16857171],[227.11656715  96.47589028],[226.39724127  65.34892971],[231.07590153 184.55221994],[215.58655686 163.24807074],[213.64832907 153.40844759],[213.77989924 138.43656766]
[272.21472017 205.04253525],[321.21167216 192.82206209],[343.90222197 177.66475954],[362.10193415 174.82054547],[382.55187395 182.28619874],[313.04856142 152.75037635],[323.93673458 110.46398702],[338.38223908  82.56880291],[352.27752672  56.02931781],[286.37380617 158.95843806],[289.2208422  108.30262522],[293.58220743  80.56524257],[301.34940921  54.4479762 ],[260.75494812 170.91465359],[246.2700235  132.96726371],[241.96093926 101.82263606],[245.0020238   72.93548073],[241.70875827 188.03812795],[227.46379643 173.57255435],[225.5268228  168.61633152],[228.51492191 161.35733293]
[298.76733852 305.0961765 ],[341.31819029 288.13476914],[381.40250945 258.47108453],[415.97769217 238.9214975 ],[439.79602166 231.85784629],[338.18914804 192.72000415],[377.11249776 180.73913352],[409.61308549 201.16041331],[430.81553286 217.29038151],[315.7758206  184.09483832],[323.28787062 127.16305607],[338.99857018  79.54721511],[359.18360102  43.47540895],[295.59280717 189.85265917],[283.25567413 139.5919609 ],[283.02975209  89.42472647],[289.55159055  51.21889033],[286.06211222 210.84804541],[273.41701038 178.17454448],[267.02059169 151.2400636 ],[264.07258458 128.22525788]
[323.37030986 314.87232717],[374.20514208 285.7017805 ],[406.03586286 262.44533822],[436.69746061 246.25556207],[457.07905442 240.44567179],[363.4743037  191.73940213],[402.94775918 178.37197344],[430.04439151 201.74151648],[445.36511799 219.71464635],[341.00873632 186.47840938],[351.99920873 128.57866913],[370.57580985  83.53692181],[392.1469406   45.95611969],[324.14120394 193.94997588],[314.70799351 140.28006179],[321.0776767   90.16126653],[334.57449598  50.28305704],[316.68656724 215.41284628],[300.02421446 174.27717897],[291.78844903 145.17368174],[287.75338248 120.37622719]
[355.21175819 315.89054137],[398.73443507 288.1892139 ],[430.47024156 257.95492673],[458.48125665 240.81423833],[478.69506148 236.19104702],[383.95296968 199.26981365],[418.3181491  177.65666544],[451.40278395 200.32948844],[471.71774125 225.21690956],[365.80498321 191.32679155],[368.67628642 130.5897734 ],[391.216833    90.05564319],[415.43696638  61.23303631],[352.28786766 198.3160974 ],[334.95460989 144.04599319],[339.19458827  98.4032802 ],[348.5751696   64.58399114],[347.84777893 221.50702595],[330.77700123 179.00605318],[322.6085067  151.21506599],[317.25573697 125.08287823]
[368.13104894 289.45739761],[414.36697841 271.00150267],[442.86123335 248.61429331],[474.79744569 237.03379083],[493.647524  228.7091853],[408.933679   188.64109997],[433.36453807 168.34398054],[450.43889548 158.3624316 ],[466.59500314 146.14645445],[388.68798464 188.08333602],[396.17722373 137.57239786],[407.58759508 104.64047396],[426.2232814   72.05518349],[371.1654447  200.46937723],[372.02538059 165.406068  ],[380.34983779 139.72411577],[395.11142412 112.23362842],[362.57380562 225.18013999],[359.55634014 193.78438221],[352.04108787 174.84128895],[350.43061342 158.14122373]
[398.04308536 190.43097858],[407.43594636 175.99086786],[413.29421111 159.21887487],[418.95757163 144.65113642],[429.94903571 133.03510115],[423.7434603  144.83005968],[437.53363565 119.11971082],[448.27902509  99.56919802],[456.82861551  82.73335766],[413.89569206 147.80217717],[430.94109925 114.37296137],[440.85149561  93.21009494],[449.91346411  74.28324199],[399.29404324 156.07476086],[401.54468923 128.84387702],[401.9712459  111.84276823],[403.41141409  98.09151325],[385.6076908 166.1063707],[379.51815479 152.60340391],[376.09859674 145.87557329],[376.27646356 140.6791507 ]
[415.68321427 200.36027579],[412.67256754 183.8377955 ],[408.63165273 166.11115698],[411.69584768 148.90091706],[416.4559884 126.9177099],[432.91919108 147.59963178],[444.17330498 123.68061827],[456.16968223 102.73302978],[466.17472648  82.22188756],[433.7229846  146.89801267],[452.73825125 117.7597087 ],[462.77444849  97.71432609],[472.66135593  78.53555078],[428.57955554 151.32801035],[435.09729889 127.20065314],[435.93364639 115.1198147 ],[436.32511315 105.64654808],[420.76369101 156.89816111],[420.71391831 142.76891623],[417.65238717 137.06285545],[417.8898483  132.11950962]
[426.21098932 325.65499603],[461.17751902 285.96676831],[474.45086737 248.43164518],[491.71528504 222.65318387],[496.57734237 204.29743456],[439.65549274 195.38111308],[450.54329809 146.8358769 ],[463.8094883 116.8126218],[476.77404821  86.90822581],[434.26066152 204.717976  ],[446.01703256 154.01830445],[462.61928083 123.60778794],[484.46854513  92.25733837],[436.34792311 224.29609843],[469.45839819 204.45004629],[488.69406444 205.22736165],[507.63747533 196.96114894],[444.85726298 244.35036552],[466.75027209 229.78341759],[474.58278655 223.61788487],[482.29720847 215.3597463 ]
[437.68760755 296.34284435],[479.42131464 254.72360609],[486.27009702 219.98461187],[497.81106794 205.68452932],[504.08183124 200.00282181],[450.41626342 177.45079023],[468.92900696 143.68282077],[482.51513163 117.62530161],[491.49472722  93.20338992],[447.36397797 191.22075663],[460.4112721  148.49205235],[476.94743904 124.26937081],[494.52963763 100.75452364],[446.07609031 214.12063677],[467.09092616 195.47100748],[476.1597152  195.58451901],[483.34379736 188.76184912],[449.56284623 237.10506348],[459.86805284 226.63053463],[458.0245136  219.15365876],[458.10573467 208.50533672]
[453.16821627 313.8703593 ],[461.93898304 283.46334789],[466.31098786 253.19952207],[472.09750871 239.0210404 ],[473.88467862 233.14322711],[456.36576437 210.79586635],[469.16829973 171.05905094],[475.26924431 142.08318397],[481.51743188 113.35127868],[444.48460699 215.49250966],[451.25105439 162.82764226],[457.62910463 128.65410054],[466.05538145  98.5392578 ],[440.14203594 228.25335137],[448.73797755 177.52470032],[455.86967165 145.08850648],[462.08161236 116.65674826],[436.7295167  245.82457585],[430.4804258 210.0650171],[431.94519226 189.54895909],[435.39941553 170.55074173]
[445.09913276 221.20237662],[439.20062051 206.09307286],[439.22482969 189.47643096],[442.16798929 177.1214246 ],[449.48224041 164.16171845],[463.64598748 175.42627373],[475.80549902 154.39629377],[486.60764978 137.71299124],[495.94178652 119.56388767],[465.94353945 175.95087444],[489.9019452  150.71971615],[502.83007396 134.3887493 ],[514.91523908 115.84647284],[461.03062882 180.61984935],[472.78913426 155.73453316],[478.41118482 139.93130112],[482.20794437 124.17397309],[453.92367391 185.16383843],[454.57134733 164.0015015 ],[454.4079041  154.42155661],[456.15156216 146.89790074]
[440.84074968 305.9908112 ],[455.94932783 268.65603377],[460.20910838 243.46831522],[471.54782693 227.50858494],[483.84224745 220.34614164],[444.23635267 210.55687005],[457.8131392  177.88615171],[469.36363509 153.4776702 ],[476.16673355 132.10100364],[442.8318537 219.5636862],[453.02775545 176.83421493],[466.95244193 150.38874345],[481.14743466 127.6478199 ],[444.301713  239.6742551],[458.63284324 210.87649243],[465.53548799 189.38790658],[471.727017   166.28122429],[450.02647871 265.94702219],[460.19124232 253.32809965],[459.88934691 243.80532488],[460.90680556 231.11579548]
[448.74764368 328.45240594],[466.22301441 294.25327002],[478.02829954 273.95331219],[490.97340901 260.08098992],[505.2290286  253.61684693],[459.802652   228.55739829],[474.49362846 199.82905784],[490.14044679 185.79291331],[503.82054742 174.5839159 ],[448.45635405 227.4105226 ],[451.13758581 185.86569658],[455.21389068 157.06105797],[464.57172905 129.24590829],[441.08385566 238.07247035],[439.71927602 201.55476148],[437.47489108 172.39960121],[440.55006269 142.92409951],[437.14555505 258.16367181],[429.58263927 231.8124291 ],[424.0085305 210.9855861],[422.70120502 187.86928293]
[434.9660839  296.12784882],[437.56808687 269.92320752],[435.49800253 245.63354759],[430.77869674 229.2006073 ],[426.07560669 224.77891516],[444.21745998 218.8126461 ],[454.21818823 188.78676927],[465.85659367 169.03136873],[475.53889463 149.09425931],[433.94768465 215.32524512],[434.721787   185.90632403],[438.01358548 165.83038439],[439.10075474 143.69172614],[421.22329707 222.6620703 ],[416.66512091 200.22079103],[421.31244024 201.8734909 ],[423.5448505  196.78581891],[409.2478944  233.67952457],[402.46059163 213.30750203],[400.21544424 207.96412979],[397.74547437 201.99500934]
[414.52133092 289.90996928],[421.00085829 269.46657337],[417.2285046  249.45351235],[411.5008905  236.01431503],[405.1921591  228.48224709],[416.63838413 224.99708548],[421.0431982  197.05195585],[431.35127202 176.43741391],[440.53222833 151.29008293],[401.23679288 226.24287202],[395.30393113 194.8636198 ],[404.6952515  178.99690785],[412.21825784 159.31627473],[388.10887809 235.72030287],[384.1201112  219.67432305],[396.33638849 229.2127896 ],[401.40154782 229.82195067],[377.39565545 247.59092408],[369.97908379 228.71610701],[372.60753896 231.71411811],[373.77596299 229.98243081]
[411.64540073 338.71739358],[437.65384893 326.66592964],[458.37377602 304.15992026],[482.94481408 297.50672703],[507.01935968 300.01690497],[425.4562241  252.08253003],[446.82885311 235.72993292],[471.73877103 251.48790628],[490.01171666 270.13577354],[410.07427392 249.89780955],[417.45857679 212.05018374],[430.80834937 183.65830596],[445.77657662 163.01836072],[397.38216059 257.46362372],[384.45257958 224.41990821],[378.85790573 193.16751253],[380.02602301 169.95617403],[391.24264986 275.5628639 ],[374.78239076 252.53024111],[363.16437536 232.22417171],[355.56851436 212.11789117]
[405.17796657 327.56479683],[415.79541297 322.62791753],[428.40231639 306.75728629],[448.74804794 300.56287831],[468.6702778 300.0738693],[407.97305219 254.32937878],[416.24096629 224.36789364],[424.25448378 202.13652986],[433.28265703 179.95154623],[394.62600762 251.69823231],[392.86755397 215.85484796],[390.71376195 188.60629628],[392.86151026 163.45084463],[383.37607666 260.19760158],[372.35017451 234.22242815],[367.62612776 208.78156892],[367.22625187 182.72330265],[373.52294162 277.86195561],[355.35616491 259.79250901],[346.63317745 243.39340896],[343.10461552 224.34435371]
[387.45414894 345.17207973],[414.17528534 340.2845378 ],[433.18027323 317.42437826],[458.73039158 305.41135516],[482.13403212 304.90349188],[399.77156396 265.64670906],[420.52290394 242.53564504],[440.04636745 251.36597011],[454.55779976 261.46102794],[383.97371133 261.25990122],[389.13396835 222.46957844],[397.0810258  195.55166313],[407.95374764 174.53203401],[369.30707226 266.49653649],[355.2660033  232.05708855],[349.9009009  203.59187159],[351.81572996 179.29326677],[359.94841781 282.16086399],[340.59107048 259.72887771],[331.87252311 241.9390019 ],[327.19558471 222.65055614]
[369.52181867 360.10665653],[403.65272828 346.29216552],[424.09477952 322.16991644],[444.04532338 301.46064869],[462.64437083 289.83538238],[393.59032665 277.8501532 ],[410.94389635 254.63259256],[429.19393163 257.33507592],[444.94968154 260.66798907],[375.91070214 273.44843411],[383.30335345 240.26259967],[396.7447383  212.02916555],[410.28393073 189.18881003],[359.63773702 275.29227161],[344.00740042 245.84296601],[337.82634161 215.06387446],[338.09670431 189.88768544],[350.53212198 288.02419551],[330.11818839 265.29188879],[318.73824461 243.82847289],[310.84244023 221.18335756]
[355.18008808 366.53970746],[388.72869377 350.8914168 ],[413.02426589 327.05534109],[431.74031332 305.93230039],[443.74552251 293.14199278],[380.60289251 283.26060195],[400.43052426 261.0799042 ],[418.64586776 265.86893047],[433.67523022 270.4183665 ],[362.13371062 277.68089856],[366.58957537 240.92215252],[374.58607741 208.54019459],[383.863817   180.84918674],[344.91464932 281.2301425 ],[331.16190432 251.53164646],[325.49834972 221.86487047],[325.36366536 196.42194234],[331.47889233 295.25781639],[311.10951509 273.71018599],[299.07722887 253.95692494],[290.52715903 232.48068213]
[330.80737794 362.64785515],[365.89791791 350.32329777],[389.17014865 331.73809707],[408.08598217 311.13494467],[422.46007778 295.28074412],[359.04210087 286.29133294],[387.3288572  263.52741187],[406.92014404 274.35891928],[420.64547575 284.72247432],[340.47918919 277.73369897],[349.23265844 239.49720835],[360.47283998 210.78935239],[371.77922648 187.15654109],[322.24639026 279.31098973],[312.69842969 246.22939668],[312.97313843 218.67698863],[315.71384072 196.33329298],[308.59085321 291.48192848],[294.50646003 265.60674804],[287.29624356 245.21562012],[282.77484869 225.69251962]
[319.11747505 363.16909334],[357.35050843 350.23286864],[378.35169673 329.75571735],[397.16795403 307.46006434],[409.30775693 291.91853392],[347.16381295 287.37583567],[369.82641599 266.31131609],[386.22268384 271.82325297],[398.2734694  279.46798631],[329.07327329 280.83686816],[336.03114879 244.03976442],[346.89578683 215.17306644],[356.99611983 190.05381858],[310.68585566 283.6797345 ],[298.33050032 252.48039495],[295.62117999 225.60536796],[296.48675446 202.82959582],[297.20334322 295.9069859 ],[281.75575943 272.5733429 ],[272.88623597 253.05857238],[267.95584177 233.16463363]
[302.18342491 369.53665217],[337.02432173 358.65174065],[359.77255857 337.29618363],[377.97035667 315.87245397],[391.95689825 299.40436737],[330.62113425 293.64868073],[356.37571356 270.86020046],[373.39755008 276.96164245],[385.56357286 285.48396218],[312.84627111 286.97865474],[321.19800093 250.2977904 ],[331.13483301 222.96191536],[342.1779993  199.89686848],[294.8961108  288.72900371],[286.3709364  257.30394078],[284.30346063 232.04716715],[285.94230724 210.70767876],[279.75047444 300.08175241],[268.05792278 274.11392274],[261.00944713 254.72622556],[256.29998735 236.59201359]
[288.49707585 368.49234195],[324.90691276 360.87159054],[346.89932478 340.18628026],[365.36555655 322.55055568],[379.58768879 308.56103731],[318.69063424 296.69219034],[344.0339659  276.23983588],[359.43134916 286.46050314],[369.02293245 298.56525014],[299.22879793 290.17021751],[309.60205674 254.69857568],[320.25436511 230.29055561],[330.55934482 209.12374805],[281.2257624  291.88563324],[275.10163632 260.45176586],[275.09252073 235.03680911],[276.3458677  213.59540841],[265.46451483 304.24249927],[252.72538024 280.8035742 ],[245.49638327 261.69062312],[239.57504015 242.81443915]
[277.61921494 384.00817344],[310.99974379 369.96463185],[335.65281613 346.88714676],[355.5984157  326.00056154],[366.77800116 309.49445225],[306.30524705 300.86853648],[330.07208103 278.15101365],[346.1147303  286.34514825],[356.76299759 295.25614761],[288.26349576 295.1175182 ],[295.27381662 256.6797459 ],[303.77365721 228.71352329],[312.03449219 203.20852126],[269.68481444 297.95222922],[258.66726492 263.21997361],[257.25164965 236.41161388],[258.56653207 211.82779893],[252.11450185 310.55164274],[238.60555919 282.97470039],[232.64486424 262.82885587],[229.11706432 242.11254371]
[261.85191583 383.76561551],[298.72103525 372.91215378],[320.9685748  348.11993968],[337.49541326 326.16970541],[344.11587037 310.30018751],[296.78096636 304.01664467],[317.7581507  283.36152956],[329.58989606 297.73642153],[336.57541333 312.10921952],[276.03087949 296.49469197],[283.4114409  258.98517333],[293.18315265 231.55015263],[303.12808135 206.72706985],[255.67068337 299.47361843],[245.97537946 265.8315099 ],[247.47724704 238.90132042],[251.42120813 214.8014075 ],[236.67800295 312.22022227],[223.32330924 285.69431535],[217.27947938 264.81983573],[212.57817852 242.89094436]
[253.98575799 386.09530517],[289.21506052 372.89280182],[311.8372884  346.99141203],[329.33394507 322.79435983],[335.14428549 306.12085239],[286.54408253 304.54665415],[310.88071356 284.09405523],[323.54233357 296.90472491],[331.41846504 309.24966616],[266.11615338 297.25087543],[274.09351673 258.06636029],[283.37324543 228.22190984],[292.1870869  202.26555338],[246.94814871 300.06962936],[238.47986396 266.12243474],[239.75961216 237.77209422],[243.40889933 212.93118131],[229.19134517 312.71188591],[213.13973968 287.83759931],[204.34388302 266.90596648],[198.11942654 244.60422332]
[246.82080288 384.96540547],[283.22325391 372.37292977],[306.43798044 348.11938076],[321.73950151 324.02014243],[325.50781986 306.16064827],[282.07578941 301.35017084],[307.53230243 280.21771793],[320.94892173 293.07951508],[327.79813113 306.10740241],[259.81402121 294.10552957],[263.01600734 250.34322118],[271.43260287 218.55507218],[278.32433344 190.48201154],[238.94629682 297.39653676],[227.6296289  259.48994156],[231.26115673 230.29036153],[235.006588   204.44539246],[219.41867301 310.9059611 ],[204.73016452 283.43728983],[198.69041342 261.10153089],[192.5695038  237.63378023]
[241.06212124 390.0748428 ],[277.45122816 379.38151868],[301.53371229 352.1964608 ],[317.08263897 324.66810465],[321.15289597 304.73480489],[278.30568418 305.88739714],[302.06137277 282.77554339],[311.83610591 295.10488301],[316.96850776 307.41120767],[255.08824848 296.66409449],[260.90291098 253.08998807],[271.11359869 223.73507319],[280.47337844 197.32295207],[232.36768964 298.83036362],[223.46896442 261.3329998 ],[228.93170691 233.07028374],[234.99834223 206.69694838],[210.66305737 311.82244056],[196.37190752 284.64530677],[190.42560637 262.95846577],[185.11602491 239.93400429]
[241.2559621  390.44475993],[273.0166654  378.28804892],[301.11528879 347.54919718],[319.3994728  316.67853268],[324.9395485  297.26184989],[274.2795083  299.71274801],[300.45678539 275.80115497],[315.02127278 281.29728171],[321.25968693 286.41864833],[251.63326062 289.18966874],[254.94477923 242.70268812],[264.3765275  209.34588251],[270.59458346 182.23107428],[229.7055991  292.31041362],[219.07951035 251.82868922],[221.87713197 220.763127  ],[224.3813573  193.97540426],[209.87847902 308.1613498 ],[194.9941637  278.00562282],[186.48246783 257.44413395],[178.0268251  236.93778362]
[243.15456474 388.44275831],[276.04040063 377.23595446],[304.37061242 345.27012222],[320.78696257 314.5453374 ],[323.34241723 297.07008642],[277.63567348 296.4147038 ],[302.04949785 273.03647848],[315.72224486 276.89723441],[321.53169382 279.29008793],[253.15363186 286.02975645],[256.09856534 240.42594306],[265.20745556 208.19301576],[271.83229001 181.88380525],[229.79512158 289.59282691],[219.28433054 248.38118887],[222.15633526 217.4211843 ],[225.43511275 191.00517042],[208.67795619 305.82813315],[194.72300666 273.94254161],[187.23507897 253.69753422],[179.6930538  233.92976954]
[239.76101444 382.53330009],[275.78447745 371.35939612],[302.27634525 343.44635307],[319.00331825 315.29252664],[322.38925143 294.91695621],[281.32436104 292.3955758 ],[301.71849562 270.3159059 ],[313.60019973 275.57068642],[318.78271955 281.20159595],[255.07596589 279.85686417],[258.04567892 234.34206967],[266.93825174 203.27191501],[273.13210031 178.60642655],[229.71078584 280.54053728],[220.28509686 241.04135923],[224.01782754 210.04504475],[228.11005067 183.30769711],[206.36717472 293.1974356 ],[194.16125944 262.04711062],[190.27272361 240.17056153],[185.5966726  218.60594839]
[242.08380061 374.02056877],[283.19021421 361.06542748],[305.75645762 334.70546696],[321.05395207 308.9430374 ],[326.41334354 290.0359613 ],[284.36244916 288.70033102],[306.1255809  267.85768207],[318.41687583 270.88790336],[324.74071141 274.48452   ],[258.29920802 278.61027169],[259.79691134 233.48271404],[267.74402309 201.22864413],[274.06087274 174.54867413],[233.86237079 278.54227695],[222.30242726 238.002886  ],[226.4659202  206.63241766],[232.57185864 180.3915054 ],[212.27281575 289.06166483],[197.98878198 256.56982862],[194.3660921  232.70968937],[190.58605374 209.7965729 ]
[248.30648937 371.73785715],[290.60397449 358.98957792],[315.01987744 330.04608688],[330.84459995 301.94494406],[333.63037468 279.49361216],[286.94641661 283.015869  ],[309.75613784 258.22435953],[325.23095466 254.70932062],[333.55793569 252.84522639],[261.96437847 273.2763184 ],[264.6479779  229.49439322],[275.01561766 196.35987645],[282.61031146 167.03007278],[238.4587097  274.34006386],[225.37734402 234.9440008 ],[226.52963908 201.58886005],[230.08267473 171.73289227],[217.77629246 286.75695098],[201.1619498 253.4629507],[196.54970545 229.96695179],[192.68234208 206.66552525]
[251.98554008 363.35953993],[292.4383222  355.98519002],[319.65341829 324.36332909],[337.88879169 293.57572158],[342.71914558 268.50768187],[294.48392413 274.9918234 ],[314.41175797 250.44560217],[330.73869609 250.79756092],[342.91484128 252.4255682 ],[269.28711305 263.32209067],[278.24939387 224.16292159],[291.98463459 195.50386274],[304.60765045 167.69233774],[244.47060862 261.96166837],[229.80247964 225.3898885 ],[228.08546966 194.30597109],[230.49471078 163.81901959],[225.00517046 272.04578706],[208.42422073 239.35252066],[204.6986883 215.0191157],[203.68419586 189.36343845]
[257.73412335 353.31109713],[299.77673196 342.43190988],[327.65207516 310.54912786],[345.02943819 281.23302817],[348.7766268  260.03070166],[307.4263557  262.50489625],[333.8788248  232.07818461],[343.98137204 223.3056996 ],[351.67449001 215.06818129],[279.5732457  252.41310889],[288.12092464 202.19941631],[295.92174269 163.16886967],[303.36800018 128.82413381],[252.01613794 250.87415488],[244.19639311 208.43291235],[246.3599229  175.15082593],[250.70556643 147.61353872],[227.01004189 255.86419017],[207.91609496 223.39458949],[206.62045408 196.15598897],[209.32405183 169.16877977]
[262.51508688 337.58420188],[311.45810534 322.92628137],[338.18748771 293.13630882],[357.03655762 263.92680931],[354.44791441 246.79096275],[316.27316085 253.44157989],[341.14513531 220.36680163],[352.19914455 219.88134181],[355.26800232 218.00371806],[284.92374106 245.50137807],[287.30967847 190.88931353],[295.02708802 160.35956798],[296.50437714 131.6488298 ],[257.37188927 244.29106572],[245.9373326  196.60443711],[249.41537952 168.27640715],[251.36143197 144.47835485],[234.57930974 250.0610546 ],[214.81867844 213.53442317],[210.93028659 193.72471264],[209.33405822 173.02043299]
[265.27866094 327.56136165],[308.54441204 313.82730239],[337.8462738  285.81782472],[358.94095341 257.0722368 ],[365.90250308 236.83337931],[313.10826897 239.65767396],[340.48039974 212.50169173],[351.82150046 219.79755589],[357.84297183 226.09545423],[287.66987323 230.6651129 ],[297.13981365 183.80537091],[308.04018976 149.38635744],[319.22083136 117.46006518],[263.34854258 229.86555259],[249.9127967 191.1866483],[250.02309756 157.10070902],[254.64688099 126.69131453],[242.41818619 237.4438117 ],[224.22759478 208.64290624],[220.34703501 186.72534998],[219.32609693 164.11138864]
[271.09901501 321.59698447],[315.35765621 303.93993091],[342.09528603 282.35172204],[369.00874806 258.01551559],[377.37152088 243.82137325],[326.76888062 239.01092185],[350.51858504 213.24821163],[358.04490456 229.81755011],[357.26580653 238.71771316],[299.65216227 232.67306598],[308.66886002 172.07854282],[320.71637515 147.24290673],[327.96797386 119.21601963],[273.73010636 232.01403496],[258.34100314 180.35711237],[260.6446793  150.43312548],[263.88825963 121.89242779],[252.9779921  241.43960472],[231.63493011 205.97315522],[224.42104278 194.02776715],[221.19990096 178.77830809]
[269.13027448 316.36149159],[316.33445079 309.46566256],[346.59848191 290.35927354],[373.53693807 266.64929081],[382.3629818  256.45177567],[326.93742259 242.95829601],[353.37896011 215.21984463],[364.3063126  220.62639329],[367.36429735 223.52552445],[294.41945874 237.8042319 ],[303.1158329  174.25486178],[312.17169841 144.89303076],[316.6595471 120.5063195],[267.98945537 237.94491888],[255.11067118 187.02334759],[258.72201227 161.87680121],[261.81405702 142.85268315],[246.30034536 245.97044402],[224.36992413 209.98597827],[215.45583581 195.7617524 ],[209.9836921  180.39738963]
[282.30803588 332.26197196],[329.70290832 320.60878143],[360.87620223 303.32683131],[386.14011183 282.95961677],[389.93867989 272.2729055 ],[330.71782238 261.38544356],[358.8987901 240.9467024],[367.54783254 241.41574937],[370.72171374 237.25434342],[299.59812368 252.47898266],[306.54056592 205.38482334],[314.81084193 170.09681726],[320.91421717 140.24683099],[274.30545293 250.55223952],[264.71923885 206.98905677],[270.94360601 171.22764704],[277.2999494  145.37186775],[254.65354031 256.98170867],[228.50511157 220.77872298],[223.94112558 197.64685567],[224.98926095 176.09448213]
[273.79012399 356.28448795],[324.09767747 343.84762173],[357.04834064 316.9576514 ],[384.59586278 294.47698616],[391.02684359 281.07009067],[327.83621296 276.73024118],[357.22767904 253.90227401],[367.91405286 254.4495019 ],[371.43065955 252.11686564],[300.01830156 266.17184606],[304.49246314 215.68994227],[317.94769929 180.1102042 ],[326.18616727 150.92460475],[274.46337306 263.04189557],[266.68039451 215.7149412 ],[274.97303045 177.96969741],[279.87387529 148.43743411],[254.95848886 270.8994656 ],[234.33863115 230.56977183],[229.38911474 207.23987675],[227.07559003 182.72654025]
[274.24767301 368.2285739 ],[322.64604276 352.82132307],[353.66228065 330.04524777],[378.81930001 306.71396404],[383.01347396 292.17393506],[324.49513968 290.73959072],[351.03898393 269.40796744],[366.47548479 268.6109534 ],[371.10173253 265.52123013],[295.8175549  285.00814849],[300.87312333 231.9502899 ],[309.5176669  202.26101476],[308.79217228 180.96912214],[272.63324332 284.75200123],[262.18109661 238.97208744],[269.02794647 202.93407556],[273.32504735 177.76794182],[255.6576181  295.32059058],[233.51693186 251.5040568 ],[225.9225586  229.86683061],[218.3007574  209.21881603]
[268.87032586 377.29007108],[313.4198083  366.99978782],[344.45500476 343.09509393],[369.70039521 318.63137381],[377.47116217 303.02145731],[316.28893273 300.7102068 ],[346.08684795 282.49544869],[358.83552695 285.59343397],[364.10257478 285.30931132],[289.77454406 292.0911805 ],[299.18661435 245.70565201],[311.96134506 210.96798341],[318.76811376 175.20983822],[264.84025203 292.83760435],[256.85208113 251.40262547],[265.96526997 218.80841609],[272.49523285 188.4224924 ],[245.59759346 302.58029792],[229.81044598 265.95081221],[226.29695757 244.51998519],[223.08760305 220.59554143]
[282.13297478 397.57812027],[319.28814479 390.67329013],[346.11750537 364.69436459],[368.08926248 338.79480194],[379.41971615 322.36994596],[323.97087567 310.65571957],[349.72474067 294.03528298],[363.54453158 306.84232632],[373.07084707 316.68830618],[303.8380845  299.03937053],[313.05394074 265.19550665],[324.0163668  236.64476608],[335.81332862 207.99550923],[280.37366775 301.34537958],[268.83426355 269.42984487],[269.68645155 239.66929642],[274.85675964 211.11498773],[257.592371   315.42640497],[244.65858127 286.9209146 ],[238.08005636 263.43862457],[235.24632016 237.88182316]
[280.94354077 400.53146013],[316.05536911 394.64014787],[343.07136443 371.94315069],[366.08758644 348.89841207],[376.9126738  335.49099173],[326.16253235 320.69204471],[349.39353054 307.7150889 ],[357.95910152 321.60014342],[364.72713963 332.38606204],[304.79931494 309.7828989 ],[315.73900884 277.30881448],[327.43630262 247.85771249],[338.94696399 220.54995034],[281.50805604 311.01326191],[273.12881337 280.28488183],[275.83138099 249.72328224],[282.52386037 222.14972045],[259.05834093 322.15338166],[246.82783588 297.62615945],[240.29872368 273.81404764],[238.07413947 247.61022436]
