[254.18976659 318.31015989],[288.41137275 311.66634403],[311.25388472 287.14028272],[328.01199899 268.44476252],[345.61948986 254.36805374],[284.48386507 245.92417528],[295.82839089 213.12409155],[303.10940406 192.12138515],[307.69622013 174.14356628],[262.89396296 242.29141814],[264.44291995 205.48586469],[267.36807694 179.96230533],[267.71957721 158.69650916],[241.95457728 245.67057373],[236.7496589 213.3663674],[235.18417017 190.33035477],[232.45121501 170.88920642],[223.97484883 254.65919978],[212.53070691 232.63878747],[206.54240685 217.81178994],[200.48358285 203.44381702]
[270.82543795 293.82055042],[293.8893675  277.25615819],[305.06982079 255.33626802],[311.08325993 236.49464873],[315.40401457 220.84558677],[278.41660089 230.03068061],[279.56725329 204.91138723],[279.63054487 188.76626386],[278.6090995  176.06113518],[261.52128274 232.18470845],[255.85671493 205.40814519],[252.22339987 187.07098698],[248.19857147 171.80878276],[246.96668112 239.63858592],[237.91968393 216.37704084],[232.48055054 200.43085437],[227.74259346 186.22386895],[235.81632262 250.33165662],[222.32723372 236.81401436],[214.38999345 226.92367645],[207.34990516 215.56991848]
[279.44497083 303.36822178],[303.60406121 289.27776997],[314.65511947 265.65780535],[321.2927472  247.49720336],[328.6279867  232.53151732],[287.41188044 241.10954028],[287.65452494 214.71610017],[286.78646289 198.28462978],[286.21798522 184.75666709],[270.37835349 243.43674759],[263.15902463 215.08964842],[258.29069663 196.81272748],[254.6741159  181.49589702],[255.87547237 251.37368608],[246.27278016 226.59461726],[240.11055285 209.90346734],[235.44410253 194.76640319],[244.87863977 263.25550678],[230.78418252 248.67083782],[221.56422054 238.88940265],[213.26761114 228.25531747]
[282.92605831 306.8178796 ],[306.89760663 291.23932056],[316.95024    267.52610568],[323.73526573 249.92238553],[331.73777477 235.00602614],[288.21215819 240.85780906],[289.32571588 216.13583201],[289.19947024 199.75315985],[289.23721677 186.48793953],[271.28830733 243.4108183 ],[263.73272274 217.02256088],[260.48978478 198.17886573],[257.82391575 181.86432938],[256.65845865 251.34837332],[246.63525565 228.34325896],[241.00024939 211.08921164],[236.38534199 195.43033458],[245.5457139  263.01606576],[231.61126722 249.98960065],[222.94953834 239.92190395],[215.26381286 228.89501798]
[267.97594388 303.84542329],[293.17609665 286.23300201],[303.99891698 261.78000817],[310.48020319 242.7266307 ],[316.20063702 226.19820453],[275.40447915 238.5460086 ],[275.30731776 211.00229082],[275.17744236 193.52956755],[275.34720363 180.11518885],[257.48691218 241.83256817],[249.88661781 212.1510901 ],[245.92520622 192.3179833 ],[242.34423777 175.3438638 ],[241.74014417 250.53800221],[232.32126042 223.52470241],[227.05314792 205.69516875],[222.71784156 189.80801419],[229.47123434 261.82097986],[215.31275224 246.89876557],[206.67844636 236.03812332],[199.67019384 223.64591133]
[242.58364295 296.77816962],[264.42645594 281.28222304],[275.35471949 255.53769581],[281.65615114 235.55257866],[288.10296871 219.28347817],[248.41429396 229.42565341],[248.87302369 201.60726232],[247.35334906 184.30831877],[246.19107549 171.40824757],[230.10471883 232.52627656],[222.75718346 203.09237995],[217.87527161 183.33816576],[214.16739778 166.5294958 ],[214.09123916 240.49149237],[203.73305024 215.87265518],[196.41029095 197.76741347],[190.47470036 182.95252557],[200.21281518 252.61909635],[185.86857054 239.31364029],[176.81982183 228.07780319],[168.43792933 216.939449  ]
[214.12957625 283.11628033],[239.29252174 264.45185336],[250.53046482 240.4546954 ],[257.80472451 220.80600991],[262.58989804 203.3788096 ],[223.7029679  215.81047393],[225.58045406 186.99855927],[225.27577275 168.11843849],[224.05154859 152.45140067],[203.64052266 218.64785241],[197.17981734 187.41673061],[191.5604625  165.18688917],[186.98579764 146.73330311],[186.60439085 226.18971761],[176.54806194 200.35014344],[169.51382377 181.63674244],[163.37540166 165.84530714],[172.95538822 237.31664046],[156.11301493 223.41828352],[145.59834824 213.07231146],[136.31560517 202.66141541]
[207.67698945 270.19031803],[233.37189974 254.43881963],[245.84270585 230.22956772],[252.21249531 209.88764367],[259.86475024 191.95539589],[217.11485094 202.83445814],[217.78616481 175.08176519],[217.88122061 157.14854419],[217.19599052 141.72554847],[197.49177963 205.91655871],[189.73866247 174.80535558],[185.46490619 153.19022796],[181.44117825 134.75359218],[180.09972357 213.99925185],[168.68244051 189.08477456],[162.07616338 170.22413135],[156.20581487 153.7961261 ],[167.66325518 225.58936266],[151.61447701 211.18238224],[141.90867609 200.81146728],[133.54751171 189.74410622]
[212.42938977 260.08159217],[239.00671039 244.50836099],[256.0716924  217.65728215],[264.4766684  197.44778124],[272.01546821 179.00037699],[228.30714071 181.61134227],[228.43793139 147.83847031],[228.57942519 125.19033697],[227.67565553 106.20108483],[206.64697805 184.83345921],[198.01199272 150.59205305],[193.91156917 127.70198627],[190.81382352 108.14865274],[188.17781705 195.21337055],[174.48584445 166.24754736],[167.36865091 147.20005077],[162.28508528 132.17845386],[174.25820189 210.42187837],[155.62590892 191.98406035],[145.62690075 179.73977103],[137.62642242 168.41647133]
[241.68482207 256.00709396],[268.11820424 242.8403678 ],[282.39176295 213.82205292],[291.08083478 192.33086025],[302.68573819 177.99544373],[254.8856169  173.73212195],[257.96765096 137.95495088],[259.75856124 114.74656728],[259.91991912  96.43495943],[232.32043803 176.47365813],[228.63877846 139.06586211],[227.87934982 114.76800858],[228.02571577  95.10054149],[214.43874246 186.09014616],[202.19131085 155.80101844],[196.45980266 136.07624996],[192.22453911 120.96553506],[200.23336634 201.36870334],[182.39283443 183.82009557],[171.68343639 172.69759934],[162.26316056 162.81442003]
[279.15245132 264.31061635],[305.16716101 250.61174003],[322.98534676 221.43501285],[334.5471649  195.63193381],[344.31047567 179.44141007],[293.42619066 188.77238568],[299.38806175 152.78582412],[300.13084996 133.95930399],[300.0935029  119.70178774],[272.4496968  187.03109918],[270.02630954 145.65866665],[264.87357248 117.2289845 ],[262.05024126  96.36738437],[253.54544138 193.27167669],[244.94842432 159.26236402],[239.22950074 135.01327643],[235.65810528 115.28279903],[237.01091798 206.37263788],[220.73607834 186.50419831],[210.18717298 173.24719684],[203.37210356 160.89816517]
[309.80109584 266.06744744],[337.82964628 256.16910011],[355.16153927 231.22622668],[369.92170761 208.89066823],[382.21543502 189.97673152],[329.3427567 193.6026614],[331.36469754 156.99880173],[332.4451773  136.04760488],[333.89830643 118.79311359],[307.93434415 191.41971894],[299.58643381 149.14994089],[295.73880821 121.37624642],[292.90615527  97.82994712],[287.5850404  196.05894672],[272.87103396 161.47421636],[267.31640623 136.76659505],[263.25178662 114.80164897],[269.66331494 207.13651965],[251.15292489 187.93643701],[242.74660237 173.45927427],[236.00005134 158.50460345]
[331.67706973 273.4080937 ],[357.22201113 262.42566467],[373.78553294 232.3911274 ],[387.48585925 210.74286629],[402.36902708 196.31519986],[349.20308713 198.166732  ],[353.87639255 165.38832083],[353.8290468  147.14966044],[352.80796566 132.09387346],[328.05014148 195.25333694],[325.1969587  158.70435132],[323.89951804 136.15111452],[323.41998255 117.76780418],[308.64616698 199.81897706],[301.518903   168.70528536],[296.33091329 147.01830532],[293.22432652 127.72927544],[292.36127692 212.2342634 ],[278.11657724 193.06791387],[270.06445125 180.7515378 ],[263.77662525 167.49686856]
[386.80405301 285.35753318],[413.29538241 275.82708872],[428.69259708 243.1654096 ],[441.47878343 221.20390292],[457.10068652 208.48767926],[402.93956699 211.72910178],[405.91457191 179.86076315],[408.74656752 162.62068686],[410.03016903 148.40909849],[381.8587819  209.40474048],[378.43923515 174.15819815],[377.2664326  154.20402181],[376.25400862 137.42341856],[363.85239593 213.43635761],[356.50638473 181.67837711],[352.05471391 161.84207202],[350.11073552 145.12987459],[348.53391056 223.87389353],[334.10915926 206.27874073],[326.50456319 193.90448054],[320.93774178 179.48782359]
[422.15924171 291.67578944],[451.17212359 281.9089185 ],[470.60833238 253.63728226],[484.41009947 232.55131526],[498.36352414 219.75071049],[443.79387776 222.39130236],[451.56490682 190.08438331],[456.70359631 171.98397591],[459.88189011 158.0936885 ],[422.96685613 218.56257492],[420.30380101 184.14652869],[418.83073783 162.57555867],[417.65113205 146.43304925],[405.14383452 221.8915893 ],[396.35195889 190.99634336],[392.78720366 172.2758544 ],[391.1492152  158.17626766],[389.69892869 232.0280737 ],[375.46955993 210.75132126],[368.72812767 198.55152911],[363.97581911 187.68904165]
[448.3058555  295.36724616],[477.30156767 287.56322745],[496.64187895 261.71064613],[510.57942233 240.06014432],[527.03390538 224.61414602],[469.85727255 226.16129091],[479.73584132 194.43479003],[483.38176651 177.76604124],[484.52166006 165.69113111],[449.22620624 223.75938216],[447.3857807  189.87575554],[444.26269142 169.23892205],[442.42668789 152.83488123],[430.94012415 228.90537515],[420.63283246 201.63789711],[413.92741013 182.09040422],[410.22398811 166.21604223],[415.74848053 240.27350537],[401.74195895 221.53545462],[396.61230336 209.96744845],[394.10411457 199.67761921]
[477.06165763 307.29978987],[508.77532425 298.00798149],[529.40048179 273.12769085],[545.19629864 252.93990468],[558.82909671 237.32819492],[503.76160464 233.88030514],[511.85290007 202.44257692],[516.84348597 186.06187382],[521.25983258 173.78712605],[483.00322386 228.68637859],[483.51349769 196.24253318],[484.23262327 173.88276641],[487.56059166 155.74188417],[463.66561402 231.21806387],[456.99463434 203.77988168],[453.26200216 182.35661203],[452.51412585 164.69894998],[446.50630854 241.1498159 ],[434.84696743 222.3275589 ],[429.78529205 206.41045907],[427.81636233 192.15044976]
[517.02842724 309.61359827],[544.02509926 303.39143471],[564.92373951 275.65228631],[581.67871317 252.7422355 ],[597.15222665 239.66839847],[536.19653294 240.90740355],[544.59960056 209.26931041],[547.99212077 190.81047929],[549.99624298 175.80039477],[515.8175082  235.23319721],[517.25410791 201.7255223 ],[518.97706679 179.13922846],[520.5534512  163.50643343],[497.07495398 238.21432109],[492.51466082 210.0988764 ],[490.02719488 190.16769513],[490.01550491 173.93498102],[481.14318774 249.10632931],[467.83507337 231.27805787],[462.20017494 218.94327145],[458.85604631 205.51416859]
[542.27617702 318.22338913],[571.045873   309.99255106],[592.79705247 280.69256701],[611.2909714 259.6165259],[631.71944229 246.59884075],[565.23565575 247.63085501],[571.44997459 214.99737794],[575.74952624 196.37435989],[579.34869576 180.38228046],[545.12963634 242.78348873],[546.3487319  208.67106509],[548.45476398 185.21611773],[550.90419723 166.60545808],[526.3053706  246.88520172],[519.34486117 215.37969831],[516.11345217 195.23425356],[515.34112124 178.83291605],[510.33973582 258.11287793],[495.94918532 234.8390077 ],[489.60720142 219.61672469],[486.38206583 204.16841411]
[560.55146604 318.54990859],[588.94653996 310.60223976],[613.57614238 287.76552725],[627.45671297 266.77774592],[634.16491344 252.01229199],[585.60821546 248.02676074],[592.68290303 216.44327126],[597.09264729 197.09186436],[599.38805517 182.35122516],[565.23981664 242.94091506],[563.09153585 208.39969475],[567.029882   186.02393041],[568.59073524 168.15990571],[545.46853592 246.71528926],[536.89644935 217.06338349],[534.54797186 198.14305596],[532.7906969  183.67418378],[529.25873444 258.84830332],[516.92833218 237.95631156],[512.85871292 224.35082004],[509.94369727 212.4788625 ]
[589.32249144 322.01820457],[618.37209684 305.93969677],[631.88787347 282.1847669 ],[632.81424055 265.76111877],[627.64360102 257.83746507],[606.00833363 246.17387218],[618.44896939 215.41617763],[624.2968979  195.81542964],[627.89074111 180.56911283],[582.3781734  241.63424886],[587.71491994 209.19326648],[589.69951593 187.28537189],[590.05128113 170.23326212],[563.9331258  246.90134223],[559.96648995 217.63930651],[558.16550436 195.95571695],[558.08144011 179.81736368],[549.76156135 260.42496545],[536.97108589 239.30570749],[532.30594556 224.6881837 ],[530.04854128 213.19994   ]
[608.4032103  321.67822819],[612.28782371 312.48945945],[605.69548103 301.3402195 ],[598.74017149 295.2999323 ],[589.05406842 297.64512934],[591.16541079 257.31873282],[589.99176903 229.17904491],[590.10017814 211.35196561],[591.04552836 196.72377468],[587.59462252 254.16257847],[587.97083635 215.49407479],[588.09850411 193.51948478],[588.13716277 174.57884743],[587.37335417 257.7496076 ],[590.51439953 218.57660758],[590.48286453 194.98424624],[590.12529244 176.52520855],[589.51623118 267.87963568],[581.34259625 241.32038003],[573.63753146 228.13043745],[566.90770925 218.56463326]
[579.13354413 307.59025012],[608.39830355 298.94398758],[621.1238492  276.67243339],[626.51108021 254.87371155],[622.10176248 238.07365961],[597.24244105 241.90281794],[606.70456998 212.30551291],[609.29440672 195.17419499],[610.78843047 182.85045434],[574.87988093 237.83050822],[575.22596645 207.66742527],[577.2194376  187.20446956],[580.40792056 171.53550414],[555.78655486 242.23267245],[549.75180111 214.21115555],[549.31661623 193.81888055],[551.93820644 177.77140082],[540.19279078 254.09975261],[526.00569378 232.86038271],[520.22920782 217.44802642],[517.71544477 202.67743278]
[542.71285246 306.69935849],[573.89132473 295.04926613],[592.0461089  267.43088322],[608.11151267 249.7314128 ],[624.99136665 238.39597525],[566.24801486 236.87861016],[573.0930202  210.64682068],[575.11068651 194.80010135],[575.71366436 181.28811332],[546.35851074 232.57256761],[544.69230724 204.83409886],[545.22488975 183.84106954],[545.58071244 167.1378411 ],[527.52411195 237.64782043],[517.48300691 214.06120135],[511.35644549 196.41895597],[508.47974163 182.6885613 ],[512.06705229 249.99536524],[498.78856772 234.83536562],[495.14199929 226.30211783],[493.73074776 219.11005442]
[497.73273254 302.30989342],[528.47007391 293.14238607],[545.37387831 274.542634  ],[556.61568036 255.0555053 ],[570.93983951 240.4477207 ],[515.33937194 241.63122256],[519.05471285 212.65149772],[519.95093495 196.53969102],[520.79621985 183.22892883],[495.54913813 239.97308575],[492.71462979 208.83642536],[491.78688317 187.07880666],[490.9259956  168.70480561],[478.32396083 243.47316986],[465.55377386 221.31725192],[459.65521776 204.67468494],[455.61767726 189.20707417],[465.15014838 253.08795603],[452.48906696 239.258122  ],[446.47183313 230.36526411],[443.83011408 220.2022735 ]
[445.93641296 300.76688191],[479.75743673 291.79715845],[496.68537042 267.98626796],[511.76528915 250.18132615],[525.85015132 239.47790359],[468.33286979 236.0285942 ],[474.40856492 208.70317917],[476.934551   194.56640176],[479.37026711 187.10959543],[448.75896784 233.65122889],[447.52082786 203.42321256],[447.52555998 185.96737417],[448.68583338 174.9583488 ],[431.06629142 237.33192612],[423.9505424  214.92931151],[419.78986008 198.78339114],[418.69236672 187.97099029],[415.94923777 245.18275097],[403.07188004 231.39408023],[399.38774142 219.9361139 ],[398.86273109 210.34767779]
[406.54867783 306.89343304],[435.96435503 290.07651821],[449.89212584 263.51389904],[460.99984863 246.23123266],[474.49348855 233.37861924],[425.19961817 235.76679698],[428.13396581 209.72453009],[431.82681123 194.74927613],[434.52510653 182.76067843],[406.78027877 235.98151594],[403.48692881 206.6860111 ],[401.89844171 190.11266155],[401.3466281  175.65341512],[390.93245538 242.47041678],[383.18044426 219.49093182],[378.27031904 202.82335899],[375.86373455 188.04160937],[378.10792847 253.80617935],[365.24741187 239.71574511],[358.14826396 228.06236378],[351.83096139 215.24512826]
[354.48141702 302.56040405],[378.51821865 290.41732511],[393.02069595 264.82468909],[404.10730033 247.36224888],[416.47870746 233.84922315],[369.26392422 243.74524941],[371.37828698 213.70675361],[373.25258063 197.01171528],[374.33551838 184.17915071],[350.77586964 243.71400916],[345.85028593 210.89156239],[343.70495618 191.09245286],[342.35314847 175.57096359],[334.87823113 248.09689352],[328.15626175 219.25082064],[323.13888984 200.96877069],[319.54603639 185.77281817],[322.00854736 256.9888703 ],[308.99570748 239.11224974],[300.73072208 229.41300498],[294.3600294  219.33865702]
[311.91402802 305.42737951],[335.63318855 289.23379015],[349.27945256 268.14369282],[361.27853549 253.50298556],[373.2204709  240.27484845],[327.88171056 244.02674943],[330.74158532 217.05863105],[332.29220027 200.08715707],[333.3526532  185.92980598],[310.16629578 244.59887761],[304.87514841 214.22131374],[302.01451792 194.84061879],[299.36622362 177.69310335],[294.23348214 249.73335614],[287.79451547 222.72412161],[283.38556191 204.65336179],[279.62771093 188.55383   ],[280.6877661  259.41880417],[267.25971918 242.71241782],[259.93429008 232.34461916],[254.09217809 222.06862634]
[271.60801363 309.22309464],[294.82790512 293.47145234],[308.24159161 271.12425804],[319.34279923 254.39455044],[330.32701887 240.78318638],[283.45055276 246.42312844],[286.92695958 219.03684884],[288.01884358 201.63093748],[287.99804354 188.31774599],[266.03277227 247.25050322],[260.14304022 217.88818398],[256.35601435 198.21197987],[252.70169516 181.90585337],[251.03654973 253.19161092],[242.38402702 227.47948287],[236.46376625 209.71487909],[231.99898577 194.51023871],[239.05308668 263.01653301],[225.59497027 247.44145521],[216.76069451 237.42273038],[209.73726428 226.84215448]
[248.00348759 306.02605481],[272.08979866 291.68575086],[284.98555981 270.17072343],[295.39077088 254.67924101],[306.91312944 240.20153841],[260.99300919 245.25290066],[263.41572673 217.42302407],[263.72453573 200.07210576],[263.80270914 186.51625764],[244.31140127 246.37774143],[238.10988464 215.37100741],[234.97333086 196.17658484],[232.26781643 179.58682143],[228.62929758 252.3566272 ],[220.40928925 225.15046645],[215.27509412 207.93019727],[210.99359381 192.90926994],[215.65787967 261.38774261],[202.47308895 244.77318738],[194.52395623 234.21556272],[188.1968954  222.86682135]
[216.49496569 302.29668045],[239.59502221 288.51199104],[252.61846611 268.72796899],[263.2942506  252.87838257],[274.88975023 237.76949133],[231.46828592 242.07496211],[235.18599776 213.06849642],[235.56916731 195.42140103],[235.68796368 182.14454446],[214.34634457 242.00558455],[208.57504251 211.01960698],[204.90078213 190.87355495],[202.75739747 173.68580264],[197.43898985 246.50732681],[188.5846465  220.36858243],[182.55204618 202.96748437],[178.22454869 188.76840703],[182.82534905 254.77693514],[168.59366151 239.46726511],[160.3108131  229.25189546],[153.93580843 218.59774203]
[180.5271678  298.99420307],[205.69388265 286.19170536],[218.81523311 265.01048074],[228.46804212 248.60106878],[238.74428455 233.46883844],[193.93906847 240.80348862],[196.57820756 213.08959793],[197.84480476 196.81554503],[198.63521927 184.25483259],[175.5639596  240.89798661],[169.55804997 210.61260078],[166.41140008 191.70638031],[164.19334257 174.63728776],[158.33623477 246.1809627 ],[149.62033561 221.55585588],[144.25401402 205.09374156],[139.71855218 190.09436098],[145.46060894 254.79575951],[132.20589669 239.24352265],[124.6433465  228.93979609],[118.62990464 217.55930853]
[142.77215519 299.17538167],[166.7431477  287.54080703],[180.92088099 265.12735888],[191.14256825 247.13117761],[202.65128763 230.74292186],[160.4320985 236.8951252],[162.08632571 209.03895829],[160.93608368 191.41197761],[160.15360793 175.61704713],[141.11889576 236.27361533],[134.75986946 205.87029492],[131.42490151 186.59545423],[129.16977077 167.7283153 ],[123.73339356 241.58652455],[115.182407   215.59216656],[109.71461537 199.10219948],[104.88222961 183.59248972],[109.03947269 250.88893403],[ 96.47047975 235.52273414],[ 88.58204527 226.80458896],[ 82.08416977 217.00886438]
[120.48362351 291.21034753],[142.40694727 279.25991181],[155.66204277 258.69862313],[163.43735695 242.34910688],[174.03103617 228.311467  ],[133.98328543 228.62671176],[133.34463178 202.49602426],[133.44596999 186.30743545],[133.58456107 174.18543255],[115.35654967 229.66781582],[109.69244784 201.04668617],[107.05250207 181.52887434],[104.55234372 165.96903401],[ 98.35150578 235.71923858],[ 88.40919913 213.27437879],[ 82.01807258 195.36028726],[ 76.36699676 179.87276042],[ 84.62444471 246.38598538],[ 72.83423714 232.64228877],[ 65.62757117 221.59650148],[ 59.61811648 209.94841192]
[ 89.59651205 284.79542135],[111.06128353 273.11742185],[125.6921986  253.26695575],[132.28388808 236.07637604],[138.84720789 220.28077785],[106.27975326 220.57413179],[105.71437074 193.50315782],[105.20370495 176.54578248],[103.87016542 163.35410489],[ 88.22701336 220.84902388],[ 81.90478153 191.77311817],[ 77.57983276 173.91500252],[ 73.5213979 158.2218384],[ 70.96203427 226.94294811],[ 63.03999094 202.1762306 ],[ 58.31075977 186.24874415],[ 53.65201076 171.76953013],[ 56.88913941 237.06870093],[ 45.96108704 221.28233464],[ 41.51802868 210.75437767],[ 38.10288055 199.22728836]
[ 81.3796526  286.81742489],[102.42333653 270.37397039],[108.76050743 247.30119765],[110.60470081 228.68025019],[118.95691501 212.30288043],[ 93.77258461 219.66235172],[ 88.32068254 196.02162164],[ 84.8619409  180.54637312],[ 82.57552993 168.12026984],[ 79.23599099 220.75415836],[ 71.15995495 195.0472339 ],[ 66.43114565 176.66958337],[ 63.2117623  159.11934548],[ 63.79064568 228.0275349 ],[ 56.92198767 204.32245336],[ 52.21398096 186.95315532],[ 48.54953011 170.67106962],[ 49.76307933 237.26066809],[ 44.72321413 221.78524364],[ 42.99181112 208.37495551],[ 42.32356785 193.3519668 ]
[ 86.41624584 287.15278811],[112.51559664 270.76100787],[120.78034478 249.02041247],[127.41439062 230.98351517],[129.94075755 218.12992208],[109.60040914 223.37406929],[108.30058724 194.36331886],[107.15068215 179.7545535 ],[106.12178072 167.10603644],[ 94.01486051 221.60710561],[ 86.2842389  191.29251337],[ 83.39048669 172.02864373],[ 80.90448139 156.12260002],[ 76.43135593 225.88856661],[ 70.71872953 200.5886234 ],[ 70.31497621 185.06639345],[ 69.5584547  172.14120979],[ 61.41825589 234.53586161],[ 57.44074015 212.43229923],[ 58.78078772 200.45634556],[ 62.10280384 190.42812446]
[119.70062247 283.84741178],[144.95475926 265.70832496],[155.68126416 244.19460678],[162.99936159 227.96268831],[171.75650326 212.08518066],[137.88315176 216.67321337],[136.04471691 189.25936644],[136.4328446 172.6464629],[136.46676135 159.74136803],[119.8646308  217.08925725],[113.88636306 188.99326579],[111.36269991 170.65597974],[109.43017585 153.21033303],[102.88272948 222.39410845],[ 95.16813034 199.453264  ],[ 90.58052765 182.57080576],[ 86.4421979  165.76621022],[ 89.0263533  231.57367211],[ 77.87186566 216.966443  ],[ 73.58205784 205.6955591 ],[ 69.98087763 191.32194075]
[153.34689862 273.59016142],[177.29161388 263.64381594],[192.31815445 242.99341746],[203.61857343 228.35539777],[215.96819619 216.57099252],[169.48856142 212.58109603],[173.24424433 187.34910447],[175.42816961 172.87822035],[176.85615713 160.60229248],[152.1212135  212.29808153],[147.65159952 182.82126247],[145.52981765 165.26092911],[143.91411895 149.97023073],[136.85012997 217.20929163],[129.77585529 192.26589523],[125.50042313 176.77651809],[122.89694848 163.27433753],[124.36206249 226.67578698],[112.92827854 212.19041565],[104.95009327 204.1004168 ],[ 98.28823468 195.86210818]
[183.89172818 278.58280726],[207.46607516 269.40470284],[220.05465255 249.94511099],[229.7571024  234.24158921],[242.16106882 222.26611942],[199.79702256 218.22788191],[202.71281685 192.81038875],[203.97405181 177.34195647],[203.96108883 164.76856918],[182.69505227 218.36612068],[176.66440386 188.91718677],[173.66432705 170.39136946],[171.72231486 154.77186078],[165.96858248 224.2296768 ],[156.38568472 199.30045411],[149.85996135 183.87470514],[144.70379202 170.44808206],[153.26738298 234.73445125],[138.66266089 219.61399243],[129.64225716 211.725573  ],[121.77479462 203.0957984 ]
[210.28094652 284.30752934],[233.70827627 273.63041143],[245.53790748 256.01175216],[254.57934984 240.66862709],[266.23866389 228.0861747 ],[226.97051292 225.82509701],[230.47550104 198.80342678],[232.01629487 181.75664196],[232.43849321 168.4019949 ],[211.16886707 225.85762879],[206.37770155 195.93131702],[204.30362436 175.59383812],[203.81427362 158.91407365],[194.64262874 230.6293724 ],[185.58779708 206.04500013],[179.42708038 188.72617359],[174.01772675 175.10789457],[181.03838552 239.4484597 ],[165.24338542 225.16330046],[155.48005064 215.2400938 ],[147.64840832 205.25398753]
[238.61087829 290.54272847],[262.55843232 279.89260108],[275.40880837 262.21431609],[285.61678835 248.63375884],[296.79030439 236.52450521],[256.49344262 234.28430677],[261.8727952  208.85166226],[263.72995301 192.25439065],[264.91064145 178.80751179],[240.86939662 233.7945153 ],[237.4080367 205.3452815],[235.01236455 187.73487277],[234.22950944 172.59539042],[225.73374497 237.64593856],[220.1759795  212.82112982],[215.59139263 196.27874418],[212.74189184 182.33741018],[213.04737942 244.90870864],[200.45449417 229.98824912],[191.77194523 220.67067232],[185.20998922 211.01947503]
[272.86152329 301.75593688],[295.51124899 292.74799984],[308.61555635 273.28829091],[317.77142853 258.89870958],[329.87269337 248.78138031],[288.1577406  246.55498639],[293.32826887 223.48851598],[296.55094661 208.71468383],[298.3888061 195.6641784],[272.73551181 245.01812153],[269.29424475 218.09690796],[268.50340047 200.50908216],[267.47691767 185.66835518],[258.65029777 248.92444142],[252.26216282 225.69087106],[247.76111531 209.46521074],[243.69392752 195.17797635],[247.33213483 257.98791349],[235.93294344 243.78213357],[228.36887797 235.07965362],[220.96578251 226.09360018]
[294.88241976 310.73818473],[316.59151094 302.94971343],[330.14479749 284.72357015],[340.16777397 270.57258994],[351.46169192 260.06696132],[311.20188724 256.97840598],[317.86226246 233.06915133],[321.06913621 218.47915979],[323.12974521 204.8985644 ],[296.36845225 255.3043294 ],[294.72670035 228.45845254],[294.33388902 211.21149302],[294.09827882 196.21322869],[281.5474439  259.32627897],[277.43892245 235.81093815],[274.67595139 220.27199207],[272.09973949 206.12194146],[269.84798538 267.93136105],[259.29804341 253.5768667 ],[252.32331561 244.11072064],[246.0729498 233.5989074]
[316.2551629  317.70793678],[338.99249021 313.32843244],[354.38788704 295.86640347],[366.9457874  284.56200278],[380.88878335 279.83564104],[335.03405396 264.23174708],[341.48220752 243.30216888],[346.49512342 229.59796543],[350.54205652 216.88341609],[319.50495861 262.20576973],[317.51488585 236.84909303],[316.9966099 219.4172369],[317.04054804 204.83411043],[305.23441325 265.45584017],[299.30985514 244.40615558],[294.65562542 228.72754403],[291.40439663 214.69004239],[293.61228721 274.31054577],[281.67448032 261.78396622],[273.59011573 254.54137885],[266.75847209 246.14327351]
[329.97554291 315.96166203],[353.51194594 313.96508587],[370.9434906  298.86980173],[385.86344249 289.80169196],[400.41700144 287.60442601],[349.64776836 263.43924491],[358.51020394 243.53482987],[363.88711936 230.89345619],[367.54692052 220.45566745],[335.43251859 261.43129304],[335.39503511 235.98803253],[335.07539694 218.76059813],[335.52134534 205.45637837],[321.41803393 264.96311277],[313.32749989 244.8529264 ],[308.4718631  228.82746723],[305.98585385 214.87500225],[309.19373714 274.00707968],[296.81572994 262.94166874],[288.56646575 254.16235403],[282.24016411 244.92053106]
[330.3341796  312.56322562],[355.14751801 310.3163241 ],[371.95584106 293.01126703],[386.54335976 281.66778922],[399.59616484 275.69828613],[352.95089457 261.93467146],[364.53343491 240.32778737],[371.337853   226.54476232],[376.69040995 215.51251077],[337.13740451 259.17058579],[338.18584714 231.10318201],[339.00837788 212.46739373],[341.42241076 198.14140713],[322.74416399 260.70503386],[318.54543771 238.23380057],[314.98052864 221.00818847],[314.18868617 205.85636367],[310.57134016 267.67181819],[298.7826876  255.16651767],[290.32215779 245.2496434 ],[284.94445734 234.0179968 ]
[324.98577587 313.12113004],[350.2267795 308.0374483],[367.60536634 288.97149449],[380.65998188 274.24800146],[395.95088077 266.4997547 ],[347.3285934 257.2154336],[358.10313451 235.23615757],[364.88170046 221.18121788],[369.15150664 208.9322637 ],[330.6889339  253.56849117],[333.2858706  226.50155862],[334.93004743 207.60279296],[335.47112361 193.13509038],[315.69191521 255.61648749],[311.1651886  233.96647761],[307.41405762 217.02706486],[304.7509238  202.32172602],[302.76270431 263.58327865],[292.38557517 249.68034083],[286.03475075 239.89711701],[281.28578933 229.71201888]
[312.8471542  316.34384675],[338.76353841 309.98721903],[355.90573279 289.99943479],[370.4112692 275.7040849],[384.41159223 265.72728408],[336.69818838 258.63966491],[347.30537199 235.41750871],[354.52293035 220.66958174],[359.6055335  208.50271846],[319.58328366 255.59902371],[320.81797018 228.22054716],[322.34996997 208.56642812],[323.86116803 193.0357598 ],[304.42898241 258.1597417 ],[301.70830456 235.32721773],[299.64710237 217.79864941],[297.91614648 202.00593911],[291.25230471 265.98553226],[280.98085804 251.81880167],[273.84116661 241.57518545],[267.60314881 230.43069368]
