[257.50275972 381.12071998],[292.46227235 376.13647893],[300.76675849 359.56449712],[279.26364208 344.91790678],[248.57660938 333.19427639],[307.08284393 309.59282475],[322.87650181 280.63404542],[337.39724156 259.03974494],[349.17088355 235.75951303],[279.65423911 305.29901961],[284.06288971 265.57895797],[286.15760819 236.27693526],[287.63316843 213.11030198],[250.70201127 308.02095482],[251.9280741 282.4235745],[251.20242974 265.27118101],[251.62787207 248.09900361],[227.1386472  324.09821753],[234.26507411 307.24176891],[240.17485556 319.16114402],[240.95709557 331.66704619]
[140.40569344 385.41362323],[191.76526399 365.40964859],[204.44648148 329.79032814],[178.0652427  294.12997257],[146.24043603 260.36051532],[212.04665653 246.79197123],[235.86617445 203.78981256],[253.66745592 170.86502028],[269.91920393 140.66847586],[176.13661059 237.90575328],[182.4716962  190.57634167],[188.54398284 144.77650168],[191.12962048 108.7455153 ],[138.69075113 246.06136234],[131.16310854 201.74877418],[124.20163967 158.66868585],[117.01684974 123.26655284],[110.19923922 270.55743696],[117.91840659 249.82220098],[127.98040954 272.93065094],[132.2798767  298.60935481]
[121.74357254 393.86099315],[168.77017674 374.08452566],[181.4354765  340.13657426],[152.51529201 305.83525697],[111.50010874 274.90763586],[190.08180188 257.83307096],[218.8543136  209.76695565],[237.10666818 177.09993309],[251.51078081 145.17968072],[155.48853979 248.60329378],[166.02025148 190.67671776],[171.06508018 147.12516623],[172.18216281 109.58020225],[117.69852211 254.69834438],[110.95095329 204.26063591],[101.38734986 157.17245454],[ 92.66912229 116.09488683],[ 89.66142184 276.18227723],[ 96.38594603 246.85983012],[104.45634259 269.17142145],[107.81773378 291.89086336]
[ 95.05985937 392.4666233 ],[125.39157066 360.41320653],[135.25302779 323.97803987],[ 97.73910554 287.34717745],[ 57.44197395 265.07718749],[156.75699935 255.52946037],[173.6089841  214.42338053],[185.90405594 179.82747962],[199.67895585 140.22500103],[127.97586913 253.31648421],[131.3756398  204.22472979],[135.68427409 167.63174295],[139.42361329 134.61872635],[ 94.5572694  263.22494688],[ 82.1028467  225.23706595],[ 75.531438   183.74591985],[ 73.66495561 141.4488996 ],[ 66.98129844 293.15062825],[ 63.12226382 275.0786385 ],[ 61.84988095 299.40800602],[ 61.43335273 323.17465929]
[ 83.08019407 397.12835572],[119.69037898 372.10472381],[125.20841859 342.95979254],[ 89.93224726 315.81437946],[ 55.03663213 288.49157052],[148.07450587 267.58958538],[170.05834247 220.9031034 ],[183.919432   186.82303328],[197.77892479 153.96090517],[113.59775225 260.1145074 ],[116.74161084 202.77829904],[123.91697791 161.90486249],[129.75022075 128.72843103],[ 77.24717565 264.67821024],[ 60.92086593 214.60661673],[ 50.93669779 171.69124862],[ 43.3700721  135.19365672],[ 50.66908667 288.21801955],[ 45.94211643 261.53500333],[ 45.94751541 290.9225755 ],[ 44.77768505 324.84014581]
[ 91.67248737 398.40441128],[128.35485105 365.86199477],[133.58461253 321.02859098],[102.34523998 283.49922089],[ 68.32753945 250.12954477],[153.16045667 262.15348605],[175.64543763 213.05588123],[188.74358275 177.67995781],[204.36982628 142.34429434],[123.1748106  261.69196132],[124.74894194 206.24643972],[131.11138486 164.24139492],[139.41239614 131.56439966],[ 84.77662467 270.23561412],[ 72.18965754 219.95876697],[ 70.06752215 179.50808812],[ 71.29403566 144.79529968],[ 56.01245907 295.39659627],[ 54.84416852 265.42742624],[ 55.35844245 285.4116896 ],[ 54.50785445 304.39628393]
[122.82808987 385.71160807],[142.08515138 350.31464188],[151.27693204 317.58940753],[120.11125561 289.19359484],[ 88.42523078 269.53658009],[173.70575827 242.42123182],[189.92042476 203.3804294 ],[202.62410693 170.61252861],[216.59100639 132.68668934],[152.47711466 241.38942315],[161.79225964 193.93889658],[169.48480378 157.67790669],[173.15848716 124.23265492],[125.71575449 253.9161182 ],[120.51791474 214.63106345],[110.33208167 173.068848  ],[104.91123614 130.2912221 ],[102.81858629 282.55227093],[ 94.5371028  264.29524279],[ 85.13040947 288.33922484],[ 80.45122796 309.61136761]
[135.30244001 385.96585031],[190.13784683 372.93575131],[201.23150547 339.31460379],[178.42637791 306.39801533],[150.81564047 271.08495301],[203.20860713 259.77962302],[229.70387132 209.86153933],[246.87686881 174.81701162],[263.9634748  140.71464878],[167.82635409 247.92578246],[178.33864781 195.27830631],[180.94745612 149.24967538],[183.74632037 109.64449773],[132.22656391 249.3831137 ],[127.9207565  198.19269561],[121.50996104 154.66429204],[116.45896725 119.34976677],[106.17106925 268.11650112],[115.05992031 241.4317024 ],[122.81851962 257.92424294],[124.65076378 276.96492045]
[166.46597256 383.79362513],[223.54707099 361.90292925],[237.05960902 321.74623417],[214.26451632 291.40913905],[185.57471126 264.11554457],[231.91984817 249.14710925],[255.66220678 200.68954626],[272.89900218 163.77696724],[288.69495886 130.85266121],[196.77562634 240.26089204],[205.16694499 185.77882489],[207.22803245 141.19737792],[206.12991563 104.0212898 ],[161.31698241 247.43999733],[153.99791405 196.62258661],[148.05578023 157.70727797],[144.11888246 125.41751004],[136.44443559 268.92171814],[141.32405255 242.19050672],[150.91154485 265.29104075],[157.38373536 286.17211906]
[206.44277997 383.33421083],[263.47164352 356.0052663 ],[272.80143992 309.07226448],[246.20891591 270.26160281],[209.63082509 241.56423488],[268.18619379 249.19456943],[289.0266661 201.4730806],[306.76752727 166.03145811],[324.46222357 133.03809615],[233.06038187 242.26491653],[236.43418286 189.27179739],[235.05693233 145.25612805],[232.32773722 108.68980309],[195.24169868 247.89204195],[191.84115308 197.07287958],[190.20284891 160.02789415],[192.04999545 132.09393702],[166.93005798 269.18804884],[181.75395878 238.75280455],[191.07054146 254.51884779],[195.71042777 271.07552591]
[240.59120853 377.80466959],[294.35902057 357.02104673],[301.2758321  313.36828169],[270.15131882 278.23988656],[236.34060397 254.66140832],[301.99183535 245.18766463],[320.25066249 199.57672322],[334.84357149 165.48868871],[350.80961275 134.18305504],[265.18861828 237.86689034],[268.35423612 188.38755405],[267.83227835 146.3498317 ],[267.03137735 113.43293681],[228.06930479 243.986383  ],[223.03879054 196.30892324],[216.37591687 151.8732746 ],[212.75970596 116.87413817],[198.69284017 267.99826084],[211.02543739 233.72865281],[217.44426052 248.31970395],[221.1454037 265.007265 ]
[267.87660467 377.540501  ],[314.46239759 361.07072951],[327.77629277 322.86872313],[302.68166302 285.42868516],[266.18449782 261.7564504 ],[330.3260694  251.78461844],[351.59277194 207.06142768],[365.66148632 171.04409473],[380.11318166 134.56850107],[296.25702069 245.17629338],[294.21623478 193.6274223 ],[288.60748122 152.74875239],[287.25335372 112.7562551 ],[260.24081119 250.64104493],[246.45212386 196.27548989],[239.75870655 155.37995512],[240.1108066  120.55196287],[228.76333031 272.15119648],[232.12689265 231.16650959],[239.16072888 243.67829228],[243.20567605 257.88702733]
[298.71561104 368.91014992],[353.67088682 350.79164886],[370.2396374  308.40184169],[345.65038781 273.2264746 ],[311.25921366 255.15724889],[361.90897737 244.93612422],[384.73680939 197.10198686],[398.42967103 162.79080935],[411.67573932 130.00996754],[326.67419805 240.46979122],[325.67371304 191.16033269],[319.57832478 151.41360558],[317.36660857 114.36196769],[290.14056408 249.3176469 ],[280.41395899 202.94712638],[275.57889197 168.96743177],[272.78038244 138.88488375],[259.96828546 272.8348724 ],[266.19070424 242.41915943],[276.98636003 259.52542046],[281.60493978 275.83143647]
[324.0282928 356.6611632],[378.58385466 343.60767412],[389.85924461 313.24153168],[366.64509559 286.8836534 ],[333.50623545 262.56597848],[384.14809298 240.96702194],[408.37149497 193.97080752],[423.4530749 161.1250308],[436.94343025 132.03113869],[350.91919093 233.53004155],[357.23451402 176.96151674],[358.74984622 139.3346219 ],[359.01194224 109.6204935 ],[316.14803221 242.69661899],[311.44532955 197.56661379],[311.30007502 164.71486792],[309.44702321 135.27360331],[289.44196627 264.43148249],[299.01433754 243.48465165],[309.29497175 270.03651077],[310.59621646 295.32568604]
[343.75735239 354.81003039],[390.69156219 336.33422459],[400.05412494 305.56828844],[379.99070921 280.80103706],[353.22558724 261.06287993],[406.50803251 231.28374117],[430.0631442  190.71840203],[447.75349979 160.51894357],[462.77580138 129.17755412],[377.14558599 222.70993365],[381.84414285 169.28140144],[382.93561383 130.05428733],[383.69099803  97.10459546],[344.53957383 231.39753319],[336.955114   185.77789022],[336.03433563 146.52217486],[335.26180424 112.40625595],[316.86202898 254.69093999],[324.81777388 234.97599948],[335.0109214  260.15531257],[338.44989714 283.11406655]
[349.83095148 344.88415775],[397.87907082 334.94147573],[412.77870047 305.6769044 ],[388.45129211 276.81732972],[356.22933472 254.41809298],[419.85026648 226.4064916 ],[440.55148639 189.07796914],[458.25710082 160.34985641],[476.0533713  126.61100276],[390.42480497 217.88412544],[397.99445574 167.956894  ],[399.09334055 133.04260321],[401.68597211  97.53136977],[356.71736526 224.80832296],[352.20846999 185.02844053],[351.85927949 151.24758709],[354.69724279 113.96593891],[326.60584912 246.50878902],[336.19987267 232.82360131],[342.79506644 260.65172405],[344.74589025 279.2761941 ]
[368.71589115 342.27822598],[415.72461819 326.30493073],[428.82662188 301.11928666],[412.32729911 282.17271579],[388.27527368 264.9275898 ],[428.00275232 226.81710678],[450.24923873 187.03421558],[465.77348887 158.63133068],[478.44960665 131.53994634],[399.20069405 220.01340998],[407.16692362 170.7651497 ],[411.81120823 134.50872576],[413.56814282 104.30582604],[367.80907383 227.43764476],[366.20789901 185.49785819],[369.1048111  150.00954702],[369.72510533 118.17767681],[343.19906652 247.78623543],[355.04776059 231.89754185],[365.31699601 258.63099336],[368.55566742 282.54852375]
[374.21760324 327.13382825],[425.1831678  323.16880704],[442.29627101 294.48344578],[419.45656705 275.24841494],[390.02145676 265.03168382],[431.8570744 225.8342576],[448.642702   191.47713203],[464.13491128 164.10847615],[477.58680984 139.80104852],[402.79242442 220.11267432],[401.81181114 175.50764811],[401.30321867 142.64417425],[400.00793407 114.74810812],[371.65226999 227.76031886],[372.15877745 196.46825901],[378.38943795 172.97146029],[382.68173048 149.81784714],[346.94312854 246.8368122 ],[363.5705329  237.37850018],[374.52912432 263.914896  ],[377.56410619 287.29393115]
[374.54214566 330.27978775],[425.02545834 324.23467536],[438.31503392 298.3735782 ],[418.07972406 277.74464463],[390.99810963 267.95068375],[431.63619913 235.63278483],[448.39716553 197.19872858],[462.57065528 168.14414685],[474.70586557 143.15061859],[403.85722785 228.62758463],[403.77978645 183.49230859],[405.06612171 151.65573223],[405.52454338 123.36241953],[372.69599743 235.11997002],[371.12945977 200.22308607],[377.74040569 178.00554582],[382.57134294 156.86401736],[347.70071969 252.67172503],[362.78260156 239.11263867],[373.43756665 263.72335071],[376.66176697 285.8611241 ]
[373.75505993 328.78992068],[421.30462869 324.07232302],[434.75882192 295.52570283],[412.56554694 271.78535212],[383.08938002 256.93325301],[431.2083929  239.16174335],[448.77593785 205.06554881],[461.87582337 179.08163844],[472.99186796 153.38380216],[404.71174898 230.33812037],[405.6078164 187.0192086],[407.70355281 156.8946178 ],[408.05377282 129.54299156],[374.96488711 234.90504498],[373.01734639 200.42680166],[379.39414922 177.49402064],[382.8278997  154.68879962],[350.10984766 250.48810144],[361.73668401 234.65741143],[370.19020829 258.21893507],[371.6167074  279.29512928]
[373.14454855 333.55148535],[421.7079935  325.08849239],[434.90640503 296.1598969 ],[418.85288486 272.2956979 ],[397.74234935 258.07771621],[426.70380069 243.34470332],[443.81928346 206.61004246],[457.31838682 178.97919997],[467.86824687 156.48717332],[400.8140182  236.04827178],[400.91421272 190.90913757],[402.64007901 157.29587608],[402.80894573 127.87919813],[372.79609884 241.79721223],[374.73873838 207.89939787],[383.13776858 190.84347789],[387.42636737 173.79998193],[348.72844822 255.85910593],[364.5277322  240.04711434],[375.37551742 260.09534716],[378.88548714 277.91251604]
[372.93721356 332.46438473],[423.03953557 323.36543196],[435.07271346 293.71115118],[417.94871624 270.15900779],[395.98347836 258.01109927],[426.87607241 243.45973202],[443.2507247 207.9317333],[457.60351011 182.26543299],[469.16040398 161.87228303],[402.2316851  236.79666037],[404.51014159 192.06795613],[406.88503553 161.5241297 ],[406.70072952 134.53370369],[375.50652119 242.6994539 ],[377.70702686 209.29202576],[387.3783142  189.11340864],[393.00946125 168.00474798],[352.34646625 256.68285614],[367.80955467 242.55020143],[378.32359022 264.64401071],[381.63662709 284.03901324]
[376.16896444 322.91775818],[415.74338278 316.78364546],[431.80718774 289.73743561],[416.1558104  265.09932741],[391.36072909 252.87980812],[425.8431818  238.99978037],[439.32859391 205.70477529],[450.8393411  181.54813515],[460.92228981 161.2451679 ],[402.75464784 232.37936218],[407.01656503 192.0232898 ],[409.81079711 163.44658455],[410.18841816 139.11861538],[377.30482026 236.70323954],[377.45388057 203.5209262 ],[384.02230855 182.65076736],[388.15058048 161.92231309],[355.61986669 250.81026563],[366.9713601  235.49625921],[375.69492891 255.83494345],[378.83374623 274.04896285]
[369.5781036  309.34156148],[407.83174692 302.14976317],[423.23697419 276.68586936],[411.54543059 250.73956274],[390.63831578 234.7070243 ],[418.85441385 232.42195385],[431.17586299 198.642958  ],[443.24824009 176.76078942],[453.56319477 158.52851758],[393.85117389 226.76545879],[398.06041606 188.09396617],[403.74980331 162.62716467],[405.10781688 140.72320343],[369.23765152 229.84848286],[369.1022074  197.95615438],[374.74188956 176.74219592],[376.24551118 154.61087438],[348.56118451 241.73913823],[359.05347267 224.95141402],[368.48243798 243.21255778],[371.64719234 259.54795979]
[368.12659435 300.71071476],[406.20999566 293.02165982],[418.12398194 267.51652102],[406.2292382  241.51125086],[386.21353968 225.93176922],[412.28537192 225.51744079],[425.10234538 194.2428091 ],[436.65812443 173.35827221],[446.46298648 153.73657146],[389.37523175 218.27597461],[394.88580475 183.52573158],[399.04228021 158.12937786],[398.6415017  135.33461255],[365.56520063 221.34415998],[366.57375468 190.71544501],[370.67591747 168.31590338],[371.33067275 145.94643561],[345.7598396  234.51267064],[357.22621456 218.14911822],[366.81027293 236.2152483 ],[371.17149417 253.5659896 ]
[351.44175811 292.1892705 ],[392.30062843 283.17776496],[403.70020217 256.56721721],[390.37523538 232.95162184],[373.52576919 217.82006326],[396.78286426 219.55800626],[410.78161818 187.25055032],[421.79627185 165.78140539],[430.27591362 149.03131443],[372.95337289 214.25418818],[378.39080052 177.50889389],[380.4731124 152.4959133],[378.23198724 129.10501032],[350.200012  217.3639094],[351.32213965 187.00692098],[356.81116686 167.27843918],[357.92151557 146.9988102 ],[332.31464384 227.65364529],[344.18847324 211.1768667 ],[353.77110404 226.55025464],[356.30484233 239.55547394]
[347.13468   291.9558259],[382.42122413 284.84150571],[393.77077394 259.73668752],[384.13872456 235.74572147],[370.50951109 219.69244168],[389.40046168 222.72304837],[405.1919199  190.14410137],[415.99659499 168.2937114 ],[424.24689018 151.78599252],[366.69728948 217.66082214],[372.93324181 179.86272737],[376.62660677 154.46995431],[375.46530581 133.04355101],[344.48261876 220.93814927],[345.01266444 189.43597125],[350.86952619 168.99595946],[351.33448865 149.31232943],[325.97242862 231.64485297],[335.57398907 214.00232027],[346.62974226 228.50850409],[350.60588558 242.13933019]
[341.42600496 294.596594  ],[377.32798243 288.03555863],[389.18303367 263.45090182],[376.35557431 242.56674629],[360.62949215 228.5843886 ],[385.30175357 226.21015247],[399.66110203 194.86863981],[409.56894752 172.89810539],[417.58629272 155.85073233],[362.30234327 219.91612109],[366.16779411 181.91208035],[369.48769983 155.41121329],[368.87006744 132.71143521],[340.89040167 222.9462275 ],[342.67577916 192.14065214],[347.86426588 173.63993197],[348.36903016 156.49292492],[322.59985523 231.98451065],[332.07057842 214.62661213],[340.03230939 228.74223053],[341.43809696 243.05688575]
[338.27842983 295.14000614],[376.3221656  285.91677248],[386.71902878 259.55827355],[372.96151258 235.96971871],[355.5108859  222.36953208],[381.55015097 224.18178222],[395.96812131 192.51522493],[406.58253118 171.33707944],[414.98267649 154.21671016],[358.12913944 218.8227662 ],[361.7033657  181.52526758],[365.47072705 156.59327145],[364.89946232 134.01200351],[335.72562034 221.93016912],[335.88103833 190.40573353],[341.29383228 169.11180012],[342.24982359 148.43001876],[317.94471641 232.30843841],[328.24425741 214.10173682],[336.44852232 229.42600816],[337.61517707 243.47595362]
[338.06862886 291.56145205],[374.24761221 283.08339577],[384.4280348  254.87061812],[372.11135612 230.7930233 ],[355.44466684 217.19102728],[380.20065618 220.52330748],[394.72930706 188.57945132],[403.89336715 166.65154386],[411.45560778 147.80678062],[356.93795936 216.56480113],[362.39376504 178.96104622],[364.77193283 153.67523027],[362.75590651 129.36507089],[334.53181647 220.27631418],[332.0852985  186.64506573],[336.39810555 166.62188146],[336.09846914 146.45758088],[316.45483995 231.03385577],[324.16569787 211.25484373],[333.71273737 226.7514587 ],[335.90809706 241.42218207]
[341.30011147 288.26707396],[378.19227907 279.51912926],[389.28116399 253.12315432],[378.016445   229.93675324],[362.78382602 214.66500283],[383.54698672 214.49567364],[397.60738821 181.38661014],[406.60689633 159.81670504],[414.29555686 142.22881712],[359.44684634 211.00124775],[361.0952343  173.65281025],[362.80450658 146.57966945],[360.6548253  120.51734554],[336.60560963 216.34787602],[334.25754522 184.88971031],[339.77986926 172.04845013],[340.12495438 159.29733342],[317.42308228 227.61385317],[325.21690065 208.91329245],[335.84143477 221.58143726],[339.62608668 234.15008019]
[338.6627117  285.55638206],[378.41746134 269.20514195],[384.42156195 241.26323022],[370.19790235 218.70905595],[354.08980906 205.01156774],[378.45091507 207.99230398],[391.58543192 172.34217278],[401.38989446 150.88683639],[409.05066018 134.04811287],[354.02578575 205.50810848],[356.5884597  167.01315021],[357.61588724 142.79647789],[355.26247957 120.30254343],[330.84041668 210.3266545 ],[328.45400964 178.45438302],[331.29034473 156.49120991],[330.27588373 134.84287125],[312.63033459 222.68567725],[322.99736026 205.56017879],[332.50015066 222.54333059],[334.56955808 236.37388385]
[341.98211803 277.30308332],[380.1735178  266.69338456],[385.26657121 242.03990757],[369.48729982 221.76387394],[352.76188804 210.13216131],[380.38026015 205.10403343],[392.60230122 170.60439451],[402.00939321 148.49233571],[409.65000644 128.72865739],[356.68641451 201.83690262],[359.45766741 165.99348434],[360.94722101 140.28612934],[360.0565838 116.9527957],[332.97904198 206.00050459],[329.86816927 174.26881586],[330.2598142  149.65471487],[328.31886599 127.12570381],[314.47707094 218.60021012],[323.6751986  199.67990797],[332.76676081 216.57694032],[335.39067274 232.31869412]
[345.33848981 273.89175562],[382.68846106 264.0494456 ],[388.10755041 239.46489609],[373.83278342 218.22845197],[358.04372692 203.94547512],[385.87546526 205.12809834],[399.50888804 171.21083028],[408.5214957 147.8029678],[415.26201641 126.50911832],[362.47812231 200.73433064],[364.24682292 162.28743915],[365.85187742 135.42483588],[364.88864905 111.07217235],[338.38728353 203.73972135],[335.08364455 171.59188066],[336.9826165  150.68108384],[335.44013757 132.01520191],[319.28127729 214.25897192],[326.06991951 195.88464209],[334.07277919 212.00666385],[335.82537479 226.63771868]
[351.80519762 265.19987922],[387.26661657 257.77380505],[395.21423395 233.62482384],[382.8833279  212.77334504],[368.74721733 201.87541775],[391.46065523 196.70323117],[405.42935194 166.38825206],[416.13507132 144.06106278],[424.6255495  123.92639889],[368.31676531 192.56463108],[371.89315244 154.91753452],[373.26843811 129.97415408],[371.45632425 106.72244753],[346.42416115 197.06114239],[341.9762178  166.53768579],[341.4285822  145.34891882],[338.54550647 124.46416346],[327.55062201 208.68890411],[332.66391248 190.7847981 ],[338.13302667 206.63395446],[338.94645118 220.9666847 ]
[356.42246677 267.22717617],[392.07787347 256.77231763],[399.21905169 234.98437501],[385.45493332 215.17303107],[368.19483846 200.01288961],[395.53083318 192.75504497],[409.62557429 159.02011503],[420.22561424 136.54422981],[428.10147468 116.79351582],[371.90571229 187.74302303],[376.68378612 149.78965271],[380.53677146 124.4987035 ],[380.25447236 101.59073798],[348.92669173 191.02928135],[345.61594086 159.39621889],[345.94879779 134.61392142],[341.96328585 111.02380927],[330.84286219 204.09592054],[338.06488964 185.42899329],[346.20345856 204.42348322],[348.61802724 222.48795457]
[358.56911726 259.83271923],[394.3930091 250.2881926],[402.27815411 224.17218975],[387.32896672 200.00699785],[368.69655805 185.35593224],[399.94670649 189.05145361],[414.74156228 156.11305014],[425.88887936 134.82848299],[434.55660588 114.06413736],[377.07157125 183.7240304 ],[380.86269334 147.73948908],[385.03990553 122.52895876],[386.04150779  98.31502876],[353.11240654 186.60979583],[348.45700383 154.233274  ],[347.54211032 127.91155065],[343.18195571 102.37991876],[334.3255012  199.59874128],[340.55860954 179.20906223],[348.2115367  199.80027384],[349.78373015 218.97640736]
[359.39717219 256.82323704],[395.48995399 248.81876242],[402.08898836 223.75037726],[387.55578385 201.80733765],[369.55073826 187.70558156],[399.94626426 186.58024889],[413.07676908 152.90848507],[423.68334842 131.33497788],[431.53825016 112.16915328],[376.23590483 182.1147819 ],[378.23472547 143.03935354],[381.72331798 116.82689825],[382.23601018  94.13496163],[352.12957423 186.09470994],[347.91168165 152.86386536],[347.45940234 125.81600479],[344.62345373 100.86225168],[332.65165226 198.65902436],[339.24368739 178.18429097],[346.22801589 197.55592936],[348.00664931 215.6224312 ]
[357.59524425 258.27637122],[397.20030383 244.78039923],[402.32994207 219.80847859],[387.88621922 199.05815303],[370.26646025 181.71840319],[398.86754698 185.44368935],[412.32443387 150.36303427],[423.37056002 128.28285279],[431.47507627 110.91268171],[375.08351933 181.35696593],[378.0688227  141.82813348],[381.86293088 115.19360376],[381.56577485  92.86579058],[352.05014349 184.78286478],[348.61719904 151.4424656 ],[349.07207281 123.36650053],[346.4592997   98.39976177],[333.57865725 195.3401376 ],[342.18902581 175.68115085],[349.73938084 194.22840491],[351.03953616 211.75913085]
[366.62118186 250.11255746],[401.63588622 240.92302578],[406.10536374 217.38756212],[392.3261345  196.95477155],[374.30948588 178.92092537],[406.77024149 181.78828683],[420.54270376 149.3797025 ],[430.50167965 127.11475304],[437.66458979 109.13966442],[383.3083155  177.54977574],[385.91609263 139.05131461],[389.37610071 113.53715135],[389.1510139   91.92374998],[359.82422621 180.54034534],[354.55365332 148.06156079],[353.21886889 121.24068402],[349.49425214  97.43879118],[339.61854571 191.34938105],[345.87005044 171.80126206],[353.18355914 188.55320409],[355.28704788 205.05339567]
[379.66768448 246.20991593],[415.88668087 239.79922116],[423.66596113 218.25880307],[412.86214258 202.70160344],[397.67868946 188.50879673],[420.93671486 177.9609958 ],[437.07765717 148.40415216],[448.69699303 126.25198777],[458.13830835 107.7792053 ],[398.17684146 172.97847926],[403.03952146 136.29460612],[407.65861142 110.64962996],[407.59304669  87.83697646],[375.10398998 175.73210107],[373.01998426 143.3639161 ],[374.03659805 119.50761532],[371.22849672  98.3316518 ],[355.4589685  185.25103883],[364.56360508 166.79904958],[370.97856286 182.85447238],[371.12851703 198.01690344]
[388.25855105 246.13148803],[429.550079   232.89162226],[435.96531151 207.92201911],[423.20947787 183.69231796],[406.94953272 164.5180116 ],[435.90884269 173.34596495],[452.53853479 142.63041589],[464.13085715 121.93467926],[473.34367815 103.63870344],[411.57607391 167.25178231],[416.45056331 130.57824702],[421.17454598 104.68768547],[421.21415843  81.94184682],[387.25207097 168.82280162],[386.74908793 131.90267116],[387.92110216 103.71361468],[386.48770319  80.44120782],[367.49101529 180.13474377],[380.9134423  155.79667924],[390.7258543  168.86728075],[393.71082107 183.55930297]
[409.36237767 237.9233622 ],[450.6401296  231.50557446],[463.4594518 208.2029496],[454.45277132 184.21516004],[439.94088448 167.53651622],[461.68087778 169.38910808],[476.36628672 140.03021555],[487.46444323 118.23096742],[498.10053808  98.16467324],[437.82606581 161.90537329],[442.54808787 125.34181368],[448.26320833  99.92642702],[452.41524521  76.93557703],[412.33819714 161.40090646],[413.57634503 126.21732841],[413.9080744   97.90177537],[413.53858263  73.30140416],[390.74716308 172.55330286],[404.24533131 152.93058964],[410.77053648 168.57596517],[412.5791358  184.78295173]
[425.21374375 233.61879539],[466.53605379 225.31692857],[479.47723154 202.4080772 ],[469.10129754 179.98759911],[453.50426704 165.71317014],[477.76135798 162.76695324],[495.33523494 132.38274324],[507.2399569  111.89290817],[516.85162429  93.4697364 ],[453.56530523 154.61805868],[462.8731518  118.21246451],[467.86349399  94.63591376],[469.41017779  72.6439765 ],[429.01386168 154.75371519],[432.45041175 120.44637787],[432.41161604  96.06318478],[429.59227028  72.67328649],[407.3091063  165.33896042],[419.48395168 147.15385825],[425.29878907 167.81585634],[426.10101999 187.60092089]
[437.80042214 228.2730632 ],[477.91248084 224.70773152],[493.56870969 200.85290281],[488.16583327 176.02112319],[476.75237449 157.07668153],[493.98099134 159.70353332],[512.08342882 132.22456728],[524.96646446 112.80760121],[535.50192129  95.28342319],[470.21265821 149.68361687],[479.87046174 115.67708929],[485.38925426  91.6604202 ],[487.40429964  69.21518656],[444.84269573 149.05323525],[450.47438454 116.58208962],[450.58029134  90.90081579],[448.7936009   65.18956882],[422.29376425 160.33283816],[435.78637703 143.89542768],[441.23137562 163.72806496],[442.60394609 182.6535346 ]
[452.15794879 229.77161461],[493.51682816 223.67244271],[510.54452363 198.50756459],[506.34530299 172.7913151 ],[494.07965331 154.71979419],[506.56091918 161.6953509 ],[522.52740578 134.20867386],[533.97851234 114.11679801],[545.02007637  94.94067952],[482.91467272 152.06318736],[490.06052574 116.43839231],[495.80457313  92.29404461],[499.51691936  68.66850129],[458.32797404 151.77616531],[463.47272627 119.14585777],[465.15910633  92.0194306 ],[467.26549887  65.05148385],[436.73948592 162.53263428],[454.29117227 147.39271961],[459.63332878 166.980335  ],[460.4821383  183.57762158]
[445.24950013 228.38159544],[487.30943765 223.67741744],[505.80883131 199.7467731 ],[502.66641296 177.79222569],[489.23739589 163.14208626],[501.7930149  159.06499042],[517.7548371  130.59053561],[528.69822716 111.86331832],[538.13862545  95.1776058 ],[478.61761086 149.15823454],[486.63252104 114.68844423],[492.42599676  91.24943482],[495.75169917  69.02333623],[453.6564151  149.12092866],[459.36547973 117.26616816],[461.43610031  91.86634356],[462.94964266  66.39779305],[431.36274082 160.91841269],[446.75042923 147.30501143],[453.35059727 167.50141929],[455.58419354 184.43782545]
[432.26710056 231.05061651],[474.96730176 222.24408325],[491.39383557 195.27550233],[483.70638156 169.10231634],[468.67340774 151.60112547],[487.2570761 158.6814422],[501.82722739 129.25221039],[512.94541438 110.698279  ],[523.34134035  92.54964722],[464.22194234 150.00796357],[472.40058195 116.3370619 ],[477.32101752  93.268247  ],[479.53999926  69.86123708],[439.41542734 149.58679675],[442.78742202 117.19469611],[443.87808937  91.02473186],[443.21176054  64.44645515],[418.43059016 161.19048263],[434.07287531 146.21552033],[441.29940647 166.89029485],[443.1447354  184.80146424]
[406.26984427 228.11724348],[447.74836357 222.59200806],[461.86260648 201.86550861],[452.32784222 181.84069002],[435.6606039  168.39065019],[456.10553126 164.02303573],[471.31730122 133.43269197],[483.32865248 113.83885812],[493.10570995  94.73212802],[432.18264798 154.7480226 ],[439.03619256 118.9670387 ],[445.29279032  94.40709963],[447.86368228  71.45481244],[408.04757373 154.09648942],[410.13478753 121.68203744],[411.21658862  94.37166078],[410.5355015   69.33945561],[387.01585261 164.6660575 ],[397.24563865 147.85535585],[401.06625134 165.8267367 ],[400.98417508 181.79520218]
[385.54283879 233.92076855],[426.17404262 223.12093216],[434.07643043 198.71456522],[424.41908182 177.30854911],[412.36585228 161.62022407],[433.6918043  164.30469327],[450.72076259 136.55464594],[460.60910561 115.25083331],[470.01897662  94.99874619],[409.23024957 158.09119508],[415.04740802 124.79751601],[420.285273   100.32628341],[423.36583283  76.8295518 ],[384.64546144 158.42419287],[385.87279355 124.24150944],[386.26727733  95.75091505],[385.59187004  70.86524114],[364.4340829 168.348952 ],[376.44931365 146.04447875],[382.96184446 158.16995087],[385.27126933 170.34722393]
