[271.47813946 365.71398752],[308.88148984 348.61427143],[312.80307777 325.39998193],[304.46010668 305.18657914],[291.10669805 283.56650023],[326.1189805  293.60286246],[348.75213198 254.91769903],[364.99189828 231.46462072],[377.71386174 218.62595253],[300.4104968  288.95345262],[305.80770097 258.15655918],[302.81545161 269.42413797],[300.31648471 286.88188923],[273.06157017 289.0714625 ],[277.73984271 259.34619726],[278.14008021 272.21249222],[279.76947614 290.10276349],[249.7979893 291.1428502],[241.86501907 261.20176497],[233.91238987 241.827192  ],[227.7855201  226.94884222]
[266.74130078 357.29300998],[305.25658988 339.22533092],[313.12000686 311.60185863],[315.27626551 285.11222713],[311.96521591 263.07361644],[313.14002339 288.36152657],[330.24406136 248.03043673],[345.72985309 224.67372261],[359.90560902 208.23977704],[288.46679805 283.52719255],[297.99397484 251.7300156 ],[297.10139115 267.60500577],[294.19077039 285.58407717],[265.21408251 283.46845364],[275.27094628 252.20080897],[276.71323908 265.00534508],[275.44311897 281.13429345],[245.48784171 285.61422898],[246.39099687 252.80214332],[245.66884116 232.6302039 ],[241.10684692 216.10253033]
[277.41001589 343.366725  ],[316.18424884 333.5795923 ],[326.09828608 309.94201247],[327.16442663 285.57331193],[318.1886891  261.09429459],[328.01679088 275.76243497],[343.6757114  237.08088984],[355.87850492 212.92228078],[364.76355002 194.25358184],[302.50728042 272.79645433],[306.23102898 246.89213042],[304.86374866 270.11884683],[298.65326552 288.24457641],[279.04224714 272.85775756],[283.81748256 246.77344403],[282.70733708 267.37948484],[279.92181277 284.89491019],[258.86670355 272.13003503],[260.42604718 236.39692497],[261.40722789 216.77751797],[259.58185958 199.59637755]
[296.17117292 338.46050871],[333.4863429  327.32661654],[342.42598866 299.81761512],[339.96322341 272.56147332],[329.79224692 248.73865265],[346.75025137 268.32484169],[365.79841715 228.01992194],[380.61514301 206.14634042],[388.93264779 191.62647805],[321.99514003 265.70209515],[329.05247918 238.41970238],[326.28861146 259.20590245],[319.70706069 278.2902579 ],[296.83605277 265.9328318 ],[304.53036135 238.82748857],[306.25509951 256.32491251],[304.87323916 273.62879924],[276.12533868 266.3688706 ],[275.22926507 234.30187229],[275.66315184 215.02781458],[273.9589982  199.96300925]
[314.91744098 333.40054713],[352.97358115 324.65836674],[362.7987177  297.81265512],[359.01656581 271.50736864],[347.85102963 251.2827987 ],[367.78810315 262.10370209],[387.84716274 225.1063007 ],[400.55866862 203.0164588 ],[408.03102162 186.73609826],[340.92544586 257.26352346],[348.29015237 233.22374875],[347.9084574  255.57959581],[344.27638871 275.79807287],[314.87639512 257.96312038],[323.38256611 234.57885918],[324.9618442  256.41604275],[323.72931409 276.18374694],[294.22399818 259.21914817],[291.27498255 227.16507812],[289.89215501 208.63458377],[287.04305995 192.76624339]
[328.1234763  335.11982925],[364.71510256 331.20046746],[376.32183549 305.00282348],[373.16524052 279.63486047],[361.14058553 258.72068381],[385.2990989  259.26528652],[407.50791843 220.84082261],[419.50311768 197.3529899 ],[426.07854673 180.21382641],[356.82888922 255.34713   ],[367.32613131 231.81645804],[365.83486177 252.37449363],[361.87231697 270.68536292],[328.07221064 255.42300595],[338.27262641 229.27889047],[338.83930405 248.18970635],[338.28732339 266.57944138],[305.02076924 256.43787383],[301.06420414 220.13731488],[298.67096764 200.02587421],[296.80675986 183.40651287]
[339.09750625 332.44508765],[378.8722574  329.55374823],[390.9576295  304.06328645],[384.16013885 274.65838364],[363.52775576 254.5669287 ],[400.57565194 260.27927948],[420.9712457  221.59771308],[436.82782507 200.71286131],[452.0814545  186.87475796],[375.59969034 251.88875399],[380.57987978 234.13439085],[376.76389637 255.10399382],[374.16663874 269.63095403],[346.75447489 250.74646806],[350.75408729 232.44438478],[349.56408905 252.93914337],[350.52005246 270.75623199],[321.51962116 252.27326172],[317.43213285 221.15260885],[314.10252357 206.05477678],[313.37548499 190.27196816]
[341.59995592 338.64838212],[383.92807397 335.38412394],[397.3454593  307.73048286],[397.21548127 282.769756  ],[385.48817198 261.40186075],[403.62800959 259.2672817 ],[429.33030597 219.26324033],[444.22284434 197.06913373],[453.02042828 180.90957203],[373.95029767 254.22376934],[387.58230893 232.20544285],[382.20450924 259.41512604],[373.8914411  279.03058902],[345.59148611 254.01641837],[358.57324533 231.73865576],[357.3270005  257.63104412],[354.26710706 276.88205253],[322.07628565 254.62952042],[322.29003065 217.09289654],[321.2320649  194.81585541],[318.11439768 174.57695525]
[346.20980883 332.02820731],[385.32981557 331.15257474],[399.52826931 304.64953142],[396.46471463 279.81341763],[382.66796149 259.88644146],[411.72154808 253.74846436],[439.68278322 214.41195292],[458.29285115 191.91609863],[471.48429805 175.44085903],[383.5521416 246.7339841],[393.57544821 223.52920447],[386.9186688 244.1579958],[381.97467628 262.43865561],[353.58697939 245.18499658],[361.29634971 222.09462097],[358.68423355 245.18724159],[359.15329172 264.86228491],[329.40519397 244.39037169],[325.5651301  208.13079082],[322.17672116 186.95160935],[321.77136636 167.22205618]
[350.91787124 315.21910522],[386.9991354  320.71716649],[402.37382955 298.30849973],[395.74923204 273.52362425],[373.14968081 249.44902321],[422.95754224 240.14907238],[446.04358288 205.27831503],[462.70122769 184.10723798],[479.03631835 169.25953179],[393.87137725 229.21257892],[400.33846647 222.39096821],[389.76523661 246.99537109],[386.42820128 262.54848227],[363.38204823 226.91378702],[367.11228666 218.07549409],[361.05806037 243.66998781],[362.02544156 263.86595809],[337.24438961 228.45043309],[336.25983833 196.00778578],[333.21342938 178.54394331],[334.63405416 162.01372476]
[348.9783043  317.63904567],[386.02659987 321.78111656],[405.20539791 298.0086875 ],[402.53012034 270.92115779],[379.70854889 248.11965249],[422.48383876 237.35474914],[448.91840344 199.06312903],[467.83896712 176.62089614],[485.00655705 162.85091121],[395.08178339 228.30084343],[403.05048412 219.42284532],[395.97408366 241.43020137],[393.2475018  257.13091373],[364.62323204 226.22393223],[369.22673574 215.41909228],[364.13703433 238.77258254],[364.10156999 258.98385217],[338.11930913 226.75584707],[338.90279515 192.83246476],[336.28035003 171.81707012],[337.11423521 151.86818516]
[348.86807402 317.51349093],[391.15995779 317.89564622],[406.91665323 292.58544178],[399.06275118 265.8161874 ],[373.24593912 241.49284197],[425.66600738 233.66959445],[452.89193874 198.26751839],[472.15043105 176.29270387],[487.65474253 161.73295024],[396.41995919 225.30122431],[403.60983825 215.48390086],[395.53766687 242.04373376],[391.49934282 259.41651796],[363.60798001 223.65992183],[369.65243379 212.42982883],[364.42715969 240.2890183 ],[364.08215357 261.27569664],[334.96378977 224.98571646],[333.86249628 188.34362588],[332.05419789 168.97510152],[334.40363038 149.83929872]
[347.44288651 309.22863688],[380.53962893 313.93355593],[400.053172   287.73252504],[395.92021525 264.5008527 ],[369.71370601 240.456549  ],[423.16983157 230.30692813],[450.60058374 192.12952784],[469.64651978 169.12507269],[486.71929491 153.48546654],[394.24769002 221.62154898],[404.07207658 214.41732901],[395.64727918 237.52783071],[392.39103562 252.7859468 ],[362.57313013 219.25242785],[371.23445362 209.51356026],[365.73482175 235.57670095],[364.12459912 256.98143145],[335.43069713 221.01396045],[336.54835755 187.15655913],[334.38610195 168.39644937],[336.45944926 150.90515569]
[342.72620528 303.46299633],[384.37292005 306.85851564],[403.39941591 284.59606967],[398.08829167 259.91675293],[375.93068471 236.63574693],[421.07205579 227.87165143],[448.02274634 191.4995308 ],[467.18594333 168.63940329],[485.37301319 151.38593943],[391.63545253 218.17856583],[396.39379058 211.08160087],[385.52021165 237.17324639],[381.83069383 250.86781894],[360.05445577 216.40107499],[365.0238856  210.22203851],[359.4828211  238.38374318],[360.35473162 256.20840717],[333.23010068 217.90957379],[333.11525911 183.68638047],[331.61374664 162.13574787],[333.93368329 140.83997981]
[346.54330186 291.28885808],[382.59097074 301.0899559 ],[405.01275874 283.09519714],[398.84284883 260.55599016],[371.43606048 236.27457656],[424.5919186  219.12618633],[448.9330455  186.32410743],[468.72485865 165.43302432],[490.35285576 147.77572642],[395.00669584 207.54936125],[398.41397144 209.69307125],[388.38529203 238.77412404],[386.81959721 251.87075998],[362.89478146 206.10778441],[367.28971502 207.66848907],[362.2483962  238.99412393],[363.39364646 257.90322745],[333.50515828 210.4389522 ],[336.88524658 180.21586275],[334.46370618 165.32312939],[335.27027973 150.27027977]
[348.67341805 277.66271477],[384.73339145 291.43754221],[405.11600358 276.83367429],[400.38084256 257.70573717],[377.19428072 234.45079891],[423.92604725 211.42070234],[449.42945648 179.25661601],[468.84046345 158.46604519],[488.35859012 141.09487574],[395.03836794 201.47451927],[396.42931196 201.24104752],[385.66297246 228.00672542],[384.64220128 237.89475874],[362.9251787  199.61078637],[366.29483012 199.78944418],[360.91862179 230.63229646],[363.87278106 247.69083485],[334.43367455 201.7046957 ],[335.15787465 171.97693742],[330.20856165 157.33329882],[330.05594301 142.02527798]
[347.49361327 274.96450561],[384.54691086 281.75253435],[403.28051943 261.61945605],[391.96538831 240.11573344],[359.61979849 216.83096986],[420.53148408 200.69660674],[447.21942852 168.36317686],[467.20480435 148.75328521],[486.04985915 132.2526088 ],[393.32239958 192.08085039],[400.23971492 196.31117046],[392.60458872 221.82156886],[391.84594804 231.46643618],[361.98298063 190.98975735],[365.99343395 194.05675982],[362.05064462 221.82965519],[363.28022369 238.63838751],[333.88280312 195.66235246],[334.6553331 168.4920849],[332.31708665 151.79348415],[335.02772143 134.29567203]
[338.28738061 277.16735978],[377.82079419 280.9167544 ],[394.45834852 257.41677935],[384.43061821 235.45854084],[359.71396174 216.0349093 ],[413.51807666 198.73397932],[442.78781286 161.06861591],[463.58271781 136.84904818],[481.13879911 119.70532697],[384.67969628 192.98073143],[388.86013519 183.08289063],[379.12646507 209.7967173 ],[377.73827007 224.82601949],[353.05096511 192.38573041],[354.05661169 185.2049816 ],[348.34945921 214.29039064],[350.16405071 234.69008531],[326.32387502 192.4370326 ],[323.16929795 156.07522376],[319.27614052 137.73079183],[321.2843795  121.02699775]
[329.31727191 266.79295141],[365.97486499 274.68200195],[381.82392371 251.89234057],[371.48376122 228.69096814],[347.49753405 207.54776996],[399.36745088 194.98392583],[425.07302232 162.39733279],[441.85350554 140.73170248],[456.67770291 123.48547604],[372.76585457 187.27234961],[374.98905766 181.46327844],[367.56806877 207.33943957],[368.56581366 220.8108168 ],[341.52292661 186.07599836],[341.58778021 181.79629181],[339.58726645 212.52322795],[342.65793702 234.23501722],[315.32170266 189.52285746],[314.50649508 162.43123847],[311.93478974 149.41269612],[313.62465657 137.35693899]
[320.16837781 259.94992834],[357.88105734 267.42131644],[378.48059095 246.46280883],[374.88027376 225.50461793],[354.42007359 200.65988616],[389.32446926 194.35559678],[412.41611393 167.46180386],[426.54779515 150.93258817],[436.87487149 138.44886382],[360.41880919 183.81610892],[372.85989527 173.64661309],[368.03119817 198.17775615],[364.45642196 211.7790111 ],[330.69501888 180.77785657],[342.29572373 174.78161667],[341.44343425 202.35155962],[340.78944611 221.12940201],[305.7884118  184.12128195],[309.3598124  157.37124322],[305.46985733 142.46605846],[304.33266329 126.30358759]
[318.57072987 243.81839927],[355.26729279 250.4417678 ],[369.65997489 223.28263507],[363.31398031 198.14311637],[343.43271053 172.611237  ],[386.67454351 176.4779315 ],[410.97832701 144.9709198 ],[426.32962615 123.1959754 ],[439.95107999 104.13171255],[356.10930335 169.47921782],[364.88038763 161.07206638],[360.06405399 186.52894047],[359.85472223 201.8650771 ],[326.06610158 167.06529972],[331.61177568 163.67343581],[330.49938601 193.12969948],[331.57394146 212.60823191],[300.51225775 168.6595087 ],[301.48408728 145.43980132],[301.08856137 130.47404151],[303.77989789 114.1402688 ]
[322.29707507 240.89910774],[361.27718924 248.46133934],[375.85826163 223.07632256],[373.59131659 199.51030703],[361.20056612 176.64996386],[389.17019728 179.6726894 ],[413.77951615 139.31613847],[434.06228024 114.58105824],[450.32917212  97.04409189],[359.06655919 171.3508465 ],[367.84804583 150.52948322],[358.92187213 172.40459464],[353.73137728 189.5918783 ],[329.61143042 165.94190312],[338.50071846 150.37998505],[335.0784225  177.52707387],[334.84956848 199.63209285],[306.16401074 160.34016289],[304.67667912 126.68727927],[302.30024607 108.52277856],[303.2450847   91.38889608]
[332.56201326 242.14574208],[376.94887272 242.80025924],[389.90115972 215.09702869],[383.38377295 191.31761094],[366.53349691 167.70397254],[404.68310497 173.62888712],[430.68119832 135.23129216],[450.03253389 109.12753206],[467.0781694   89.32298097],[373.30994114 164.59180608],[380.92345649 152.88356886],[373.25600053 177.95365315],[372.33134201 194.15656532],[342.18363588 159.82143398],[348.44331387 153.26363052],[344.82872047 183.74385384],[346.2866479  205.44428616],[316.96493322 155.6703592 ],[314.7881924  121.85920507],[314.34664332 104.76233241],[317.44263709  87.79761808]
[355.08106119 243.05312067],[400.86459234 248.58595466],[413.48777877 230.78174651],[406.17154138 211.28701574],[386.35995819 191.20656887],[421.13034108 178.97098709],[445.56523183 156.27642811],[447.92674076 153.36080749],[448.99111761 148.3551201 ],[392.52211187 166.1329876 ],[412.03188922 156.19919134],[403.28571549 184.29358799],[396.10561194 195.69820552],[363.27883066 159.83934373],[379.285599   152.58538219],[375.90103552 179.59033289],[371.00289697 193.96710561],[337.90718237 156.96242159],[341.53396904 124.85138237],[336.52734926 113.53343719],[330.86116774 100.55251807]
[384.77176754 229.54665577],[424.968888   240.07200804],[446.11054338 230.01705254],[435.85245183 214.42591061],[405.84327216 194.86144047],[462.77649157 163.66779167],[482.10630026 144.94620041],[490.869196   136.29019964],[498.09237873 127.62146754],[431.48015362 153.91800814],[438.26212885 161.24621694],[431.24112663 185.11757708],[428.8625225  195.92664181],[397.3952565  151.76686569],[399.74084091 162.55329283],[397.74432222 192.12126333],[398.1531721  209.08476091],[366.00268181 155.63188709],[371.47318993 133.40679696],[372.99138866 117.87662806],[374.77042027 102.31197381]
[394.41592928 237.63636041],[433.63336771 249.41286267],[455.00008821 238.38019358],[447.8807799  221.03579473],[423.80773432 199.77162121],[476.38804664 173.12095652],[497.1330477  155.33962048],[502.43411899 149.89948785],[506.78197781 146.27781372],[446.25072811 161.13091716],[458.20299756 156.80534315],[448.51644689 182.09718894],[440.89086441 198.30454716],[413.10265942 156.9147272 ],[421.7541038  155.60955305],[417.37486353 185.75469024],[413.66301839 206.92974662],[382.3527365  158.55134671],[388.67219371 130.91399679],[388.94362183 116.46942884],[389.27712246 104.62127276]
[411.74515281 233.56149128],[453.12034994 242.87550065],[477.82904042 235.30793042],[472.22719415 220.77798592],[445.09074053 198.38335394],[493.68405765 167.11643526],[519.19787077 154.94902453],[520.35504293 152.65616794],[518.13524797 148.69689627],[462.42564701 156.3008653 ],[475.74994202 162.06259363],[465.54701071 187.51477582],[458.50108002 199.7723955 ],[429.50579587 151.8588327 ],[438.88658038 161.51723581],[436.26742776 190.36324933],[432.75681724 206.52353283],[398.89879006 153.48069102],[407.73128611 130.23113782],[410.95920518 113.44974225],[413.26638521  97.56068774]
[426.18131492 237.14223229],[467.23660334 250.60145324],[506.91497405 232.12722467],[515.50658002 200.81677139],[500.83181861 177.51441056],[529.29420149 164.38283648],[561.09727776 121.75318991],[584.23999404  99.55194092],[602.92846466  81.42257889],[500.94428524 152.55563734],[509.52958626 155.65969834],[488.50664364 186.97892156],[482.17087304 189.67003471],[468.76004788 149.19128715],[471.65362551 163.42885302],[458.03383835 204.36249785],[458.53205064 219.63648286],[439.49608275 149.88738419],[437.84226636 131.88917572],[435.5562582  118.65944461],[441.01047825  95.80519021]
[435.735835   248.75520114],[479.63212383 256.0207599 ],[519.64084366 228.04254643],[534.4599571  194.13551832],[520.67273642 171.78973881],[536.28754433 160.03171932],[574.75719936 114.53664397],[597.9444812   89.83054212],[614.12840229  69.52512442],[511.37287728 155.88724692],[529.39230571 136.71607814],[515.92709084 175.10829722],[508.65040426 191.31920296],[479.42022841 152.96272003],[491.10179455 143.12250574],[482.78681993 191.35477788],[480.43395441 217.08772866],[451.64109308 151.51287997],[451.10502996 117.9250907 ],[454.54391052  99.80477992],[463.07699412  74.76698985]
[424.44822636 242.89259989],[472.44572735 255.42113622],[511.55191029 224.6743696 ],[519.32189417 189.0407444 ],[495.38683347 167.80885802],[530.16705064 163.25310413],[567.23950505 123.34666055],[591.69758303  97.03252492],[610.11494363  72.67582065],[499.40657971 154.76322174],[517.46961294 141.97757694],[507.78352537 173.93191612],[503.17416195 183.25148264],[465.61880578 151.33464902],[477.56259141 145.22241571],[467.46969772 188.26908833],[464.62697301 210.63542081],[436.14806705 149.15281085],[439.69960708 119.97579972],[438.83584905 107.15273085],[443.12675885  85.92123987]
[397.80560081 231.64048712],[441.20600345 244.69144069],[469.90175115 230.55057764],[461.75083888 212.96305241],[429.45890132 197.90680816],[475.76670837 172.91391775],[503.51213692 148.29408375],[517.70607982 134.65075816],[525.75635654 122.7362916 ],[448.0354554  159.02247276],[467.47778485 149.85848761],[457.62988258 177.42062794],[449.16353817 193.26396858],[417.27565743 153.95496779],[431.51575733 147.11465468],[425.25834754 177.83998129],[418.44113166 197.47669179],[389.33792644 156.09774013],[402.06904261 134.44924371],[402.18715303 133.1522748 ],[400.23574109 132.0365241 ]
[360.20616549 234.83950945],[403.34683493 243.80352246],[419.16945244 225.97335614],[409.90026627 205.53013579],[381.68064417 182.9210083 ],[432.58373611 167.0464111 ],[455.78736118 152.21702636],[456.03262368 147.01473252],[454.6857719  136.36899725],[401.69136886 153.49539175],[415.88284892 155.94451811],[403.97161237 183.38531732],[392.94386268 189.92742913],[371.17427312 148.85095046],[382.12488157 150.22826403],[378.22300963 173.95285392],[372.99600028 185.11759518],[343.77678837 148.45812369],[346.15530483 117.30173278],[344.61805093 101.88907853],[343.00837947  85.36088498]
[327.03613068 236.52574257],[371.18903113 240.82720679],[384.31226541 218.7228235 ],[377.57701679 193.7878178 ],[358.16073475 168.62636105],[393.07578073 167.30584158],[416.38059759 143.97336533],[419.21793806 138.93203269],[421.05100841 136.58946018],[363.99776926 154.34891266],[384.44252845 142.32743053],[377.08929095 167.77844037],[370.83379607 181.70155103],[333.92025483 149.60147748],[353.01532784 136.39419805],[350.58079218 160.97917106],[346.58173449 179.00639621],[308.92524501 148.63747759],[312.64460246 115.25430858],[310.23736896  98.4816963 ],[309.29697666  83.59439008]
[301.14445501 231.76373837],[343.07894982 233.02274449],[356.45009806 202.85963489],[350.80169182 176.86842994],[331.82081281 154.43798611],[373.14302124 161.11199512],[397.03893703 116.25758393],[414.9484823   89.55616897],[431.59274028  69.13011286],[339.90228757 149.58158332],[349.37025108 131.56933766],[341.31169728 161.0220082 ],[338.50595306 181.65109387],[307.6313296  144.95082671],[317.27731376 130.1614278 ],[313.78800231 162.48149666],[313.66040848 187.53108663],[281.7323726  142.31281099],[284.12333526 107.4535443 ],[281.74804412  92.49710916],[281.41118786  78.47837212]
[277.85176305 238.04628906],[322.85490769 225.34045716],[337.47589091 197.87674016],[338.15919648 168.70160096],[327.89494967 139.50955911],[337.77032291 155.32757445],[360.29025821 113.1954728 ],[374.72220108  83.17091953],[386.78916158  58.0001471 ],[306.96079169 152.15219819],[308.91376263 130.89724866],[302.13301161 169.01354399],[298.49695227 196.82040344],[278.88788503 151.40022109],[281.87623399 130.74774361],[280.23531002 165.26706011],[282.47721859 192.4594882 ],[256.95372636 151.62654917],[253.38629151 111.59543191],[252.0541683   96.53023388],[253.90421096  88.0988142 ]
[260.04380647 242.89023588],[303.5931212  230.82259065],[312.33597715 202.53599289],[312.81696246 174.71049081],[304.74867309 144.26978959],[317.39978799 160.60045139],[336.72473308 119.06432385],[350.81206221  90.05636243],[360.51910596  67.58669156],[286.92551471 158.42618542],[293.27586899 133.41608929],[287.41803953 165.1195971 ],[280.96755444 190.77304618],[258.34686775 157.5101238 ],[264.45630173 131.35714417],[264.20853773 161.59336047],[264.98147878 188.55495869],[235.04996324 156.51709729],[231.17815831 118.36715161],[230.20923068 106.00750045],[230.49845985 100.84771914]
[247.86184739 249.80634471],[289.64240659 238.93822349],[295.27924734 213.15268821],[293.67936509 186.51801912],[281.74029524 160.60435305],[298.4868155  171.82889227],[317.31594227 127.50094874],[329.50822873  99.03108459],[338.02271887  77.89303315],[270.56586073 168.77165394],[272.75142333 141.99877334],[265.76828894 173.8112213 ],[258.15452336 199.7383275 ],[244.38636819 169.43488255],[247.29360737 142.4787314 ],[246.07292729 171.47793726],[246.9127423  196.86700499],[222.69701744 170.3765005 ],[217.11917061 132.89890302],[211.13411821 118.13297161],[207.63598265 108.94755904]
[240.19870767 257.52171282],[274.61441222 247.66484126],[277.64315638 216.6115094 ],[271.90069498 187.23443716],[254.79471397 161.78749636],[286.6193053  172.38096979],[302.55227944 130.85891953],[313.38800042 104.08398066],[319.61603114  82.99980449],[259.35945405 172.38797125],[258.57774686 147.95990541],[256.59719532 176.24460174],[255.00735355 198.90413714],[233.44676799 175.97794545],[233.46131057 153.43040009],[236.15051755 179.13943069],[239.57605284 200.52288833],[211.54088674 178.8521073 ],[202.04814968 142.29774131],[194.3568934 124.0300732],[186.99544015 109.60661818]
[232.55245528 269.46055238],[266.03623625 249.11324735],[269.09813048 218.30207648],[262.05321115 189.68686154],[244.98246708 163.14367006],[274.55001257 184.98067918],[290.3488242  139.14807996],[300.99090125 108.44163316],[305.68185309  84.93643297],[246.51569051 184.03616765],[245.05809089 151.66117752],[245.75811905 180.50466729],[243.98266778 206.20143776],[220.48689859 185.75672606],[221.38072997 153.86935895],[223.85454002 176.71457047],[225.50090389 198.63328922],[198.96585942 188.83509444],[191.66594711 150.24068972],[185.40106502 129.31004606],[177.25405624 112.24867761]
[229.23015779 270.53264055],[259.78940099 257.30431228],[260.12962924 229.0408376 ],[249.03134371 200.23346821],[227.59573988 171.11266634],[276.88337923 179.87551252],[288.90360125 138.21162678],[297.11972273 107.14143776],[300.83714592  81.75992173],[248.81109636 181.17958115],[240.14743993 157.17365206],[237.48515091 184.75802137],[237.07014902 208.66294393],[221.86455341 185.60450293],[215.54502343 163.45287125],[217.00135033 190.29358225],[219.94265668 214.16085573],[199.71953209 189.70493411],[191.67273295 152.97727068],[183.34657624 129.39246147],[173.19779678 108.27312518]
[221.60600502 272.88497824],[256.09717447 262.32963054],[260.26205918 235.09725069],[254.75811933 205.60214296],[237.34820215 175.93383971],[272.41589741 182.76562841],[289.1213328  140.23728319],[299.43818408 112.40310884],[305.38678865  91.14170453],[244.51938995 182.88459628],[244.65455712 159.01909722],[239.00945037 184.70825942],[236.1062136  208.93240341],[218.36202555 186.2923848 ],[217.88066305 165.62596074],[216.88021903 189.99425181],[218.89650692 212.57176514],[196.58909134 189.3263075 ],[189.31866291 152.8168091 ],[181.10338845 130.72521237],[173.84775328 113.62659854]
[226.99486883 283.13792803],[257.34631471 275.0411544 ],[262.10869659 246.30597327],[254.51944417 216.46508534],[233.82459508 184.38277681],[282.47553516 194.05117694],[293.97544564 152.88621614],[301.79399842 123.07445986],[305.01339526  99.237045  ],[253.77038259 191.79907653],[247.91033215 165.42557958],[243.49553871 188.79945552],[241.48089866 213.25176871],[224.79095102 193.46416218],[218.58516902 170.70611396],[215.70772036 196.35226938],[215.69039371 222.28579845],[200.61910726 196.55667879],[194.20006168 158.77981406],[189.03293262 137.64177625],[182.62328633 119.93499568]
[224.83239299 294.56647678],[267.32051988 276.30480213],[273.59387313 241.27739333],[267.72049392 208.60191433],[258.71085294 177.04461211],[264.32877532 210.4159121 ],[279.66339022 162.50406163],[291.45542565 135.75159587],[300.74181167 119.8295202 ],[236.33445081 206.63786656],[240.86312898 168.97463964],[240.62971804 193.09977316],[239.97648875 220.39655508],[211.57244834 204.67119947],[216.04761253 163.3802419 ],[217.45374644 173.46080765],[218.80685883 189.90022915],[191.45014355 203.60340317],[187.78074803 168.49664119],[186.34809296 146.49880107],[185.6825918 131.2305645]
[220.20622079 298.33818158],[259.80644631 282.53536803],[264.17183575 248.95414069],[254.17803538 215.08596098],[238.91302592 183.53271211],[269.06909794 215.37229637],[291.05274299 166.7211573 ],[306.28363457 138.76085633],[315.10623615 124.66456881],[240.13618093 211.99182119],[242.90230934 172.44326304],[236.83930872 191.49475774],[231.73470048 219.12295257],[213.18881642 210.34442138],[217.37227824 170.64370572],[217.7704483  179.52251444],[219.232521   198.42548888],[190.24097836 209.11092048],[187.24517197 174.15435581],[183.5850272  153.07167133],[181.50559874 140.58832025]
[225.21556708 302.34857727],[266.52847349 283.51186203],[273.60953587 253.31453854],[268.93218111 222.8163871 ],[258.77917889 189.76336123],[277.07667815 217.04236531],[299.23254797 169.0823989 ],[313.8952194  142.16204026],[323.90695858 126.41021471],[247.86342872 215.67326238],[253.09331248 177.2935298 ],[248.31233562 196.8739931 ],[244.60897268 223.86850791],[221.01098491 214.51987044],[227.57989573 170.36386648],[228.27613818 170.04731919],[229.68578859 180.70807087],[198.09508205 213.81546827],[192.87506088 178.56671408],[189.10882622 156.90310533],[187.74405428 141.45955349]
[231.05334825 297.76883911],[276.03651609 285.82005875],[283.84096239 254.36525143],[282.04955773 224.54611645],[274.05409619 193.95053018],[288.17562402 216.83455412],[311.23980488 170.54901428],[326.68523116 146.38451372],[334.50502306 129.13957449],[258.0646609  212.38149977],[266.10135837 177.98281323],[258.10274416 200.94703499],[247.84460317 225.3888071 ],[230.49329927 209.5879413 ],[239.28620913 166.09574707],[237.19308933 167.83878003],[233.16566363 174.84180673],[208.55930426 208.5332554 ],[204.73570791 168.7155101 ],[201.83522759 151.16465243],[199.6795211  139.54156416]
[248.16259878 298.49341088],[291.05304076 286.57312044],[297.53999067 257.92406276],[297.02264363 230.26172724],[288.55651663 198.87751763],[305.59762361 217.29246571],[326.22796453 171.85714042],[341.61000398 148.15031427],[351.33773001 131.60290963],[277.94969472 213.95635906],[283.4854105  181.12418214],[274.0588981  209.56256939],[264.77824244 238.23020847],[251.36368751 212.24368249],[256.29949148 175.77338166],[249.67752455 190.73844352],[244.9068523  207.72329569],[229.90087334 210.83550919],[225.59690888 172.02578604],[222.28940565 156.2399278 ],[221.05147607 145.44029091]
[258.21573033 287.94458289],[297.16813282 285.42038684],[304.75052918 256.85545079],[296.57418616 226.57589406],[281.99116657 197.86664353],[321.51541321 215.37854843],[342.01001783 178.46793824],[355.20315671 153.37230151],[364.18130782 129.82250709],[292.34277965 208.21570953],[295.79349097 181.07631213],[285.50982584 209.45724156],[278.33913956 235.9467215 ],[263.49431184 205.60050329],[268.73193736 178.75509057],[261.7293479  205.88358137],[257.83958226 231.09847247],[238.738184   203.45739538],[239.09201125 163.29636275],[238.27561973 149.96727739],[239.33775811 143.09116754]
[269.32621993 282.94206294],[306.92443182 276.42493996],[315.90989032 254.058099  ],[314.07208548 224.45611684],[306.77931329 192.85239906],[329.72979133 216.31442628],[352.69969488 177.30013102],[370.40297852 149.82736307],[383.73429783 127.66651498],[302.23421862 205.31584668],[308.56657391 175.11210148],[296.25258662 197.41907506],[284.96533634 223.85736694],[276.4605759  200.11528591],[281.30562598 173.3345584 ],[271.56150056 200.43139419],[266.51372871 228.36044598],[256.29689425 194.57893518],[257.6828533  158.49217317],[257.8540693  147.51046402],[260.654775   145.36331019]
[277.43599354 284.79679093],[315.71451084 274.31428753],[326.13278496 249.82202609],[321.55355624 218.24083288],[311.94791819 188.96849979],[339.76733237 214.14454376],[361.48229471 176.39186191],[377.83799313 150.07375394],[389.09602741 127.08926768],[311.79479674 207.60996031],[316.58707995 177.0969472 ],[305.23539204 198.58124342],[297.91011805 221.71993903],[284.57002824 204.0288031 ],[288.1602623  175.41286533],[280.78254867 197.99119326],[277.22335501 221.58249914],[262.39077248 199.8260218 ],[262.78122064 162.64777649],[264.11460538 145.74383453],[268.02757881 136.40706447]
