[281.51518656 401.06510911],[314.67126675 397.42489819],[336.72523699 371.80915931],[331.15435075 344.61764408],[312.02731023 335.0144927 ],[338.98298481 322.01210737],[363.60101112 299.7546236 ],[381.67490789 280.10792586],[398.81577773 261.11556553],[313.36748014 309.95369087],[324.33763636 270.91992188],[334.59848353 242.83860454],[341.20054654 217.13356165],[286.83102354 310.63611251],[290.20239415 276.21738277],[295.46301595 247.66357051],[299.16391976 221.82132922],[259.25670966 321.33103014],[252.17266245 288.51848551],[246.43082881 270.62695633],[239.44960783 254.09025224]
[249.48192844 305.11875552],[270.14887386 300.27437889],[280.02604547 286.75526165],[273.69757772 269.74138097],[262.42217356 260.76974468],[279.27659661 260.41661432],[291.32722566 239.5401655 ],[297.7524496  226.40324822],[303.32174482 215.28704928],[262.78383735 254.63270339],[271.5571914  230.64392501],[274.52869558 214.50995438],[276.22372547 201.65570864],[247.17774203 254.17790266],[250.0735787  234.16524286],[251.78667137 217.9405489 ],[254.54678004 205.4831628 ],[232.37785763 259.90092981],[227.89234421 244.00695731],[224.77464934 234.02605308],[223.55168594 225.04690144]
[257.0640534  298.48393702],[279.91019818 292.60036542],[289.33460222 280.30415227],[285.8084064  265.32682019],[274.60658808 259.58707547],[285.2207374  258.96644415],[296.44756841 241.38263379],[302.78114491 228.10149123],[308.43730114 215.43346431],[269.28171865 253.99459028],[274.86621131 230.25755258],[278.09583167 215.01963193],[279.7093125  200.93475489],[254.94051151 254.41697515],[254.73884886 233.53049542],[255.72449931 218.60129459],[256.8589812 206.4212093],[241.49528478 260.38256891],[236.09722756 243.75826837],[232.67009551 235.26822234],[230.00185527 227.5230115 ]
[262.53431355 292.14433666],[285.80589944 289.73574567],[292.70340782 278.36186721],[289.13125015 266.30425482],[281.55222372 258.94490199],[291.20712764 257.51172549],[301.35463874 238.33465298],[306.79865148 224.64126782],[311.08155601 213.30025035],[274.6638716  252.11858197],[280.19725794 228.10605073],[282.22493957 212.75000458],[282.48036226 199.35073622],[260.10773159 251.81610425],[260.37980566 230.53061001],[261.97783956 216.78698659],[263.27313911 207.18606481],[247.04881586 255.93660665],[242.60519105 240.67612872],[240.1164355 233.1376902],[238.37708233 227.28837647]
[266.13610844 289.75955812],[288.20073161 285.21600547],[294.84956814 272.89016866],[291.72113585 259.55344215],[283.34030523 251.21700517],[292.55269393 253.84872652],[302.59002388 234.75779466],[306.84610708 221.30968619],[310.33037596 209.94828097],[276.51212152 250.12064495],[280.18991481 225.91255487],[280.81542297 211.20968757],[280.78524357 197.58132216],[261.95800841 250.94674544],[259.86041312 229.8411368 ],[261.22934246 216.16421649],[263.34612963 206.44237464],[249.47579836 256.0211452 ],[243.49541205 240.53530664],[241.04452994 232.95036704],[240.18230725 227.287469  ]
[263.74704044 289.8576601 ],[284.91231422 285.16119815],[293.16301082 273.8083868 ],[290.4166354 261.8302132],[281.00644167 257.7288547 ],[289.66614068 251.60373293],[299.87775507 234.45096415],[304.36679318 221.50784967],[308.59079135 209.93548341],[274.5976871  247.49589311],[278.9926448  224.74693744],[280.66413828 210.62099678],[281.72439076 198.08759721],[261.05435808 248.87218023],[259.89937469 229.09563903],[260.03405414 214.64628206],[260.98888728 203.60453915],[249.10970838 256.32615432],[243.99413455 241.65309511],[240.6176881  234.69016686],[237.99423112 229.29531439]
[264.64819841 289.58287521],[283.75595288 283.32041153],[292.36652516 272.16464658],[290.28518491 259.71001201],[283.12784435 254.85596467],[290.42822576 249.39831032],[300.96609568 232.19271415],[305.38945624 219.53471625],[309.14701418 208.5478195 ],[275.67273001 245.78882296],[279.56085992 222.69850485],[281.16876098 208.63403236],[282.76817506 196.60904919],[261.93911911 247.04956089],[260.31013523 227.15321538],[259.78579066 212.87748704],[261.00330834 201.87626399],[250.14674614 253.66755125],[244.08184298 238.57522288],[240.36611678 229.95282609],[238.70023247 222.52631741]
[266.56061242 286.13497363],[287.34299397 280.62607194],[294.98985075 270.08585896],[292.69047672 258.94125675],[284.94342526 254.69073783],[292.05830504 250.11202441],[302.60171535 231.34486968],[307.15584957 218.6484131 ],[311.23636429 207.09331946],[276.82192961 245.78789415],[280.95614309 220.7655193 ],[282.32460736 206.89188004],[283.58718988 193.79812335],[262.6863155  246.52133018],[260.84431209 224.81819647],[261.8949555  210.92029787],[264.30274083 200.23438911],[250.13417956 251.98054744],[243.11029152 236.64791051],[239.89739395 228.40161039],[238.4806753  221.20185162]
[278.33645326 288.24692519],[297.17149104 282.21387285],[304.13528797 268.13450871],[301.85629502 252.47833479],[293.33004173 244.31969206],[305.21669215 247.9405183 ],[316.29914147 228.48540463],[320.79792871 215.15533913],[324.79884565 204.88225259],[289.65789161 243.06939312],[295.07153899 218.92612704],[296.51531342 203.44556746],[297.3392577  191.34005352],[274.91877041 243.83687889],[274.27158942 223.05032577],[274.84746492 208.16600647],[277.19504932 198.06485894],[262.202412   248.78455196],[255.56165531 233.35972948],[252.75762482 224.10982098],[252.55115751 216.56574408]
[291.95921107 285.50970527],[310.92343796 281.11453781],[319.67968864 267.62669622],[316.39477588 252.56817133],[306.03947729 246.53601866],[319.00545544 246.34977859],[329.58880954 226.24266968],[334.77359099 213.50297236],[339.11587215 203.61876442],[302.88973012 240.35250096],[309.28426994 216.53269388],[312.39175026 200.86950792],[313.77032557 189.18600883],[288.41507773 240.186822  ],[288.78819282 219.35182211],[290.25844546 205.65519774],[292.71599667 195.79791827],[274.94099667 245.67426335],[267.84847181 229.48696478],[264.7334316  220.59566361],[263.6331672  212.88552519]
[302.25576419 287.77851134],[321.01582566 285.06675638],[330.37563899 271.6412579 ],[328.26484232 257.4292762 ],[320.53356307 251.88958456],[328.30115293 244.73796867],[339.30072584 224.67662214],[345.33694575 213.07907157],[350.37097654 204.29309651],[313.21693519 239.83663581],[319.1291947  217.36317324],[321.29667317 202.51557092],[322.42948476 191.75075803],[298.99197133 240.34875081],[299.5826535  220.90839211],[300.43426919 206.45696007],[302.37492995 196.02441661],[285.85862356 246.3031086 ],[279.770756   230.77454141],[276.25209534 220.92988495],[275.09177247 212.80845422]
[313.222581   287.51581196],[331.26327345 286.00549406],[339.45311781 273.29960448],[334.67677247 258.81995886],[322.62065885 252.46653465],[337.95512173 247.7439545 ],[347.32196601 229.01321886],[352.53538923 216.66388238],[356.80643218 205.94599796],[322.51698986 242.21312956],[327.97239719 220.45356983],[329.98183546 205.1446161 ],[329.80762512 192.34409901],[308.00387494 243.01839439],[308.88899126 223.72161964],[309.25865328 209.74113377],[309.27340997 198.41615108],[294.49534582 249.36859413],[289.45181675 233.47658581],[286.18827332 224.6414051 ],[282.59091228 216.79631114]
[318.67857674 285.90957604],[338.46777133 282.37222446],[345.98811744 269.37694217],[342.43806473 256.41610749],[334.36842714 249.89650472],[344.82885775 247.27421101],[355.52324899 228.48244667],[361.42490497 216.0260524 ],[366.52303623 205.47791813],[329.5824194  242.71846284],[335.17540574 219.43101763],[337.28842003 204.72096247],[338.11982369 192.35455659],[315.30222259 243.28346335],[316.4182356  222.26687676],[317.6394703  208.00528384],[319.74693675 197.88859159],[302.65675591 248.85369167],[297.64429748 232.5668323 ],[295.07145294 223.33096684],[293.70120028 215.83201058]
[327.4307556  288.50804841],[346.1999544  285.04351925],[354.39264028 272.30854349],[350.20044588 259.07731212],[342.71178781 251.72581526],[354.00078202 245.78207203],[364.7304342  227.60640939],[370.55402756 215.44305247],[375.26384282 205.72704136],[338.56302268 241.16639177],[343.11892941 218.04432625],[345.62946193 203.65437892],[346.85792904 191.6432737 ],[324.21755678 241.84310579],[323.46191614 221.73397396],[323.73214362 207.95233683],[324.55126057 197.67776413],[311.18386521 246.95230134],[305.41936578 231.00873227],[303.39380921 221.81631464],[301.99222519 214.58562279]
[334.25472878 287.99925149],[355.00272736 283.78016154],[364.15286125 271.92319229],[360.96421865 258.56225646],[352.86530696 251.43175854],[360.82922277 244.99883597],[371.29143084 225.66389885],[378.63676136 213.49320117],[384.35748327 204.00619755],[345.76101319 240.4389569 ],[350.77321793 216.31896643],[353.73656572 201.63072564],[354.41240562 190.0624113 ],[331.38247453 240.76629099],[331.74446278 220.71600697],[332.57549855 206.64532613],[333.22559439 196.35077547],[318.31019592 246.22408976],[312.98608125 230.95388608],[310.49137179 221.69478296],[308.55548739 214.3054066 ]
[342.40104265 285.53818712],[363.15865771 280.61772057],[369.50872266 266.38751377],[366.20356077 251.31357664],[358.91630529 243.03424195],[369.35347017 244.49386021],[379.15352129 223.49102474],[384.37332053 211.02241946],[388.20039974 201.22644817],[352.51209611 239.64018663],[356.5635264  214.30177229],[359.08425509 200.0367908 ],[360.27131405 188.64346175],[337.07225095 239.51975834],[335.66674806 217.67164844],[336.94353904 203.52162767],[338.47438395 194.12152379],[323.86201828 244.11456462],[315.97908618 227.42754233],[313.60036205 218.33972582],[312.01888464 211.45826928]
[346.80368066 282.15258439],[367.57416681 279.67211581],[376.89454631 266.57487701],[373.17366667 252.89445403],[363.84452598 245.88468564],[374.37345832 242.92459243],[384.53315271 224.89488563],[390.26728031 211.83215843],[395.21379094 200.35416435],[358.56224228 238.3340008 ],[363.66086928 214.64624278],[366.30454071 199.21606477],[367.10047295 185.32438614],[343.93183739 238.74583799],[343.09602681 217.09978967],[344.24267531 202.97520845],[345.2500451 192.1501101],[330.93909214 243.79625193],[324.6437242  226.75649451],[322.37716333 217.79524861],[320.58654454 210.17183023]
[354.50787811 283.64583585],[374.30307041 281.37935148],[383.86200687 267.61597908],[379.42052012 252.58373344],[369.67946999 245.98910137],[381.79854738 241.49280263],[392.35119589 221.93681913],[397.98900207 209.63002069],[402.39901144 199.19749715],[365.7726292  236.98785187],[370.16367488 212.98945292],[373.13055054 198.4605773 ],[374.32581767 185.28057042],[350.49917094 237.47659431],[349.73545958 215.76374658],[350.86254818 201.71928927],[351.75966913 190.82980829],[337.0295138  242.79625049],[331.24971538 225.77894144],[329.54902866 216.3186826 ],[328.07258825 208.38747175]
[363.68689574 285.22084086],[386.94610654 276.48998163],[394.87349861 260.10027807],[387.6979932  244.49165407],[372.63485743 240.63522031],[392.40929258 239.00210139],[402.23305324 220.37100859],[407.2809799  208.15333725],[411.64995128 196.54729461],[375.58848801 234.8463507 ],[379.30039605 211.60203261],[382.62957733 196.93854222],[383.41449158 182.15016143],[359.21654279 236.16201551],[356.97306843 214.86452186],[357.21016826 199.89878882],[357.83375601 187.84226205],[345.13666987 243.67653553],[337.6751621  226.25124633],[335.10530014 218.08085437],[333.64447921 211.2265974 ]
[370.64151857 285.25765087],[391.96701706 282.62395871],[404.88595054 269.07060484],[401.63607228 255.2241118 ],[390.59948595 249.09025945],[401.07288365 239.61847722],[411.49369423 218.3972403 ],[416.51229803 204.61987163],[420.14356773 192.6503665 ],[384.7275474  235.41981209],[389.04608459 208.76940566],[391.74318381 192.64918584],[391.78458889 179.00377106],[369.35542579 236.08299453],[368.90359499 213.32047892],[370.21982027 197.42019309],[370.57211335 184.98322628],[354.83581432 242.47673398],[347.70278005 224.68786715],[344.75857717 215.0378435 ],[342.30872707 206.05619677]
[380.77123653 286.67799884],[401.03196449 285.00489152],[410.51200104 270.86808356],[406.57760367 256.78427132],[396.83272132 249.09535297],[410.32259415 240.76514809],[421.2992765  217.27323818],[426.30339179 203.28848628],[429.5542469  191.89050447],[392.23906373 235.92704772],[398.17162691 208.70215841],[401.53666133 192.92098743],[402.39162184 180.24080983],[375.73556253 235.98152091],[376.80825627 212.7434231 ],[377.33691813 197.24424198],[377.66718147 186.24184379],[361.46560619 241.1724614 ],[355.51050462 223.31635565],[351.27948442 214.99638035],[347.55807372 208.52980554]
[389.27437988 290.63801884],[408.00958645 286.31099507],[423.9283845  270.20315587],[424.37743494 255.26260375],[416.33670034 251.45512971],[419.00966942 240.21553024],[430.96496538 219.6194778 ],[436.91630771 206.84151063],[441.14094606 195.22655759],[402.79971769 234.44628012],[408.9568371 209.2296869],[413.08583185 191.49649518],[415.39259212 176.77556926],[388.03756376 234.28567971],[389.12026302 211.96479549],[390.68245655 196.02640549],[392.42233462 182.99432413],[372.31932732 240.05968038],[364.8820428  221.34852761],[361.93751928 210.3324672 ],[359.93360513 200.77701049]
[391.58492483 288.14994631],[413.23435271 283.90842459],[426.42006553 267.64399821],[423.1367424  251.78117562],[412.1112345  245.15016043],[423.17094964 237.62424829],[434.24191227 216.22041169],[439.84450014 202.68538144],[444.16254285 191.07107537],[405.42132199 232.53578167],[410.9401563  207.16123393],[414.85878766 190.60860828],[416.42039725 175.92552469],[388.73659051 232.95666191],[390.36475949 209.9640693 ],[392.14286971 194.31566947],[393.91435958 182.02841088],[373.00572856 239.13527095],[367.52850851 219.865803  ],[364.815632   210.69956388],[362.66914829 203.18158663]
[381.68234366 285.46753203],[404.63672634 282.97767866],[417.21006082 267.09142913],[412.66618855 252.03999852],[400.45017047 244.96187205],[414.54951834 236.58929622],[424.86202831 213.77466859],[429.90152996 199.10717989],[434.33818418 186.68521466],[396.54787207 231.30620937],[401.37396042 204.13264248],[404.8080048 187.1565818],[406.22381664 171.9955059 ],[379.12385849 231.75667001],[380.99923839 208.11584373],[382.20211843 191.51518688],[382.6688972  178.10127863],[362.61498021 238.16215063],[356.58427242 218.44936071],[352.56626274 208.72744484],[348.45105726 200.02010145]
[373.69763149 283.20650769],[394.03330112 283.08601092],[410.20520678 268.08633913],[411.10615655 252.86883367],[403.17529087 247.38255508],[405.48831977 233.87174767],[417.48469277 211.09044601],[422.59191919 197.18446416],[425.75749025 185.68907894],[388.3927591  227.49846267],[393.6200689 200.4120486],[397.63011289 183.77180638],[399.18684277 170.62046654],[371.79453597 227.59327552],[371.8418228 202.8895639],[373.51303639 187.05429754],[374.8892171  175.33310945],[356.15716533 234.71756707],[347.42805869 215.7198437 ],[344.10265341 206.61493262],[342.08454004 198.8702874 ]
[363.10012977 286.36228878],[386.53335468 280.99658793],[399.27608289 265.76670152],[395.52061547 251.05065033],[385.82111233 243.42616453],[395.39437976 234.52615357],[404.74633954 213.11699213],[409.94863068 198.58356501],[415.17615719 185.60942371],[378.79984212 229.99898385],[384.81904023 204.15359257],[388.29703512 186.85734003],[389.50085846 171.30498083],[362.25486447 230.5479806 ],[362.87402353 207.82453454],[363.18255104 190.60980042],[363.31956305 176.9192428 ],[346.44942709 236.70394887],[339.60799904 217.68526981],[336.50887893 206.46836176],[334.64550583 196.87495486]
[348.60076148 284.53334184],[370.3654357  281.62824688],[382.91388045 264.61103959],[378.67601054 248.49499431],[366.76735823 243.94097651],[377.58235358 234.48147051],[389.58907091 213.04128056],[396.1357427  198.91226501],[401.46300081 185.54197548],[360.4424296  228.98607927],[364.70227457 203.91016613],[367.94383693 186.65638162],[369.19802585 170.63118851],[344.68083656 229.74487901],[343.48917731 206.67118294],[344.14464684 190.99489202],[345.10840174 177.33864652],[329.47123678 237.03029691],[321.5254515  218.37387602],[318.62719977 208.44971416],[316.67794291 199.13951456]
[324.03991645 283.33404639],[347.03294198 278.95902771],[357.81105187 264.91223562],[351.76067172 249.66839473],[339.77952317 241.9093364 ],[354.92166553 235.0220578 ],[365.88002463 212.858643  ],[371.09980968 197.55114994],[375.76571436 184.82724746],[336.69324065 230.62045379],[342.44052625 204.28268419],[344.70040953 185.46065844],[345.65619206 169.53151284],[319.62172343 231.8182529 ],[319.65758352 209.47825694],[320.45931046 192.33049031],[321.52193251 179.25200029],[303.75765782 238.33676552],[297.64917358 218.51826833],[295.16801934 207.11893839],[293.03633437 198.22152772]
[303.15514069 287.67006006],[326.68508878 282.11300452],[335.32876957 266.81518475],[330.0288221  252.17340644],[318.62884177 245.04355735],[334.31894104 238.27938623],[344.63601504 215.2567587 ],[348.27856394 199.43641221],[351.75018423 187.38252443],[314.99504739 234.9661758 ],[319.06871404 206.16063122],[318.93245017 189.0840505 ],[318.293462   176.37043676],[297.43701703 237.12597437],[296.18745834 211.74469765],[296.18868938 195.29762544],[296.9377517  184.73717452],[281.34330296 244.5024594 ],[273.94341831 223.90015936],[271.6361531  212.77095612],[270.67363737 204.96128121]
[279.69856589 289.94468511],[301.12252708 283.37760299],[310.90520009 270.01722291],[309.47518367 254.46019386],[300.74903274 245.38519861],[310.12892519 241.5216662 ],[321.64333798 218.1285389 ],[324.97580858 202.9030861 ],[327.9314362  191.41472759],[290.64718059 237.32213423],[294.61439299 211.22490308],[295.98568951 195.23857821],[296.53486443 182.75186985],[272.8481665  239.20733164],[270.75810481 217.9306489 ],[270.30220959 201.61614118],[270.55835787 190.23759041],[257.03758634 247.11252791],[251.22719745 231.64559936],[248.6179289  223.86171086],[247.60247985 217.69531094]
[257.94075556 296.85532936],[279.61845441 290.24279192],[289.08403219 275.72899103],[282.94116824 257.96356655],[270.58241461 251.41622983],[285.92422705 248.84444255],[295.79574497 226.05464727],[298.92272069 210.4229169 ],[300.70617802 197.93445241],[267.50033036 245.16172133],[270.24468589 217.0262909 ],[271.11445074 199.0546807 ],[270.72643954 184.0429995 ],[251.11604151 247.83829375],[246.32672541 224.51296991],[245.24107306 207.86275081],[245.99439466 195.17452271],[236.19048454 255.84570936],[227.99976169 238.46377466],[224.86091046 229.03751882],[223.57638722 220.79438946]
[236.20295981 305.06561283],[259.28495448 296.97841766],[269.33999819 280.55318803],[263.86110118 261.53092327],[252.60277139 251.55872705],[265.12918316 254.00586954],[273.93667776 231.5084357 ],[277.97213399 215.25462652],[281.42071932 202.39300275],[246.00792034 250.94553894],[248.21763141 222.54339576],[248.53074122 204.71562717],[248.51242803 189.49045284],[229.61595061 254.09888063],[224.41154705 229.97519509],[222.78947368 212.57785039],[223.47804311 198.53794542],[215.71972193 261.5200199 ],[207.25207289 243.55695128],[202.24043991 232.80699526],[199.6251045  222.63790791]
[220.64419497 306.42968653],[239.12110612 298.57602733],[250.49403061 284.03929911],[248.29726417 266.92468882],[242.33443363 261.24590113],[244.73105324 253.02543601],[255.21049116 227.95494941],[260.61576585 214.05726379],[265.14638723 205.65354226],[227.46742705 249.53917366],[230.67409903 222.11443055],[233.31017956 204.87476746],[235.83441303 192.90636825],[212.1432646  252.45759384],[210.09214176 230.73943428],[210.14132134 214.11709572],[211.95275928 201.80302176],[198.6485587  260.67788759],[188.88661348 244.85745972],[182.91432768 233.59182272],[179.35606494 223.15185618]
[209.03401328 311.92180273],[226.89218625 298.70733079],[234.42558484 282.15293144],[229.05876737 264.65383765],[219.92215585 260.39797232],[228.35739617 254.39464071],[237.6307602  230.64882431],[244.35827463 216.66668605],[249.04838926 206.44316704],[211.80860152 250.99789562],[215.91685579 224.90440911],[217.24470045 207.18891488],[217.59399582 195.31429553],[197.34511736 254.30296496],[195.95034046 235.02427562],[194.37294959 218.23314805],[194.41377199 205.24440398],[184.70898543 264.22676477],[174.78211199 249.68487575],[168.87675928 238.85003678],[164.82907862 228.30215273]
[190.47883128 315.99494939],[208.53550887 302.82901457],[215.74853543 284.70930615],[210.35313662 266.59222188],[200.22821502 262.58003581],[210.87128871 257.75530469],[219.76602665 233.34405303],[224.43475306 218.72947105],[227.55928392 210.10213803],[192.81562325 254.94647712],[196.78998863 227.53683712],[198.60437863 210.10892719],[199.34582679 199.3003389 ],[177.66056827 258.35850138],[174.26650407 236.42013311],[171.87812327 219.20084505],[171.70255609 207.16114495],[164.48740399 267.92961196],[153.19262594 251.36516472],[147.28763775 240.2918954 ],[142.96051812 230.52788355]
[173.36427903 315.34758339],[195.24426229 306.16046529],[203.43048808 288.15893414],[199.78833824 270.35764864],[192.98986085 264.95458857],[198.82319591 262.99299981],[207.09230841 237.4942484 ],[209.91878065 222.11035745],[211.50838677 210.87184629],[179.38652551 260.49148902],[180.1244408  230.82651027],[180.56253344 212.92868833],[180.9901577  200.36306481],[163.20054763 263.50802694],[157.81644797 238.56571291],[156.41746184 220.76801194],[156.90136337 208.53074585],[149.55725859 272.03464661],[137.67701232 254.74420805],[132.93405463 243.9099147 ],[129.63311605 234.86599952]
[164.71517511 319.37048004],[185.87300509 306.61209296],[194.22503568 289.61384117],[187.42245622 272.32195171],[177.22311291 268.11610123],[186.42438828 261.23725767],[193.70336524 236.73105876],[196.9310169  221.09750566],[198.73348613 208.42856258],[166.78581837 259.85692892],[167.95273125 233.1966014 ],[168.12456573 215.97896839],[167.09586208 202.384348  ],[150.98732518 264.72591071],[145.91539657 243.62221792],[143.28356807 225.55485142],[141.82618722 211.86535752],[137.94557024 275.88997604],[127.39177016 260.20557393],[122.99552478 249.4289896 ],[118.93188345 240.00951462]
[152.22480421 321.09523594],[173.02623324 309.22096115],[177.27635128 291.84370035],[167.27987196 273.43496238],[154.74268255 266.63077838],[173.95982329 264.87052917],[182.71840069 240.7787287 ],[185.85749578 225.83226809],[187.71138216 214.60164631],[154.66871523 263.24938574],[157.9479181  235.59668917],[157.94098684 218.42209866],[157.57209367 207.31184056],[138.47619464 266.27310088],[135.31376952 244.4515497 ],[132.10428434 226.95853518],[131.41105851 215.2596787 ],[124.97910964 276.1232929 ],[113.51203272 260.57624219],[107.92434391 250.91554278],[104.11671174 243.41888918]
[138.35165723 324.96694832],[160.09110216 312.91220549],[167.72848028 294.37120727],[160.47584819 277.17624352],[145.46564291 276.80695503],[161.7154428  269.85601827],[170.2769156  247.65773026],[173.79336817 232.5200365 ],[175.99926036 220.00265907],[142.93047123 267.25005573],[144.56141214 240.2814142 ],[144.54544672 223.43396892],[143.15322386 208.85288981],[126.83141192 271.59931648],[123.10235992 249.49987147],[121.20817797 232.94829176],[120.12167004 219.36348866],[113.32644505 282.52495913],[103.80010548 265.73831308],[ 98.71801878 256.42271986],[ 94.05318793 247.22040412]
[141.63461199 324.92027827],[160.77165833 313.28374995],[168.59841517 296.043996  ],[162.9220673  278.33758965],[154.1303259  273.64193778],[161.34377998 268.91325718],[169.78372925 245.74039313],[174.00639374 230.42587235],[177.22802519 219.30756101],[142.97290357 266.58735431],[144.76472772 240.56444851],[145.83620496 222.77589573],[146.12992274 210.13900573],[127.94988933 270.69638555],[124.25737153 249.49484315],[122.65554582 232.40504437],[122.54642012 219.43920948],[115.23259233 281.61492136],[104.57607083 265.60689635],[ 99.44571698 255.43837211],[ 95.16006778 246.30616296]
[149.68600058 321.21609929],[168.02165276 310.61299634],[176.05380745 294.26576969],[171.96846453 277.25438811],[165.42618445 273.15923185],[169.03000525 265.49075654],[177.03083969 242.63086863],[181.74487572 228.14474464],[184.55130714 217.53324148],[151.03685698 263.32994635],[152.00010152 238.36349763],[152.36588882 221.00990816],[151.82569964 209.30537973],[135.89058347 267.24636642],[131.07539205 246.72089971],[129.28374459 229.98861944],[128.63058879 217.43493988],[123.47074796 277.99875756],[111.94341954 261.99401088],[106.67359437 251.81087926],[102.31858594 242.93220141]
[156.73204437 315.43785369],[177.89796443 304.52309851],[186.55172456 288.08357513],[182.06512824 273.00040196],[171.95099045 270.48110428],[177.96877609 262.66286123],[185.78866219 238.52014598],[187.20383616 223.09905676],[187.5696098  211.71908791],[159.08219004 261.67874823],[159.41652646 233.91407861],[158.82901779 216.89625819],[157.68585444 204.37560821],[143.78823475 265.77929006],[136.96730448 243.24851816],[133.76674514 226.01681309],[132.36773562 213.25082718],[131.14204212 276.1288954 ],[119.46840496 260.1349143 ],[114.80142289 250.92386038],[110.57996534 243.2722919 ]
[173.85843848 314.6059328 ],[195.2313167  303.03795191],[202.40250565 287.59451097],[197.04856622 273.99047581],[188.85275838 271.50182047],[192.54972416 259.8409688 ],[198.18199896 234.03809334],[199.56178481 218.34380427],[199.70487155 207.13611402],[173.5515012 258.3506627],[173.25364324 231.14038986],[172.47579721 213.82138305],[170.76501503 201.89206849],[158.66052845 262.44111927],[152.46479645 240.8109153 ],[149.44413806 223.36052344],[147.61739255 210.96494136],[146.68729192 272.93357789],[134.39935608 256.99313119],[128.99032444 246.12014172],[124.38545365 236.70407053]
[185.82337745 315.7767737 ],[207.17360272 305.76175801],[216.38781944 286.802062  ],[211.52460803 268.57997452],[201.06700428 263.11287238],[211.32665228 260.84354152],[217.93974423 236.40172151],[220.80912665 220.94170379],[222.34046329 209.94221127],[192.20245881 258.58762291],[192.3942236  231.08397652],[191.44372531 213.37835447],[190.27570425 200.54752921],[175.84705959 262.46589796],[170.58237259 241.09338923],[168.22726436 223.79557479],[167.45031866 211.36370873],[162.17874551 271.21229874],[150.82451015 255.53462388],[145.15518642 245.34589564],[140.73835903 235.67913194]
[198.63037268 311.98689178],[220.19663165 303.65334043],[230.52926264 286.45179332],[224.71260858 271.10790553],[213.06516524 266.16740573],[223.81984121 258.0270835 ],[230.37410713 232.85086356],[233.11429442 217.68206687],[234.37913882 206.66429102],[205.04325892 256.33530156],[207.31644946 228.50938691],[208.29219225 209.99307946],[207.22355929 196.41799451],[188.62995516 260.24618378],[185.18911337 237.17263548],[184.16360829 220.15995998],[183.16825898 207.88562984],[174.40157785 269.04109391],[164.10849449 252.2869268 ],[158.68391281 241.96530707],[154.22590825 232.52013664]
[215.51824738 310.93341822],[233.69944809 300.36318078],[241.84027809 282.88811935],[235.40064771 266.72384412],[225.40969668 264.90223215],[236.93021537 256.11374204],[246.55287838 230.65254836],[253.47625762 216.93440238],[258.24788377 207.56306849],[219.44069982 253.42118052],[221.74488525 224.08687919],[223.26414053 206.38832273],[223.9312901 193.6841016],[204.00289927 257.47512759],[200.14271066 234.2460978 ],[199.35826244 217.11333151],[200.20774959 204.87991007],[190.40711128 267.17903739],[180.25146265 250.37690746],[175.32900144 241.08095516],[171.69638717 232.69073743]
[231.60971436 307.82257424],[251.71660154 296.95028258],[258.49076458 278.97215316],[251.8313581  262.74811074],[240.93099897 256.64708475],[251.12131114 255.63494704],[259.94180268 232.85316695],[265.71884724 218.33311096],[271.48124073 208.13249519],[233.58553719 254.05055403],[234.05182786 227.06333042],[233.55739146 207.00568763],[232.56515812 192.32597708],[219.24640979 258.42499304],[214.14153483 235.73886289],[214.4604408  216.67796863],[216.32144122 203.28144798],[206.85810013 268.01434541],[196.85591106 250.51696827],[192.10100305 239.71361319],[187.53459555 231.37056001]
[245.68458059 306.74942536],[266.87047608 297.3633249 ],[276.60577468 281.97628986],[269.94714718 263.71258069],[259.66427387 256.55235165],[270.12011785 253.21986965],[277.44297805 230.92171932],[281.80535639 215.82591402],[286.81124629 203.62566383],[251.91908162 250.90126076],[253.76771879 223.26473557],[256.62238659 205.69358639],[259.10271461 191.613315  ],[236.33924327 254.45857833],[232.88672607 232.04208854],[232.62038438 214.36549658],[234.42889443 200.30440729],[222.63660946 263.22993357],[215.5572594  246.16936986],[211.59049628 234.53894909],[209.3683378 223.9233532]
[262.32120476 305.45212247],[283.89125527 294.20685892],[292.94262479 277.52397201],[285.62220759 259.07602744],[274.39058984 254.04462809],[286.33518907 249.81789577],[295.30939454 229.38840374],[300.29100292 214.11400844],[304.78553679 201.13347861],[268.58822191 246.90353475],[270.91258899 220.77254125],[272.39029771 203.01511524],[273.26044936 188.68298566],[253.7472708  250.83005968],[250.29624397 229.3308842 ],[249.38562421 211.97480627],[250.63059148 198.45347601],[240.48032725 260.60304554],[233.19642937 243.90572092],[228.02523787 233.61324024],[224.5732148  224.52652786]
[280.37047781 303.94930774],[301.62184432 291.52227204],[309.03725333 274.12545803],[302.44497848 255.15835418],[291.73225192 249.20867181],[303.99724562 249.70335134],[313.6354798  226.91150463],[319.63577186 211.76890178],[325.84434113 199.05562338],[285.88502418 246.5198039 ],[289.20583075 219.71712367],[290.73155222 201.47179709],[292.10271763 187.53491607],[270.54041618 249.60786687],[269.45445907 227.00931518],[267.85114164 209.37927683],[269.38173697 195.99821524],[256.88388711 258.66354141],[250.51862648 240.8247566 ],[246.67628681 230.54721006],[245.20901853 221.19122262]
