[271.1127778  317.65986382],[290.12181144 288.21283203],[282.74542179 256.43498788],[272.04723903 209.77078221],[262.85169067 158.39992662],[245.3732731  248.49248929],[288.85870586 260.45691219],[298.23313353 262.19719959],[292.10559788 256.13540626],[231.87383245 278.62192375],[311.4986075  292.21310818],[321.02712946 294.64571269],[317.45535589 300.75170474],[228.22617082 313.47584788],[300.59707205 329.46640667],[306.21979829 321.24884229],[300.41907343 320.70263843],[232.05515711 351.55596859],[282.87152838 357.42465003],[289.58445795 351.42858192],[283.93419078 355.09371952]
[239.50000766 339.52557945],[274.94720654 304.27676138],[307.00056948 278.12454716],[325.68995754 251.08184617],[335.08043529 223.00194301],[318.76580478 297.95318237],[369.93874075 313.75501463],[352.15144126 315.45929033],[336.7555567  307.87019127],[308.57656816 325.27435524],[363.96203917 345.73777338],[340.97937696 344.71917999],[325.93074765 334.20397098],[298.65092026 353.4470901 ],[354.108632   371.60819059],[333.04832459 367.86752061],[317.02115553 359.9684938 ],[288.83068687 379.68275526],[339.03216936 390.89961799],[325.4983967 383.7361151],[311.76566445 375.32793968]
[258.89145757 339.50282857],[296.04681726 303.60776294],[327.19315609 277.95459893],[345.26861378 250.82124579],[354.28767993 222.05551548],[339.07827263 297.79305747],[389.86846651 312.72023537],[372.66848919 315.00631353],[358.00857335 308.28031404],[328.23462491 324.73313064],[380.80552569 343.84724449],[358.78384517 342.59309984],[344.37639104 332.31130557],[317.50220031 352.94803317],[369.91729162 369.2486375 ],[349.36222299 365.5379827 ],[334.33591725 358.00074209],[306.94008108 379.45108304],[355.10178661 389.53490087],[342.59378013 383.74676405],[329.34377233 376.7669134 ]
[276.88205727 337.24311783],[307.05574778 300.27215867],[338.25964155 273.68829384],[358.82745    246.66207852],[370.05848991 215.89604411],[357.61015057 296.54095784],[404.00862801 309.99932452],[383.41909905 310.94733718],[368.39533013 302.66959065],[347.60564745 323.90494193],[394.75568027 339.90581932],[369.56743663 339.21550186],[355.68104839 328.93917337],[337.83680833 351.71764604],[385.24625275 364.98751164],[362.95714976 361.73228566],[349.19638734 354.04132098],[327.8155964  377.25938624],[373.20790242 384.39573833],[359.54705655 378.7897558 ],[346.512738   372.00553649]
[278.56322209 330.55690481],[310.38891401 289.72060453],[343.64077189 261.15033199],[364.44002384 235.58456483],[371.06848509 207.0582517 ],[355.30575379 283.38782633],[410.02944253 301.86067321],[390.52980111 303.75515075],[375.94187006 295.17880395],[343.71443871 312.05107822],[404.25020458 332.73576926],[381.36321499 332.46359841],[366.8198447  323.37036389],[332.79285287 340.96312709],[390.50011601 358.71359051],[368.36086578 357.35135659],[354.12930793 349.28823224],[323.89703131 368.42727799],[374.60074908 379.74109957],[360.59834639 376.79126674],[349.9827167  369.46074932]
[282.07033296 326.59280165],[312.42238615 283.85807433],[341.84824027 255.70664638],[361.48771183 231.25829664],[366.15797195 202.59191038],[353.08298493 280.64492237],[415.02471416 297.95530294],[393.55071546 298.95098303],[375.93862804 289.92048297],[340.7154025  310.77265199],[408.80207625 329.19584747],[385.65295489 327.17313307],[369.51931714 318.34470167],[330.17168045 340.02537554],[393.45707288 355.86137333],[371.01008149 353.51707633],[356.29471553 346.23656006],[321.9108936  366.10858191],[375.32777481 375.87626516],[362.83738282 372.61212198],[352.65189694 367.17418128]
[283.17496973 328.39601798],[318.07557193 283.68330587],[348.74658653 256.04332574],[368.89871364 228.81119946],[373.66324489 196.30111606],[365.64518396 283.47766035],[424.43464986 293.27473661],[400.674697  294.7340344],[382.2234559  286.84622314],[356.78753398 311.71681324],[417.2008852  324.94846284],[389.14986774 321.89832978],[375.11863928 311.3772977 ],[347.71942033 339.62068624],[403.00088979 350.41445802],[375.18070144 344.16517921],[362.34543506 335.83960037],[339.55574895 366.00751688],[387.47259371 371.23118473],[367.36100988 364.58940872],[353.37863194 358.58968046]
[289.60910653 314.90818188],[314.40911096 269.87534295],[347.52839188 238.25115621],[372.48138236 208.27014871],[379.74811933 176.3330489 ],[371.59734932 265.89268722],[430.83332124 272.85875795],[403.85722062 273.65413602],[378.64326257 267.46604832],[362.91076683 297.39288561],[428.1235045  306.19882447],[396.15984304 306.89035429],[374.98757462 301.74208101],[353.81991375 327.45949508],[410.418696   339.63677097],[381.26066787 334.98934598],[363.86887446 326.04730366],[346.81196547 354.28603613],[391.70584397 364.15597179],[370.62555909 359.179241  ],[356.48704234 352.0080919 ]
[290.94802209 302.86204633],[320.70051155 258.55256259],[351.04117462 226.94479377],[368.39594539 196.64405811],[373.25732127 161.11168578],[377.36517083 251.98126401],[430.71953809 259.75489445],[402.59530756 262.83345011],[382.42451023 255.48786131],[370.10135198 282.28295331],[424.40798126 294.42070571],[391.79725817 292.26233744],[378.24257129 281.71029017],[361.42259194 314.07281984],[411.66911053 324.50343165],[380.41083233 316.88983938],[366.53046691 307.96922781],[353.75517727 343.61395797],[396.73239599 349.31375977],[375.88859351 340.7912296 ],[363.97437826 333.37014035]
[291.77810758 296.53900012],[317.11684622 255.51735415],[346.20172159 220.34252148],[368.53937309 185.83280354],[382.36379645 148.95184045],[382.13134319 238.67668165],[435.10365608 243.29876817],[406.88385857 246.02373297],[381.48005532 241.43308959],[376.32594645 271.55283348],[432.27991548 281.95212749],[396.96220088 280.97067293],[374.19620404 272.19479561],[369.41241435 303.60136938],[416.78398373 315.37300239],[381.04729258 307.55968322],[359.69199032 298.6201402 ],[363.63682002 334.08632482],[402.4595146  345.35979451],[382.44724409 337.71736808],[367.57522094 329.57158185]
[297.16542348 290.02824879],[322.09641186 246.99879092],[346.86540038 212.17072943],[369.7054928  177.10182955],[387.30175097 144.02851812],[389.81482629 238.61066342],[437.35303271 242.77596792],[408.30545626 241.56206972],[384.67199505 234.24719544],[383.3532521  270.60968713],[432.83242174 279.68421422],[395.33514037 274.52989979],[373.17297612 264.68775504],[374.58042758 301.12276073],[419.09040165 312.42107624],[382.95200603 302.03446406],[361.85503837 292.54149682],[365.32504388 329.4225078 ],[402.68604156 342.36055643],[381.28911702 334.52760258],[365.18559716 326.45334815]
[282.42152401 280.93571529],[320.36312007 239.77094639],[347.70310341 204.57256398],[372.65941461 172.69451533],[392.21468879 145.03780297],[387.12286573 234.57858818],[438.08949278 242.92721789],[426.33500112 239.63573959],[410.83928163 231.66292321],[382.87657194 267.31125751],[442.04731945 284.83240017],[418.96976576 278.63812966],[397.54588884 263.45980952],[372.14861795 299.18620921],[429.8369174  323.54858653],[401.82137595 311.13272103],[376.31007467 295.97373569],[361.04207551 330.6772082 ],[403.90397059 352.86907529],[394.05270084 348.31734078],[379.60931251 339.98739277]
[291.9253295  281.38526879],[326.7618054  237.57789349],[356.53949508 201.30039756],[383.73313526 168.42488848],[395.26570834 142.54270003],[402.20230837 236.80579437],[454.06769444 241.36077695],[432.11087323 237.69940881],[408.2596739  230.00919164],[397.09757861 270.81566975],[452.95625416 283.2700806 ],[422.25342091 274.9726652 ],[395.84020763 261.11225963],[384.28532163 302.69810846],[436.64275275 318.15086438],[405.54982219 303.90539116],[379.82981907 288.77081155],[371.26351407 333.5136019 ],[406.89833394 346.87762776],[392.4905802 339.5709178],[375.75206654 330.85476026]
[305.61667104 278.08892262],[336.08366939 236.21263952],[371.43367795 200.76783342],[396.12819528 166.76058682],[409.01266847 133.04833088],[411.60541097 231.10825767],[461.67507216 248.40542192],[438.11412451 246.87717837],[414.76322537 236.81697019],[401.91588086 265.47723562],[461.64141757 287.93572687],[430.87983512 286.07423989],[402.61539668 274.74076839],[389.1535792  298.75457691],[445.23740509 317.73714505],[412.64209186 309.6296008 ],[385.54211766 297.75684307],[378.26430381 330.26169412],[420.04197249 343.25539826],[401.99505439 337.91860421],[384.52911559 330.69876774]
[309.64616953 278.4350434 ],[350.03903157 236.14658419],[384.98020012 204.49746074],[412.43998369 171.48778169],[423.0577987  141.96766487],[417.92749194 236.56543281],[471.07117348 260.90908971],[444.21464754 260.3949622 ],[422.34158191 250.55026473],[402.82984291 269.96236261],[469.74156496 291.84730083],[441.7860034  289.07264458],[420.31127407 277.06573542],[390.53496886 302.29389233],[451.3182125  321.07165537],[424.66036194 311.77473325],[403.57301999 298.64431202],[382.34414661 333.26705388],[429.6842804  347.12774816],[415.23512104 340.335006  ],[400.00010923 332.89164384]
[309.84004179 279.64550946],[352.49566274 238.49731056],[385.69748625 203.87115527],[416.65745863 172.04796873],[433.60098663 146.90226789],[420.69733891 236.35263865],[478.4030137  256.49373889],[455.12693915 258.54361381],[432.38264494 252.23614197],[410.59265571 273.00019593],[479.29931777 290.97651951],[452.96543514 290.7015413 ],[428.69585002 277.05022519],[398.66888102 306.77134748],[459.53459405 324.41235008],[431.17603078 314.84856268],[405.73929944 298.40478256],[387.97091307 339.54976635],[432.76688601 351.61072836],[420.34596339 345.31641574],[405.56573643 336.93578164]
[320.40462458 290.5481315 ],[355.96628531 245.96085301],[390.98937605 212.78850769],[415.73438892 180.65252089],[429.0803987  139.39567923],[425.32207601 244.68280698],[485.38100596 257.68517055],[461.172101   255.21379423],[439.10158186 246.47104231],[413.6886838  278.92723753],[480.99925719 295.56708828],[448.12199267 292.40119733],[425.5990686  285.16145869],[401.42429524 311.63321117],[462.67310573 327.97133727],[426.66800485 316.96769527],[404.14667503 308.04218072],[388.44545204 343.47908779],[437.60533749 355.4425483 ],[413.13601844 342.88671137],[394.2616024  335.90192967]
[318.2927473  296.28871604],[359.55678378 249.30777502],[397.21281763 214.92143309],[424.63992849 184.07770818],[433.12207193 150.1095992 ],[427.44790439 256.78132902],[485.62973973 280.21962727],[458.08195301 278.29601636],[437.33697794 269.01737056],[412.69439197 290.85586266],[480.68692502 312.72645624],[446.40218726 308.22870518],[425.29547248 295.16589748],[398.96252588 322.86602087],[463.5969297  340.19765716],[432.3421333  328.89070956],[409.76234471 317.20722196],[387.55518924 353.42800792],[437.06286701 366.28262783],[417.42651527 359.59841989],[399.17951433 356.10221284]
[318.43974667 304.41533379],[356.43692668 259.81265262],[394.40285859 227.75311388],[416.89862378 195.15951211],[429.62077779 156.66403294],[427.14546533 265.2749289 ],[484.59464639 285.03205371],[450.84509058 278.9703238 ],[428.17933004 264.64265496],[411.97130393 298.6919508 ],[474.50199673 318.07720135],[432.76942958 312.59600971],[412.60698885 302.5723026 ],[397.33475354 333.74587691],[456.27740632 351.05977113],[415.32069346 337.1987813 ],[394.10577859 325.30516015],[382.97120061 365.82782735],[431.24719171 377.13904439],[406.12261184 362.4579058 ],[387.20223464 353.40718721]
[317.66633181 312.71261509],[353.01305023 264.12745778],[387.7892681  232.04271104],[409.35699092 197.89522469],[421.93449941 161.89385957],[418.00576502 274.49619924],[470.8955588  292.53614102],[439.80844767 289.16545061],[419.47455405 278.37329646],[406.34900457 309.94278667],[467.77555306 326.65685539],[427.52311583 321.22094204],[405.79678712 311.08599084],[394.64422025 343.40338492],[452.04805561 357.18287607],[412.91122662 344.75735674],[392.19170773 334.73928131],[383.12071092 372.816093  ],[425.83305843 378.52926352],[403.05796454 367.88016881],[386.74380202 363.34510561]
[303.60597822 311.69116737],[336.52748304 264.53935997],[372.93354916 234.0907632 ],[396.20350877 203.07909092],[413.48426955 163.15207615],[404.50512025 278.36246111],[444.91522854 292.35551074],[416.97820471 287.71960007],[402.28461573 280.40421653],[396.48607139 313.54363728],[446.54489882 328.55260514],[412.09050807 321.14497129],[398.0407018  312.15296644],[387.26758959 348.45545177],[434.75046405 361.05361186],[395.79788967 344.46948354],[376.39666251 334.6273491 ],[375.96066405 379.61692764],[409.05343792 382.24241168],[382.47336907 366.77967588],[364.14751328 361.70214929]
[289.09352661 316.0342737 ],[322.54497409 265.77640018],[357.53330996 233.64492949],[381.07428054 201.50872471],[399.77334159 162.4691404 ],[391.65431146 273.93126111],[438.73780283 292.33956595],[412.03182283 288.06792833],[396.90923709 278.50372877],[380.69549941 310.62049163],[436.6342197  328.24854771],[402.1185958  323.41807527],[387.9773788  314.46116902],[369.38215879 347.56201972],[420.85062072 360.82182342],[382.37413284 345.45241406],[365.97823124 335.00349217],[358.82432876 380.82508888],[395.43718418 387.96932685],[368.96323616 373.408736  ],[353.31695089 367.52774168]
[287.95063813 312.55309395],[320.29348668 266.47301139],[353.04312045 237.86935665],[378.3999508  206.99487157],[390.49753769 164.55445124],[397.44297737 288.67513319],[426.59518586 287.7059556 ],[394.24392989 286.41201008],[377.34738982 291.98101159],[388.59223708 326.75837115],[422.32871835 332.48764047],[383.8272275 322.2495507],[371.7706472  316.93478437],[371.83908146 359.34481008],[400.85734351 364.50821214],[362.27786976 345.96662016],[347.39535287 343.04475952],[352.59153456 387.04972492],[376.0831541 389.8806552],[355.28673382 373.92222391],[340.9820383  370.69095009]
[267.31994063 314.02353467],[311.83015853 267.8341649 ],[348.12657413 237.96093555],[369.47090922 198.84684973],[380.43611842 157.5430023 ],[382.58477604 280.33070404],[411.72523422 296.60204311],[381.54905843 295.42726666],[371.68147791 288.9902546 ],[366.99359987 315.56773081],[408.10686483 333.95576949],[367.78316306 327.18401169],[356.74335029 315.96273071],[352.64988381 350.04848742],[391.60989095 361.25199007],[353.74371323 347.92910102],[341.46728753 340.55681947],[336.74029879 379.84955833],[370.8125848 382.3174644],[345.57799503 369.13974907],[328.04554806 363.60034301]
[269.40743103 314.95737036],[297.82506568 264.67094915],[332.84987905 236.09212016],[355.14125167 199.36174554],[367.88720924 154.81543181],[359.11602414 278.43792829],[395.86640742 284.0128858 ],[365.14990556 284.00125666],[346.87845146 283.40069124],[351.91047368 313.65502313],[395.647541   326.13744656],[355.14829558 317.28399434],[339.32897074 311.71068818],[342.13856987 347.62788366],[384.80364841 361.78398393],[344.58356719 346.4903447 ],[327.45690086 341.58602432],[329.86516278 379.51280953],[361.2504876  388.13410216],[337.78586989 373.14625969],[323.65796887 371.77935809]
[246.29992741 318.8340827 ],[281.73059138 261.45692665],[323.12629521 225.44759019],[345.99410526 200.045377  ],[354.5890325  166.43829461],[327.1931845 250.3599697],[393.64071676 272.76278237],[367.76728634 272.19987046],[343.68492515 260.64300112],[312.91514081 289.67896857],[390.73039051 318.07336042],[362.8986239  317.19211832],[340.73932074 306.13869556],[300.52952779 328.78471848],[375.2051545  348.78528633],[340.50715941 343.93927159],[314.19273261 332.45236408],[290.75794365 365.80654598],[353.65670057 377.17822782],[328.95621992 369.51690579],[308.55961922 358.13431211]
[236.6351287  303.40294451],[278.75444381 259.26327764],[316.00564857 223.67417105],[338.05120413 182.74362884],[352.0773253  141.77282166],[331.55010179 257.72480358],[384.05977716 278.68456678],[360.36564427 279.25542224],[342.24675939 270.76168086],[316.14261179 292.26194803],[378.59720924 318.32837198],[343.22651775 316.45061884],[328.53672274 302.62010689],[305.24221426 326.39406249],[366.06880835 350.13874898],[332.9770453  341.48120393],[318.64356979 329.13960778],[296.54536025 357.08515046],[343.47729562 369.88543277],[324.39809022 361.68227742],[309.90843465 354.13103122]
[246.27908424 295.27544191],[280.97623058 251.15611508],[321.16072793 212.61191316],[345.48681534 170.14750842],[363.34495389 139.52335535],[340.66461037 249.94799725],[380.08605424 267.60839948],[351.77198685 264.8706378 ],[335.47155748 256.82868159],[326.88899992 289.24693136],[376.36463117 310.70321542],[335.3960353  304.13921711],[318.4826753  290.25520085],[312.64263495 327.8146988 ],[360.50973681 347.32823631],[320.84070984 332.58915997],[302.76088988 320.24956768],[296.70037469 359.03848251],[335.71549323 369.28331116],[312.89576158 352.7555616 ],[296.79548282 339.6621526 ]
[239.52842813 295.0580453 ],[278.69991249 246.00372395],[315.05585636 210.85042653],[342.31126364 171.13798231],[360.22378596 129.24896097],[353.40333947 249.69577204],[383.87157606 259.55928385],[358.49575651 259.27879565],[347.25661267 254.58543125],[342.42360989 287.8282603 ],[379.42637129 304.42150501],[344.37829835 299.48226184],[332.97645385 289.27011479],[328.45525774 324.71313362],[364.10558114 337.21261052],[327.6376515 324.1392168],[311.85630616 315.36655164],[311.77177076 357.44664248],[337.87820325 359.97815462],[313.57835207 346.84630293],[297.64734394 339.4012097 ]
[253.11588999 291.90116874],[283.93836379 237.14326039],[321.3522046  199.34020335],[342.941603  167.5146141],[355.64968922 130.17259327],[344.49421721 238.41785217],[404.51703942 254.60134788],[371.40933424 253.48152897],[348.95967571 243.83170593],[331.80337886 276.36247696],[396.14293864 298.59404233],[354.34249458 292.75341178],[335.59300534 277.13761434],[318.41755496 313.83785479],[379.57994046 332.85963821],[339.43845228 322.97809309],[321.3983778  308.39201891],[308.13263105 347.10715025],[357.40828633 360.71944   ],[327.35909682 348.29667554],[311.17914228 334.42789345]
[258.34823278 290.96132802],[295.94159015 242.41341483],[336.7727177  203.47285623],[361.15499205 162.07293001],[375.67878743 119.04507259],[358.75663154 232.83253234],[421.05344648 257.07509067],[387.76559437 254.98704387],[363.99960227 242.10766351],[345.74905662 270.96368771],[409.08190792 298.08755108],[365.9682333  293.16173009],[347.40206595 274.60749574],[332.68020892 308.47125693],[396.27172843 334.28441855],[357.91938273 323.50296614],[339.68888772 307.0780886 ],[318.21665356 343.21820306],[371.62850974 360.28834221],[348.01750815 347.57564117],[332.68872186 332.79787968]
[273.74200957 285.66702057],[311.69487346 236.99724409],[350.79350459 200.49097202],[375.84214655 156.96087418],[391.15451604 114.26862477],[386.20171257 231.0503153 ],[443.59303108 252.07889763],[410.64663857 252.39667639],[387.26242315 241.23068683],[372.20582661 269.14459551],[434.11550797 291.38880837],[391.72903835 288.75597289],[371.71535653 273.51678619],[357.3026926  306.84524214],[419.25084322 328.56246929],[380.89059079 316.56669431],[360.27017918 301.32543092],[341.12497224 340.59880775],[393.42020203 352.51781689],[370.51127002 339.76570541],[352.80686454 330.13153582]
[284.5223896  284.61899453],[330.06427105 230.53566266],[367.39620513 193.73803565],[391.72636904 151.53811087],[407.96821291 106.56356348],[400.21255576 239.17914745],[458.02914116 253.79080551],[432.44766221 251.36842032],[415.33114853 242.30775914],[389.64970511 274.91719687],[452.99032674 295.05065571],[415.34886684 289.73287705],[396.09384372 276.12558799],[374.02626109 310.309933  ],[438.59727785 326.57471371],[404.08226048 313.638121  ],[382.20089859 301.08456669],[357.04792198 343.96562773],[411.85628967 352.60441068],[392.0198366  342.47783808],[374.12753671 335.79814807]
[322.49606535 281.44554953],[355.60522082 238.63354765],[400.64687995 200.52795799],[433.94706488 163.08910528],[452.41776582 124.74667258],[438.82907046 236.93106095],[498.81017087 255.65052297],[474.1182736  253.48494151],[452.21135832 243.22670796],[426.01063542 271.84633464],[488.87365459 296.53496967],[454.11630842 293.91654808],[429.26069394 278.41054078],[409.6914439  305.05174498],[471.66876612 329.57632808],[437.32663973 320.39960433],[412.30623577 304.85754495],[392.59487664 336.83769159],[446.54322307 358.67299169],[427.56923601 349.81059757],[408.69817021 338.16237099]
[340.45645967 291.94621468],[387.78611013 239.78784666],[424.28675062 203.08598311],[454.19123812 166.46349379],[468.65197413 128.33388201],[456.950446   240.57009052],[531.03819817 258.0102981 ],[504.7294939 262.7033582],[477.01690465 258.47952675],[444.09994436 276.97347391],[518.57427994 294.42512089],[486.8372442  294.84952991],[461.75921049 286.02267514],[430.30367425 311.24138522],[497.05545661 325.78959234],[466.76515719 319.26265949],[441.73321668 310.55128641],[417.27398618 342.66963904],[474.14547064 356.00385085],[454.8077052  349.83921718],[435.25341325 345.1237522 ]
[353.26817663 288.84915116],[396.92545099 240.66397011],[443.61750618 203.68000737],[480.95378465 172.06225008],[497.8800758  135.85376099],[470.18218501 237.83729172],[548.49257466 263.92854435],[521.27026656 268.45512336],[493.75468234 260.06641296],[454.5584585  273.05208705],[532.90498829 303.23278326],[503.37506659 303.82868846],[478.38614135 290.38486421],[440.27680876 307.13621943],[512.86954609 334.99608019],[488.33286001 331.90656908],[465.41901355 318.89934352],[427.33297935 339.82410835],[487.93179258 362.59275338],[469.87742172 357.11699705],[449.03523897 347.44790315]
[367.65824893 293.12148774],[414.70263097 248.0047367 ],[456.16761617 208.89605254],[489.21025008 175.38936216],[503.4796041  138.09959855],[480.79270188 239.97986553],[550.80441267 261.37223865],[528.10450532 266.98822888],[505.1846943  260.87076849],[465.38716946 277.7812846 ],[541.67097316 296.00133481],[509.47604931 295.53411442],[487.08233079 283.96877394],[450.26209578 312.59661186],[516.92457405 330.13752716],[489.38186105 323.04524151],[468.92108979 311.33519003],[439.97485479 345.40454975],[493.48973657 361.09975553],[471.99559319 354.48556008],[454.92500946 349.14897013]
[370.97642971 293.5994625 ],[413.35105761 245.21527678],[452.01119133 208.54785158],[482.74882538 176.12883332],[496.95941022 137.96767803],[482.22208639 241.32843791],[551.60982151 258.99901434],[526.62236851 264.0644343 ],[501.49934791 256.98172761],[468.7002243  275.91255018],[540.83787564 296.84359585],[513.32888094 300.05142676],[491.11046027 290.13877926],[454.78211379 309.72090925],[521.0223122  329.65533378],[494.06103434 325.19039292],[473.08163878 314.91279469],[441.82683984 342.594445  ],[500.74245055 360.69825986],[481.77776671 352.7656274 ],[462.61951902 343.9785614 ]
[369.90331354 301.92450841],[411.52948439 250.435888  ],[449.65759552 216.1543882 ],[478.0535322  180.89224867],[490.78178435 138.99700917],[475.02763843 246.76745757],[540.80973977 258.77177734],[511.32247393 262.51793445],[488.14984194 257.81820023],[463.58891897 282.56543381],[536.50213368 295.81733214],[505.34592702 297.98569492],[487.78959947 293.15309816],[452.68441698 317.38496547],[518.35901125 329.94370177],[488.5736015 322.9905891],[469.91829966 316.47115208],[443.34565227 350.70246275],[498.24405162 365.2460477 ],[479.75653632 354.56422912],[462.30289598 347.37440149]
[362.50805283 306.57873732],[400.19342199 260.07881831],[435.18900566 223.86251604],[461.07326176 190.96503882],[473.78810445 150.89880425],[465.34596709 255.88684248],[531.066885   270.84585982],[503.06692753 270.53951086],[476.54042997 261.82280116],[453.09933465 290.13760555],[523.92386115 303.8466049 ],[489.91106758 303.08998116],[469.04627452 296.0259149 ],[441.28157523 323.90283129],[503.5392078  335.39746623],[469.91072015 326.75804907],[448.4858877  318.39688443],[431.01900674 355.43731297],[486.15595321 364.53811164],[464.22759801 354.67667967],[444.12621435 349.96025685]
[348.91379479 314.44473335],[381.69088315 270.52776328],[417.0220371  234.80291657],[443.08533519 199.72232444],[455.75132016 162.56270478],[448.67056177 271.6135633 ],[501.38936196 274.50991737],[480.80228826 274.84761047],[461.78997865 272.33393994],[441.76438934 306.03407261],[509.55942546 316.04633708],[481.93093459 312.96180355],[456.7476567 301.4698282],[433.08203651 340.37232908],[497.07780903 349.7940805 ],[466.39698155 337.84832775],[439.21308512 325.8859523 ],[423.81708145 373.71814855],[470.10009021 383.41167264],[456.01868335 373.9228616 ],[438.7189057  368.26115962]
[332.94976956 325.91414369],[370.51813233 276.93331759],[402.084095   243.30940396],[426.15556131 209.27410238],[442.58445403 171.11228166],[430.09821192 280.74082324],[475.69292274 293.03985616],[458.14845328 291.19993027],[442.35950421 287.65583597],[423.64329918 317.8872667 ],[477.27485136 333.06818636],[458.3232434  325.98449885],[442.93187634 312.82852315],[414.88358176 353.15263061],[467.6392074  367.97333601],[442.08630771 353.97811451],[422.38365962 342.98643462],[405.33756806 383.28192738],[444.40258732 390.28040568],[429.26697345 378.1107449 ],[411.13885473 373.5821858 ]
[332.22370192 325.8233451 ],[360.11731971 280.39335833],[393.36209225 249.43861702],[414.68979097 216.23988653],[427.72782697 177.83755698],[423.97643022 283.26288225],[476.58348501 297.65168635],[449.95966198 297.53770498],[428.81872026 291.64545913],[414.64908657 316.22017709],[472.84326987 330.5799782 ],[438.17871243 331.40873758],[419.36172442 322.07909846],[405.30305307 350.25445783],[463.58594541 362.73888487],[428.23123762 354.88994306],[406.83722738 343.37620411],[396.27613883 379.98012231],[441.466143   388.67818404],[421.1080856  378.18741603],[403.44792608 370.25578936]
[325.96699996 334.59898811],[356.56740279 284.53311665],[384.72916577 251.57526225],[404.759875   218.63769843],[416.63337959 181.18395608],[408.8779269  289.06221238],[458.32423047 304.73595853],[432.8809818  302.76117076],[416.35904032 294.99943067],[398.95490992 324.68518985],[459.93853261 339.34063917],[427.23111092 335.59693846],[413.25711532 326.94289495],[390.11375937 359.22638664],[450.47859301 371.89675205],[413.49815886 359.85834504],[392.51694815 348.86652278],[380.9370692 390.9306014],[427.5124721  397.91712313],[402.09866537 386.98709678],[383.00350006 381.65681598]
[312.20280853 347.22231761],[338.57461982 294.25090045],[372.74478947 261.7713844 ],[394.68502499 227.25469772],[408.87495386 189.3812994 ],[403.07285326 303.35512868],[442.40327856 312.38150962],[415.01672988 310.78563541],[398.82916    305.72258777],[392.59915396 339.21769247],[444.29106499 351.91295455],[409.65243191 347.33340914],[394.20090687 337.6885758 ],[384.50168572 373.94624034],[435.58908902 385.86411394],[396.08165861 373.61522896],[375.12155403 363.09720167],[376.26026903 405.20294356],[413.81172442 412.9696825 ],[388.54478371 401.94519119],[372.0569989  397.37925387]
[292.79559297 347.33783178],[324.32512182 296.44838946],[353.67970788 263.46979359],[371.58409648 227.612093  ],[388.89147982 188.80352505],[378.23518885 304.99919174],[423.46117192 314.62591144],[398.97504054 316.24662815],[384.85726228 311.46206873],[370.42184571 339.9214761 ],[423.36525704 356.45444842],[387.14910537 354.54566128],[371.67858156 341.84410708],[362.62535977 375.03010161],[418.79358663 392.81479248],[380.54949416 384.04779818],[359.61230809 372.92737832],[354.07007873 406.55924926],[396.29115176 419.93278537],[371.89348077 410.20746451],[352.6947675 404.2222727]
[276.07129103 334.13510229],[311.07198608 290.57699679],[346.21562276 260.40941815],[363.04581251 218.46187878],[370.12539531 177.74657499],[367.9151986  301.42072065],[409.14069262 310.54566493],[377.60389592 311.35169441],[363.16313062 308.19294032],[355.78535247 334.96887874],[404.95765159 349.88048848],[365.21213473 343.66795656],[355.10391885 334.05391832],[344.29678554 368.9138608 ],[391.58456209 379.72231487],[353.40975816 366.36400086],[340.29442003 358.99389811],[333.76408062 398.78406259],[372.99715948 404.72220471],[349.90480959 392.84699078],[335.0159575  388.36582096]
[233.70264633 355.43872699],[286.46331901 286.87560071],[323.41911507 245.15947828],[347.13182588 210.70516398],[356.91335147 168.40045429],[317.03059472 257.38965782],[382.00790519 288.95504729],[374.14341827 298.2921583 ],[363.59091364 291.19376816],[300.09367746 300.20162833],[378.43594386 329.81436633],[371.05111408 329.1316794 ],[359.2144187  318.61207951],[288.66280523 342.63702011],[364.80591825 364.11251817],[351.84130288 362.88918355],[337.88089746 355.92102594],[284.05346491 380.76674687],[341.24973541 390.61249026],[330.78406853 391.91387867],[313.83371781 385.43321759]
[254.4728552 315.6338892],[279.72509479 261.79061093],[310.41508034 216.79824877],[327.51005331 175.49482252],[343.93067781 143.43284085],[324.97179945 254.25882692],[374.38384347 272.87255884],[347.57487193 272.77890402],[330.97813687 267.25522723],[313.88176441 297.69117324],[370.59365719 318.25062112],[332.50359538 312.76238018],[314.69905131 296.59523457],[306.24319781 339.243419  ],[360.89449119 357.63052919],[325.32475343 344.75626995],[308.42408191 331.11937468],[300.82033024 374.36380766],[338.87800732 384.82773302],[314.39807359 369.11232049],[302.41460276 353.57213793]
[233.70730042 309.704158  ],[257.61636421 248.72714813],[294.34880677 205.61811899],[314.31784107 170.15172764],[322.76391831 132.86891598],[303.91095337 240.98950306],[361.99867985 254.67290964],[328.71074458 248.78022602],[306.94558426 238.1116926 ],[294.25616232 285.36067712],[359.20197998 298.72230368],[313.96560015 289.89825019],[294.01363842 276.40591428],[285.54418719 326.14940529],[348.43592296 333.50591672],[305.82299681 321.07980851],[284.24457141 309.76792508],[278.20559538 363.45091249],[328.34690098 367.11574615],[299.34327901 350.40372515],[283.5025913  336.13963396]
