[246.46216161 378.38837195],[282.88343639 375.98965776],[294.1644798  356.33362228],[284.11265174 332.71018808],[265.61581904 313.5296402 ],[301.41553403 309.91119127],[311.46674603 275.1756628 ],[318.85139466 251.21425809],[325.06966074 233.51516116],[278.97231823 308.15897135],[277.32627338 302.75588066],[273.11717105 330.72846581],[274.51312469 340.79917468],[253.95006267 312.50698432],[253.04608115 311.37161669],[250.41861459 335.44773505],[252.12600591 344.15979917],[229.87218401 317.07924216],[231.00890682 314.75957441],[231.82782887 330.31001427],[234.28706132 338.55408001]
[305.91813696 338.73119536],[350.41795124 333.04260382],[377.38969614 297.69090208],[373.40941606 263.42572674],[351.9689722  250.28480805],[369.58871726 237.17547357],[367.84430326 190.06877912],[374.03031725 162.68474038],[381.21397968 137.83519567],[342.97617445 237.76746331],[350.08788337 222.19089683],[350.34994351 262.16309532],[350.31665377 273.41621844],[312.38761177 244.33734707],[321.09084588 238.23791526],[327.06119134 276.7358313 ],[328.25997276 285.86647376],[283.68986502 254.07598438],[295.44878167 252.856638  ],[302.4786498  279.85638542],[304.03368072 290.19101035]
[307.85576126 328.76427305],[349.39537585 323.81004427],[373.62659357 296.94355148],[364.19429367 267.57815506],[339.59878982 255.75478933],[367.67281534 233.06606017],[368.8594038  191.46201746],[374.07963539 164.54362067],[379.87942683 140.57693807],[340.48468236 233.32319766],[348.16041337 227.3527822 ],[352.50506375 269.00475478],[355.71760679 279.51747267],[310.79567992 240.65719393],[320.89261711 244.2215065 ],[328.0402233  280.83331549],[329.81231519 288.30848373],[284.41571317 250.01971047],[297.17272307 252.19391474],[305.21983168 277.17207729],[308.22048419 284.33303713]
[305.83034433 342.06215728],[349.21657685 335.59079878],[379.06859106 303.48703703],[373.99881385 269.97288882],[350.22576666 255.49754472],[366.99884703 243.67916259],[365.68612228 198.13390724],[370.60439647 171.14302413],[377.30658181 146.79660634],[342.13200023 243.95480399],[348.76815291 225.73652422],[348.54495989 265.34804914],[350.37711983 278.23157283],[313.01289415 249.29211459],[321.06007164 239.38014912],[325.53312118 277.40702968],[327.40533794 288.34463725],[285.3801149  257.20956321],[295.94617504 253.6985923 ],[301.87959981 280.89612553],[304.69276032 292.12883251]
[302.9594755  342.78170943],[348.07494275 335.89538979],[373.73898928 302.91788442],[371.26727054 268.56862431],[351.3644617  251.08802259],[368.01243324 242.10838241],[366.3818807  198.25046515],[373.51750594 171.15279841],[379.14851852 146.17517252],[343.36411972 244.71589924],[351.36362959 222.7654095 ],[353.10887374 259.96226725],[353.28600853 272.73967747],[314.37485754 252.77854137],[321.24511756 238.14153135],[325.748386   275.01645973],[326.23988749 287.78326068],[286.61689576 262.79685048],[296.74162215 253.09072346],[301.66311417 277.10272818],[302.14087336 288.33010898]
[302.3705144  338.00734319],[346.62543364 335.69030505],[370.23424172 304.13062972],[365.83056635 270.33203742],[348.19812485 251.84640362],[368.49460764 244.10658664],[367.05590357 201.92765839],[373.16261013 174.4945479 ],[377.72802961 148.36321496],[343.08635518 246.63126536],[351.94915705 226.71525759],[352.0475838  263.40437174],[351.84791768 273.23946362],[313.71424807 253.82625266],[325.85219571 242.9497103 ],[329.75716398 278.25218761],[329.11003542 286.42184088],[286.80903272 261.77500056],[299.6620993  256.05815254],[302.54355721 280.92129992],[300.70565451 289.89576103]
[306.02359055 333.31251489],[349.59969444 333.18371308],[380.25855897 306.69287653],[374.17404984 279.56492088],[346.56231606 270.02897342],[368.99898294 246.5996539 ],[368.85272879 207.97275547],[375.85599058 183.30296971],[384.80808942 157.42446336],[344.66534465 247.55828806],[353.62401736 236.25011714],[354.07950417 276.32531775],[355.14495534 287.40106621],[315.94670571 253.70292104],[326.89814977 248.36728121],[330.75306003 285.69445557],[330.26837215 296.51662268],[289.69298615 262.09399362],[301.97962664 257.45311055],[306.79296417 283.90493912],[306.37134757 295.53096569]
[311.68233313 327.73341903],[357.43413449 328.86406487],[383.32355611 306.16195823],[377.64473868 277.61854305],[356.44123004 262.36090521],[378.9891147 246.5689386],[375.29055157 209.78396502],[382.56762143 185.47323872],[390.78642697 160.13170228],[355.5245853  248.08208305],[358.78500121 235.69431937],[360.00366197 268.88235352],[361.76123986 276.36030602],[326.97820314 253.95401265],[332.78975938 249.10449491],[339.02443309 280.46507958],[340.05572299 288.27290325],[300.03810589 260.45432604],[310.88031076 257.31398553],[316.7918507  279.22509026],[316.34040457 288.42793516]
[317.99422294 324.15865856],[364.25017596 327.09974008],[391.73335767 305.5533369 ],[387.20869722 275.3651457 ],[366.28393956 257.8595833 ],[383.72743646 248.0002986 ],[385.6890996  210.67766519],[392.58402603 187.96349578],[401.06236025 165.60724248],[359.0500107  245.55693914],[370.36294291 241.18406897],[369.78138947 278.54026365],[371.13375573 288.40494385],[331.71028245 248.74148889],[343.2095561  256.11440459],[342.76246646 290.74855375],[340.17449093 296.82088752],[306.64925132 253.92937112],[320.51037384 260.2889819 ],[322.68035317 284.53055593],[321.3384599  291.05026312]
[323.57697141 323.18028372],[369.29378862 328.82433575],[399.40528319 309.94846905],[397.69995205 284.31824444],[376.37182356 264.09479913],[392.81896823 253.3563728 ],[393.70153745 217.35066533],[401.14644097 194.01222959],[412.89584181 169.67041601],[369.52606126 250.47044179],[375.93792709 241.39562857],[374.9845104  277.36012313],[377.58156942 288.22825611],[342.88116803 252.22489804],[349.85358003 253.61133185],[350.92145143 287.62151355],[351.0880592 295.8231544],[317.18994923 258.76816871],[328.58416865 257.82693106],[332.57489849 281.17644128],[333.05367099 291.23836564]
[327.44687075 325.875487  ],[371.68773713 332.27857736],[401.46552988 312.53227038],[400.0664135  286.36766891],[382.93139074 264.11134259],[399.2054035  259.30513329],[403.50028786 226.81017705],[412.34322552 203.87811904],[426.05589643 179.260782  ],[378.62193038 255.53293291],[386.21252214 241.28683634],[381.92896136 268.37726564],[383.53454727 275.08838304],[351.72093197 256.38859201],[359.15530654 251.50532174],[358.08303729 285.2154369 ],[358.08806314 295.75056158],[325.12855479 261.01078158],[338.72290779 255.19512452],[340.98364872 278.67573044],[339.975568   292.70677556]
[339.86538538 318.38590502],[384.86439764 324.06383641],[408.36274829 302.97059178],[406.60140158 278.16818302],[387.89275579 260.81268419],[402.50636216 246.76052916],[406.68449758 211.54468042],[414.53161147 189.96066053],[422.88582988 171.43650007],[378.17539824 245.72452177],[388.64025595 243.20055864],[386.64305408 278.62273336],[386.54607199 289.36273097],[351.98119467 248.95329566],[366.52916933 254.86827258],[365.36669603 285.7903953 ],[362.72611009 293.07657754],[328.42982905 252.32973975],[343.44185694 256.90753454],[343.3149685  278.15004169],[341.43389584 284.52133277]
[341.89569536 314.17112301],[384.25976464 318.86340337],[411.10792423 299.54867393],[409.91566073 271.4793618 ],[387.44152749 253.82568937],[405.71863584 244.93604431],[412.78390164 207.47204308],[421.22874127 187.38747019],[430.12802363 169.32882201],[383.04015041 242.21286774],[395.13664583 231.74553192],[392.41622293 267.36718422],[391.90250024 279.29499113],[357.18667971 243.67922305],[369.70940675 243.63825231],[368.9112353  277.23766781],[366.59493369 286.29808241],[332.80128897 246.75952334],[344.7123777  248.85375408],[345.84684196 271.57142226],[345.57792912 279.55977886]
[344.14631899 307.90959753],[384.31292365 314.52908597],[411.26536127 296.4690746 ],[412.10048803 270.82773634],[396.6243332  253.30893127],[413.43971043 242.87019149],[418.66955064 205.73877844],[424.78832616 185.55961472],[433.05851564 168.24836162],[390.57640455 239.28458398],[402.44970252 229.82938645],[394.30871533 263.27186502],[393.82549723 271.14642804],[364.98980184 237.8529504 ],[374.50241927 240.21831605],[369.52572211 273.40002014],[367.86781904 280.00169231],[339.61962334 239.00347219],[351.81808736 242.08048722],[351.37256919 263.95372031],[350.25640563 272.2024993 ]
[344.19853891 305.74687379],[385.88988081 313.71472613],[413.1947572  295.23165541],[412.73965054 268.28649635],[395.24669794 250.58680821],[414.65864098 241.69339233],[420.60610274 204.6277833 ],[427.68277975 184.17915018],[436.67687311 166.80899072],[391.06273145 238.72925836],[402.9454218  228.94200887],[394.49835479 263.35141271],[394.26647784 272.22877   ],[364.88818388 238.37993843],[376.80407894 238.56174187],[370.69075871 272.33615611],[368.23591789 279.95601231],[339.93717578 239.19389178],[352.72881531 240.24240201],[350.94235766 263.65605463],[350.01211612 272.67989395]
[339.79772069 308.70979474],[379.95172763 315.67957629],[410.73156577 294.70308337],[415.68237336 264.4041363 ],[401.87953431 242.62408894],[409.04594591 241.03216218],[417.12502152 204.48847019],[425.69506496 184.65379056],[435.04034495 167.74649396],[386.97107996 237.40571482],[397.02678222 224.49856393],[390.97005669 258.32148662],[390.46762165 268.94365376],[361.9980345  236.82064532],[370.39566352 234.49776728],[365.44199856 270.13187573],[363.72146706 278.98634476],[337.01260386 238.25085407],[348.47134788 239.73580407],[348.01313502 264.55197709],[347.73020074 273.98362922]
[336.58314147 300.51034281],[377.15429321 309.09268617],[406.44031287 291.72066999],[407.75770329 269.23381215],[386.99277526 254.42382326],[402.79674336 235.99811667],[407.72399489 200.89890969],[413.22521369 180.18277601],[420.72382718 162.24092467],[380.23299404 232.31011596],[390.37160133 227.73533614],[384.89382076 260.43977216],[384.60003627 269.58726416],[353.7321003  232.69595264],[363.96163785 237.60833775],[361.90641823 269.20809373],[360.90784729 276.14475567],[329.36063904 236.15592662],[340.26878564 240.66010469],[341.06491074 263.70631675],[340.90547295 272.70360626]
[328.91001507 302.28260501],[370.66133175 308.71204965],[397.07989311 289.86012731],[396.17398484 266.49682191],[378.91118459 251.42587653],[391.76022323 235.31859289],[397.12733661 200.58164262],[403.63613684 178.09585764],[412.32631144 157.36137981],[369.61141605 234.19290924],[380.43029369 227.03152527],[376.24343991 261.67799153],[377.5707336 270.4122726],[343.10841593 236.35052495],[353.54372003 238.25805736],[351.53489525 270.19360798],[350.62494732 276.45109955],[318.70048025 240.65924408],[330.72918404 245.18094498],[331.42213666 267.61147465],[330.90075592 275.43045035]
[321.67712883 315.62310029],[365.49060076 315.71249621],[390.45102474 292.85190966],[388.22748912 263.47804583],[369.76051626 246.20496396],[383.24609747 238.93686945],[391.21897683 200.33579696],[400.55771748 177.0363648 ],[411.23475255 156.92085794],[360.19425121 238.60634245],[372.18925536 224.17111063],[369.76100929 260.03049707],[370.33740259 273.35815801],[335.05519395 241.87079906],[347.27199311 239.85377802],[345.56803837 276.50633201],[343.59834639 286.64889994],[310.56239818 247.29673214],[325.81993827 249.076882  ],[327.50462497 272.11834281],[326.89890569 280.37743769]
[318.23192569 311.95907099],[361.62931594 308.71064061],[385.12559632 285.99766001],[380.85473812 264.64878949],[362.51873572 257.49522719],[373.24072741 232.1969724 ],[377.6797177  196.21406864],[384.70166295 175.45375888],[392.81044812 156.41958536],[350.54975396 235.39398716],[361.24646704 230.29111161],[361.52451595 268.37340157],[362.39078856 279.06660361],[324.5871198  243.11789666],[339.96857871 244.13091505],[341.04021347 276.3383318 ],[338.71202402 281.56622919],[300.87172624 251.93233078],[315.93218742 252.91751477],[318.09593902 274.10478092],[318.0411078  279.37316073]
[311.63992838 330.21347434],[350.06423327 317.03997275],[368.852434   286.93998092],[362.32939143 258.21425732],[344.20964326 245.44750423],[354.03656464 239.11515175],[359.21236216 200.99593973],[366.42686282 175.98489878],[372.99278632 155.3353137 ],[334.16268839 245.44343487],[346.87071638 228.34301332],[351.84464096 262.36507336],[351.14892224 276.0900627 ],[310.86721817 254.43484149],[324.9696147  245.03368506],[328.51487086 276.80160609],[325.94243956 287.35974813],[289.91367838 264.32311215],[303.87825894 262.72756092],[308.45499406 283.69509835],[308.30784075 290.71249901]
[300.7559441  335.54469912],[336.98298096 328.91999058],[356.32098671 297.4044941 ],[351.44169617 269.3946363 ],[338.19905062 258.14646815],[345.946835   246.87608342],[351.5364369  211.01399766],[360.59045456 186.17211947],[369.47941794 164.67570666],[325.83487134 251.61883048],[336.30951548 237.41611588],[341.97556134 267.82020306],[343.23728837 279.12877752],[301.63117962 260.52287412],[312.48229487 255.97122209],[318.69198126 286.37188828],[318.38775414 294.65720624],[278.71408905 272.34608051],[291.68332711 269.22308523],[299.08106474 288.84337824],[302.7713242  297.41775164]
[298.58725987 339.72056631],[336.52429594 328.92333211],[353.82652227 298.6196555 ],[347.38727754 272.68652596],[334.02082321 263.15734588],[335.53282949 252.87327725],[340.79484133 216.69918708],[347.23659702 193.10640442],[353.96779219 172.32290132],[314.74705537 261.09051531],[320.0836467  243.17602061],[328.1710427  277.00720403],[331.32761563 290.67134988],[290.20530464 270.53863032],[296.89045721 259.62409631],[307.89954163 290.34761538],[311.25568106 301.62401799],[267.33056742 281.72662988],[277.22781392 277.76108279],[287.31779739 297.52299979],[292.40374616 306.32337768]
[288.89454283 344.82061432],[332.55567981 333.5689295 ],[346.95027942 302.88875606],[336.44496045 274.55471817],[319.9707373  263.12355729],[329.33263509 260.54595544],[334.43481665 224.09483647],[342.54015954 197.8131072 ],[350.25060177 174.4361498 ],[306.63236607 267.54571533],[313.85881993 250.04712742],[320.27746027 280.1889469 ],[320.87259766 290.87541957],[280.86308009 277.18857471],[291.44225858 266.81307793],[299.75724436 294.24717834],[299.55479377 302.30487799],[256.4264086  287.55827945],[269.27627997 282.29017067],[276.79368592 300.00605967],[277.67480025 307.90246417]
[282.43742669 345.16771866],[323.84791141 331.54890833],[336.13573237 303.44752096],[325.93211165 278.4860567 ],[311.5604081  267.66799368],[320.9688435  261.59280269],[324.87394628 228.13730622],[332.39690473 204.05893555],[339.2763383  183.22314426],[298.79908999 268.73632643],[302.82501859 252.50619003],[309.39223614 281.99268449],[310.26768749 292.83497927],[273.89571989 278.86048956],[281.38504768 269.87728464],[289.69459946 298.19877533],[290.79879553 308.08195828],[250.60032011 290.19622955],[260.27938025 288.10674844],[267.21952054 305.66485154],[269.07976545 312.45386467]
[271.13733295 352.98292758],[314.19851083 342.00901267],[325.53170902 311.95664811],[312.9525595 285.6741782],[293.91641505 276.57325723],[311.48260321 267.90955782],[315.3260728 232.7870316],[322.97349532 207.65733677],[328.4829213 185.2780346],[287.62598209 273.05798574],[292.25616331 258.7198239 ],[298.24688202 287.32467845],[299.01306366 295.4244803 ],[262.52512856 282.71516938],[269.57951801 274.51093127],[277.46422275 301.21053012],[277.30431547 308.48836316],[237.53160508 294.88401627],[247.64751145 291.99864731],[255.74156376 309.43323355],[256.62558094 315.48727617]
[263.62806977 351.99199876],[308.56679925 338.60497806],[312.18739811 311.46115182],[295.31961161 292.55429464],[275.30489804 285.67316363],[297.47526233 270.16581477],[302.97386636 235.36161809],[309.91233259 208.36566456],[316.57723268 183.97336462],[274.23432216 278.22073846],[282.55071483 266.76119485],[288.21386863 295.27101665],[291.52102454 302.27283571],[249.79308353 289.79857125],[261.13618073 280.5633986 ],[267.9947166  305.70241414],[269.22160181 312.85962613],[227.57871346 302.60486734],[239.61281321 296.10302091],[245.49737213 310.65327142],[246.5302429  316.29207076]
[250.93391782 358.4867257 ],[290.92706854 343.41272689],[299.0481533  311.77160092],[287.34315471 286.53888423],[274.02229405 277.08864537],[285.31643662 276.39910333],[291.31174691 238.05718813],[297.69321216 208.8815408 ],[303.52161944 183.43166614],[264.1069735  283.41609796],[268.13011959 261.9344568 ],[275.0307751  290.40387687],[277.29255934 302.74772929],[240.61914055 293.87470182],[246.14794787 274.53459768],[255.50339869 299.8989604 ],[258.50132998 311.7638574 ],[217.36927149 305.39078165],[224.50708179 294.51789567],[232.82588643 309.41546558],[236.42832291 318.74843119]
[244.04078301 357.66568192],[286.54688628 339.45246789],[293.69670068 310.48520395],[281.00349699 289.19071914],[268.72236629 277.29566315],[278.02728528 269.71319787],[285.22715613 235.73587416],[293.82244107 210.37834286],[301.34384543 187.90281853],[255.63983432 277.05500653],[264.06937323 265.585435  ],[271.12863982 296.77479558],[272.44123148 306.86607727],[232.23376723 288.36156445],[243.62900416 281.83652678],[251.56428073 308.84108843],[251.6916224  316.78399372],[210.37133974 300.4927077 ],[221.2110676  297.99562065],[227.88318368 313.66106004],[228.90115224 318.15036439]
[238.57132055 365.14355988],[280.95785079 347.65050955],[289.84702896 315.90964789],[274.96299545 289.94429531],[257.00217849 278.89080589],[276.34867794 275.78012325],[283.82405546 238.20922958],[292.47392917 211.8674396 ],[300.95498128 189.86522347],[252.2110989  280.21258839],[254.71896377 258.96683754],[262.16954517 287.97420813],[265.0614484  301.08472302],[226.32564265 290.76023493],[232.1519026  273.25615434],[242.50696896 300.44494195],[245.49619035 313.04280607],[202.57107417 302.06331778],[210.54961976 292.94618336],[219.14188289 310.40835201],[221.074793   321.21094492]
[223.50553012 368.93188889],[267.70811412 351.66778502],[277.41933942 319.08036404],[268.9327154  290.97777015],[254.58050873 275.2556846 ],[262.23934787 274.48542728],[267.67612596 236.86996166],[276.84284906 211.29786332],[284.91230461 189.63923888],[237.26052867 279.46934098],[242.27682432 260.92103704],[248.94216354 292.91744431],[248.48084238 306.88166881],[210.32324065 290.35048131],[218.98737492 278.41661245],[229.27210996 307.97941075],[230.2382233  318.71344747],[186.37454029 302.2921298 ],[199.28112263 297.54206718],[209.27086915 315.16136199],[211.23109834 323.1138916 ]
[204.7341293  376.33293332],[245.3044404  362.93099867],[258.97310215 326.40677319],[248.72428356 297.67696969],[233.49136563 280.80253077],[250.55949468 275.1629192 ],[259.04511675 236.50489262],[267.20331264 207.92621768],[271.22075063 182.5557308 ],[226.04880654 277.37657447],[230.89845069 246.50647911],[237.22231912 254.75064393],[236.94774492 252.91847325],[198.58986663 287.77788096],[205.77706572 271.98367137],[218.17711745 310.15059484],[220.2678774  327.59671965],[172.78735932 300.67393897],[182.02100203 289.17256456],[195.06702215 314.30868058],[200.04252043 330.06866887]
[198.95374061 372.37904647],[236.65404162 361.27444801],[251.50458183 331.13878687],[241.0770454  305.32342442],[226.57464823 286.45900233],[243.24554781 273.80147454],[250.01192215 233.59487362],[259.27752885 207.6527379 ],[263.78738892 187.98803954],[217.55481283 275.33806135],[223.73379724 255.26638046],[232.12078473 284.68924749],[232.24040458 296.20694122],[190.33619079 285.81171555],[197.11693062 281.07441532],[207.08052738 315.08049454],[206.89191736 326.12039579],[164.61910839 296.35904576],[177.53349525 295.25261595],[186.83614634 317.70955857],[185.58097299 327.36362254]
[190.95450318 372.63971381],[231.29519296 360.75967999],[240.36729508 328.87374332],[225.32872383 301.89020024],[209.05718049 280.73164931],[237.3810998 271.3490097],[244.34207575 230.71078502],[250.41634306 203.35986988],[253.19534226 182.97035486],[209.87185946 273.83139959],[218.33885646 254.6903936 ],[227.40257787 278.25427451],[230.72977989 284.72114098],[181.56421281 284.94904299],[189.73390609 284.3851304 ],[197.02952678 318.7002191 ],[196.4849636  328.60198492],[154.6931602  295.63993695],[168.29460605 295.09807083],[176.34561913 316.9513846 ],[175.38040014 325.88122178]
[187.07218604 370.18255116],[229.35741883 360.7726284 ],[239.34486348 330.76306236],[227.85164183 303.41296676],[214.64720365 282.31252144],[233.01662601 271.04880397],[237.44453415 228.36551606],[245.00580848 201.95256303],[248.8087404  182.58846986],[205.66898065 273.71129297],[211.24116869 254.43294681],[219.58562964 286.16033101],[220.20985164 299.21221971],[177.16774948 283.72008293],[182.53852628 279.6341677 ],[192.63146732 314.81186443],[193.13773313 324.68937545],[150.30799297 292.16114391],[162.5822091  294.21230114],[172.94701577 317.15023181],[172.66533264 325.66223674]
[188.00861213 360.23583155],[226.43828505 349.66624947],[233.95242352 319.96125185],[221.34953366 294.79179491],[210.24206371 274.54864684],[234.60278406 266.81111907],[239.57497788 224.1729173 ],[245.0115479  198.36765007],[247.77399375 177.14452973],[208.3566183  268.07872829],[216.65115051 240.83447906],[223.94713295 247.10568636],[226.69918377 241.28501017],[181.38020562 277.11964994],[186.52605793 273.02896207],[193.36934016 308.63989678],[193.13433151 320.57110076],[155.20173363 286.25243955],[165.65583582 288.75480604],[172.15606222 314.08806433],[171.76415943 325.51887611]
[183.74108797 349.52144783],[224.81581912 338.07029185],[234.95478359 307.370887  ],[222.67001716 280.84319525],[211.18215068 261.76886239],[230.70940506 258.30174748],[237.16995462 219.60976795],[244.58116177 196.76340025],[247.85798933 176.4895503 ],[207.14953477 258.49077276],[215.13552583 231.6924708 ],[224.006713   241.40877098],[226.991668   241.00031757],[180.69664822 267.41661035],[187.10312336 262.70469844],[194.45188665 298.05283934],[194.37814338 311.98194581],[155.29116003 278.10415237],[166.14655391 280.93863977],[173.31285889 304.51421864],[173.97107854 315.34410827]
[194.24459961 352.97805829],[230.5356701  339.41563419],[238.77813513 307.87304837],[226.89429299 282.0744342 ],[217.10807346 263.29758714],[240.41387925 258.30161975],[250.05495766 218.05177243],[254.58747877 193.53006888],[255.24611226 174.15001686],[215.06302531 256.96745068],[223.65834604 221.52019006],[229.40906659 211.23004297],[231.78609251 197.81941512],[189.9437133  265.20032485],[194.32493927 254.37960424],[200.23150692 290.42890272],[200.63577809 307.11093237],[165.93391421 274.85743559],[175.39441339 272.29782024],[181.12849026 298.36534539],[181.52797566 312.358414  ]
[200.09681974 350.86246605],[232.85931215 340.78573651],[245.86645989 310.65882234],[238.5360319  282.95560462],[229.78648166 259.64206907],[244.81325007 259.62791187],[253.29040368 218.09719105],[257.52331998 195.51991377],[258.09113182 179.58761639],[219.84627424 256.4056077 ],[228.51163304 216.93745045],[234.93341458 202.27138413],[238.4632349  186.47777829],[194.64326278 262.83159919],[201.99641146 246.6838342 ],[210.25078484 281.1291513 ],[211.12463706 299.83169322],[171.25084018 271.24716333],[180.85767536 264.1749646 ],[187.35278791 289.05277981],[188.16084967 306.06298588]
[206.44070798 342.96304259],[240.91514153 331.5750571 ],[253.42253852 301.10174729],[243.67921403 274.48236801],[231.75058144 256.42505723],[249.34234274 252.94442595],[258.29137243 212.16309467],[266.34823393 189.53894443],[270.91941767 173.36655258],[224.81027677 251.04105951],[229.1277986  218.76539147],[233.19552333 223.30349798],[232.29723734 221.98114505],[200.53062713 258.8019141 ],[206.46739241 245.7044923 ],[214.5026738  278.70722243],[215.4591729 294.0605754],[178.00582197 268.61466732],[186.53141499 263.39685232],[194.62860205 287.66056891],[196.47660913 301.99378959]
[214.26159583 345.48484835],[249.52120698 333.44797727],[261.62415888 298.29981163],[252.52516727 269.18525644],[240.07313369 249.21636675],[259.49280894 253.50266468],[269.83504146 215.47919604],[278.84395956 192.4526104 ],[284.13897246 173.31985454],[236.8656059  251.13429873],[236.98828827 211.57271278],[237.67547058 201.49938996],[233.88937796 189.31208844],[212.582432  258.6562276],[215.07039816 237.59304674],[226.31893469 273.02463672],[229.02745386 292.30685542],[190.39800416 270.66916549],[196.26833072 258.09435555],[207.71462902 283.6018626 ],[213.31534387 301.85624703]
[227.64297782 326.10106596],[267.21276722 315.05881203],[275.79682878 289.41014134],[265.95973786 266.53598795],[250.11455721 250.52704443],[270.1623876  249.77454365],[276.01282778 214.11389371],[286.03915081 190.27668998],[293.80956134 171.44421969],[246.8055071  248.19227119],[247.52898263 226.63943082],[252.83086346 253.06016783],[252.96592368 267.55799866],[221.40378715 255.37812735],[225.17847531 241.70411797],[233.20084532 268.94097774],[234.68815036 282.3946002 ],[198.05551956 265.8985941 ],[202.83472669 256.84899251],[209.73857965 273.84363466],[211.51958603 284.95990915]
[236.86659698 331.451404  ],[277.20358542 316.64400247],[290.91734121 284.71786302],[280.48288386 254.23564501],[259.52937026 239.48804888],[280.54762177 247.93430082],[288.33128652 208.17465577],[297.29159914 184.01079112],[305.76600147 163.21973092],[258.93958147 246.96155016],[260.9277942  219.28165631],[261.82414864 252.17584425],[260.36996013 267.15504403],[232.94239323 252.33611174],[237.20657545 228.81611809],[244.82979736 261.17115889],[245.80172336 275.64564023],[209.19573918 262.33165635],[218.64500789 248.16586744],[226.80077719 268.3191241 ],[227.98897453 280.86086508]
[247.9446077  315.35196127],[284.80725076 305.97926909],[298.54786403 280.7898261 ],[290.73483525 258.73065972],[275.34379675 244.71450989],[292.15952652 238.71440925],[300.65457956 204.31325464],[307.7437862  179.25501464],[314.07129247 156.44927355],[270.22640817 239.18319612],[271.32609641 215.78222001],[270.38614619 244.84437525],[268.85324549 256.29517629],[244.03099061 245.42708999],[247.70273426 227.88074056],[252.92208748 257.58986218],[253.53425778 270.3761111 ],[219.96217394 254.32945696],[224.50413327 241.66179338],[229.27494736 258.24375998],[230.05995337 267.89741155]
[258.58279145 302.98937511],[295.15628074 296.4165323 ],[309.51737803 278.79918319],[302.90453586 261.68270568],[288.32139133 247.24688547],[302.17203812 231.61389471],[306.66275183 199.64844595],[313.0001563  177.45942871],[320.31335471 159.23256332],[279.87605748 232.52615581],[282.68410045 216.611285  ],[281.34115422 243.81373619],[279.48528793 256.10986448],[255.2225805  240.23921727],[262.59815127 231.94307006],[266.81660596 255.92285969],[266.751223   266.74308653],[232.43821604 250.56921396],[238.8237119  247.35900349],[241.05227543 262.50574667],[240.65223648 269.81614537]
[269.73068621 298.98768831],[311.3420625  289.21600516],[323.59990577 265.90384207],[314.39493148 244.87389939],[298.78039837 230.94283754],[313.39289088 223.28421022],[317.19495307 193.79474339],[324.89059949 171.23832382],[331.53369978 149.55910932],[289.38613611 226.4950574 ],[296.64797759 215.76309403],[299.52332171 241.44451039],[294.70432282 250.07095904],[263.72506625 233.49966594],[275.62016922 225.80380572],[280.80888914 250.5976693 ],[277.10175667 258.6609902 ],[241.15925186 242.91896154],[255.29258851 239.06222922],[260.67664357 256.93215379],[257.59474868 264.84870197]
[281.72157535 295.79973464],[316.45546159 285.60402349],[328.51479743 263.17162015],[323.23293499 241.29770387],[312.80931029 224.33243604],[321.56355883 227.11664806],[327.56793189 193.9408541 ],[334.31500272 170.53689427],[338.73504302 152.40085094],[300.41966108 228.2147282 ],[300.49486963 208.27625346],[301.00933865 233.20715808],[297.43195332 246.94031647],[277.13290311 234.11040723],[279.55110428 220.08253374],[284.22307191 245.66415909],[283.63419597 259.80743845],[255.08559308 242.7217572 ],[259.43613866 232.89343361],[263.79604663 250.15647537],[264.36482558 261.41865914]
[289.58219765 293.6260643 ],[327.99632469 284.35448095],[343.58029522 259.54320623],[338.06763102 236.98019106],[322.8533294  223.52256844],[329.81828099 217.72697377],[329.63911095 185.84039788],[335.32633062 163.43100503],[340.70105776 144.15798662],[308.7534238  221.04910891],[311.59273157 209.1551724 ],[317.12188892 239.71345227],[316.46949067 251.79448323],[285.36947811 226.81208483],[292.09388432 221.4290346 ],[298.57261652 249.20218297],[297.2141346  258.44276999],[263.01595264 234.66135687],[272.43053932 231.63594769],[277.43330194 251.8434761 ],[275.70222231 260.75883892]
[302.31677225 291.74462228],[337.72411176 283.18832658],[352.43810563 257.22568375],[349.95868847 233.47494433],[334.88775024 219.07178991],[337.39556185 216.52836122],[332.30485443 184.11110501],[335.56899943 161.76672906],[338.59662282 142.05167506],[318.34666104 219.6815288 ],[322.25095637 212.53603852],[329.23786713 242.4690586 ],[328.7814929  254.61069147],[296.89823176 226.15320701],[303.64045225 225.64394962],[310.02139487 250.17458049],[308.14674409 257.45295168],[276.03899569 233.54739013],[284.39238964 235.29418328],[289.29094527 254.4953262 ],[288.52244569 261.37348301]
[302.84982588 294.34901116],[340.78767333 287.67293946],[357.41260529 261.76685955],[355.08246865 236.78703821],[339.73672557 222.61920491],[343.73840071 219.77150605],[338.52487133 186.58368178],[340.68788023 164.34714128],[342.86432133 145.3955174 ],[322.81142131 222.46870429],[326.81808534 214.95755921],[332.97182562 245.8415067 ],[334.05422236 257.91140914],[300.83931382 228.30139054],[307.55415357 228.1135822 ],[314.17384242 255.5462926 ],[313.95966934 262.59449462],[279.97572687 235.19554987],[289.33121497 235.91067727],[294.47917392 256.63204018],[295.1486452  264.57199687]
