[220.80988275 411.44018879],[254.58638012 408.68501057],[267.78552521 374.4485495 ],[247.00968324 345.96475169],[220.8547773  319.54881042],[276.60977703 310.34694104],[294.40368798 269.53752178],[307.34001912 242.2773787 ],[319.55957939 219.79450671],[244.90172169 307.20110824],[237.82636721 250.81257823],[237.43522325 209.69789924],[238.86196098 173.13125562],[216.20764004 318.10563683],[211.36544007 298.6967972 ],[219.58550637 338.32766541],[224.39781427 358.03150275],[189.63779681 330.89813922],[190.05459848 323.94000747],[199.73530983 352.4931592 ],[208.56991923 371.86641941]
[122.33577115 327.70540441],[149.1579753  321.53259158],[152.97671965 299.64899313],[136.00263461 274.77918295],[116.12471946 244.98797995],[152.30396174 242.62796257],[159.78302045 207.53659061],[162.67882373 179.59753488],[165.07475192 154.91994953],[121.77853034 245.92520704],[110.60353332 202.57421407],[104.74043666 171.33073082],[ 98.98330859 139.50898233],[ 95.8811518  256.35660532],[ 80.77351398 248.68795965],[ 92.44338256 280.08185584],[ 97.97624747 295.81474511],[ 71.35218265 267.19422962],[ 60.44261542 266.1864485 ],[ 72.661092   287.45058617],[ 81.63760267 301.91805321]
[123.95709918 329.77995717],[146.7958878  327.30057292],[150.19464732 303.22244258],[129.00952195 277.25781995],[108.12359021 247.64958343],[160.93505079 244.18435859],[169.50570901 206.40660594],[174.29554794 175.39980435],[176.05891632 147.4473654 ],[131.9180213  241.69826491],[123.98747106 194.59274141],[120.97777288 163.11084965],[118.51130325 130.08744158],[107.75002352 248.07970974],[ 84.38449856 239.25800031],[ 96.23354088 275.8633059 ],[102.79328043 294.68965258],[ 83.10172182 257.12947079],[ 66.07707829 257.58705684],[ 78.45268762 284.68402955],[ 87.41938897 301.78945735]
[127.2470143  325.39910724],[152.2329506  321.23494585],[157.42211015 299.45216532],[142.43007683 272.81259529],[123.88002825 238.07098634],[166.27631395 241.35807099],[174.94896115 201.96285273],[178.10082039 170.6442679 ],[180.26732447 142.26449307],[135.73284313 240.08997923],[131.88458347 190.10116142],[129.18313672 154.4094616 ],[126.54198207 119.49764675],[108.71427037 245.19226246],[ 86.50862041 232.15091959],[ 96.81992213 268.33861234],[103.53759369 288.9504902 ],[ 82.32354744 251.75766178],[ 67.70606265 249.26330055],[ 80.22193846 276.2596013 ],[ 90.03741123 295.38209395]
[123.99341862 318.10335073],[148.90888055 315.79781391],[159.10898477 287.76920043],[139.63657974 259.60761435],[115.47800022 230.15788378],[167.22998219 230.02073895],[176.43214258 190.51149051],[182.7197288  159.42782471],[186.8610781  131.00549199],[136.6025698  226.37170089],[136.09735445 175.40273109],[133.65723743 141.16216141],[129.74490432 104.06731296],[109.79678392 231.61540605],[ 90.05368946 223.53187687],[ 99.31205326 262.70713605],[104.74431445 279.67554356],[ 83.00671869 240.80048188],[ 71.61101428 239.59024317],[ 81.61392197 266.65217582],[ 89.31789478 281.97802407]
[127.26297883 312.85053984],[161.06856806 302.85367212],[168.62894909 267.40475432],[151.92289526 236.10268164],[125.36489538 206.9994772 ],[182.26338116 211.2535198 ],[207.15186609 175.05569437],[222.58261569 150.12804955],[232.63475681 128.18468347],[149.97905518 207.47152157],[145.48835795 152.70978593],[139.26750599 116.7247467 ],[128.14824797  89.52112249],[119.74718954 214.86653966],[105.06630912 191.87828786],[116.39801181 227.14115044],[120.50656505 249.21005791],[ 91.58631025 225.49735683],[ 86.05403216 215.81397952],[ 98.14838316 243.93089767],[106.3173803  264.61839746]
[136.52738839 303.5112689 ],[168.16363834 292.39197004],[185.21188335 262.22443127],[174.46595263 230.11408981],[154.95718038 202.47472868],[192.59121904 200.48197176],[216.77523069 168.743577  ],[233.01234164 141.44985927],[243.94083469 115.44656263],[159.80222248 190.52751255],[159.44006243 141.60011143],[156.62074131 102.42338168],[148.88337026  71.91427206],[127.89073932 198.05659142],[115.7108901  176.66482265],[124.56243183 213.67483472],[127.46932461 239.44068786],[ 98.38797308 209.73107488],[ 93.11648673 194.02979941],[103.82498345 222.65622592],[111.56456703 246.82290659]
[147.32015724 292.80182082],[186.28107589 272.51105429],[204.6636099  231.26700678],[206.56440919 196.36661699],[194.59395899 167.1087105 ],[201.05256475 173.97158939],[231.26274108 136.24188543],[249.02690659 111.65281411],[257.32595382  93.40417217],[172.74682305 169.19420212],[168.28399162 115.19869544],[164.77285393  76.76070527],[159.06299088  47.41143502],[146.19481044 177.32645721],[132.41254334 145.97161882],[142.37559756 182.30400247],[149.73417907 214.28282916],[122.60824338 190.36776641],[114.60705655 168.73807948],[123.75157461 191.74110856],[132.5965062  216.17491686]
[168.85358666 233.00070923],[201.22976429 237.2311604 ],[219.47165717 206.42197707],[204.03103083 177.31532005],[181.83016551 146.38342361],[236.85153352 143.01468016],[261.04016442 106.21782239],[277.08829767  81.82307098],[286.40375405  60.44222458],[204.04568732 133.66485766],[200.21599296  83.84451262],[201.73806772  50.19066922],[201.34127253  23.43169886],[174.3469621  137.00306173],[164.13845429 126.45159962],[169.2521498  163.22159261],[173.7974921  183.09228831],[147.03669186 145.61655109],[142.03824047 139.60819501],[147.64938711 164.4870739 ],[152.45744929 183.13588924]
[183.21369326 239.04552248],[218.7592447  232.41121319],[239.4779709  193.45883011],[223.56362306 158.18567972],[204.52529354 128.38992251],[257.98189755 132.83880855],[287.53310778 106.34549618],[302.74925038  84.97738016],[313.84918052  64.32552887],[222.31253233 122.53636468],[220.85631151  76.36757904],[222.93068615  43.48898666],[228.23784222  16.93393542],[191.20632531 126.17216024],[187.57036189 105.0198751 ],[190.70966622 137.46434236],[194.64637971 155.83914291],[161.52862844 135.50321165],[159.62209577 119.76859825],[166.88896177 143.87872489],[172.39252116 163.59633134]
[220.76083938 227.40653595],[259.35703582 214.43948462],[275.77777621 173.05393718],[266.70792918 140.4428814 ],[253.03135831 116.90185538],[301.65981051 123.59664211],[335.18189299  95.74157457],[352.61582963  76.02569746],[364.89616945  54.57222846],[269.8177506  118.16632943],[276.87303528  66.7291356 ],[288.16303115  41.0491553 ],[295.66150142  16.26787292],[238.34196297 121.90917378],[236.34890346  92.96577375],[242.3027806  129.69044933],[244.85119027 152.15382372],[208.21522607 126.42148301],[205.86258598 108.14253576],[213.40216656 135.1678874 ],[217.4574562  157.11440987]
[252.50231648 219.59763354],[300.05426386 206.4246244 ],[316.44469162 168.86816818],[308.12736219 134.20344124],[299.31629241 107.75650795],[333.15480738 117.50277101],[365.70389816  87.71527517],[385.65293985  65.84978175],[399.97680778  51.14820927],[304.3135487  108.93855711],[307.15681727  54.76294398],[315.47543642  27.25173646],[320.68079376  13.97769817],[276.4178577  111.62815631],[276.98976246  79.06122473],[282.21128955 110.35001239],[282.27096207 136.42104979],[252.53021846 117.47105116],[251.77920526 104.68416758],[258.11860312 136.8907592 ],[262.34407831 166.46152839]
[275.79996091 222.33652943],[309.76980766 212.11362348],[337.74491469 178.29015653],[335.37697174 146.03987378],[325.51116447 115.54341017],[349.01701457 126.2613656 ],[375.35563417  98.06644986],[391.64425451  74.09340864],[405.57334959  56.36598242],[323.15926221 113.45093788],[323.9439342   67.12174256],[327.71263279  35.26622218],[333.63887895   8.23497585],[298.64429047 117.13565741],[301.67553415  87.45158187],[303.76719985 121.48058387],[301.32758199 148.38158285],[274.18186954 125.12695915],[277.62924202 106.49173404],[282.60438046 132.49297884],[283.0685445  157.18733911]
[292.21845126 228.05741162],[331.73686911 218.30020469],[354.93682019 183.70922718],[349.54979559 155.37361132],[336.27453217 132.74219173],[360.22367613 134.977751  ],[382.89447404 104.33671386],[399.03250262  81.2888262 ],[413.73799527  62.44073723],[333.74236331 126.04070758],[333.58523231  76.79383935],[336.98707632  42.79271658],[338.70912109   9.84950406],[310.01128723 131.1903743 ],[308.99955996 103.60504454],[316.03359679 136.05146431],[316.90052251 160.19448424],[288.56702689 138.66674364],[290.47074992 119.1563141 ],[296.22432939 142.42404586],[297.74718558 164.16969598]
[309.13243309 240.00723134],[346.8915517  238.73836386],[365.99140414 206.40174864],[356.5731579  182.00058956],[341.79245295 157.67979419],[374.74307717 156.42068226],[396.56119268 125.94020265],[410.6750168  101.59802768],[421.56350829  80.99780758],[346.49015674 147.95458254],[347.28470348  99.83475068],[350.03179422  61.91987345],[352.53037376  29.05708548],[321.30847712 152.06961511],[327.00625226 133.69495629],[333.3538034  165.19788875],[335.6615506  188.44514764],[300.01692873 158.285347  ],[304.94087126 145.99875319],[312.1406577 167.4758629],[316.71819391 190.14882785]
[311.11933999 280.95358884],[356.93989881 265.17532346],[376.49602895 227.63241262],[365.11954986 196.10289112],[348.1166461  170.44223529],[381.94724054 180.92117066],[399.6916431  145.73205257],[410.7454602  118.32437715],[423.26618501  93.87225295],[356.51078532 172.55501638],[359.1401467  124.26215266],[365.19683222  87.28260979],[375.03856901  53.43431072],[327.50959041 178.37638441],[330.27520592 152.91211512],[338.20185589 188.63920588],[343.78586007 214.82009514],[300.81562091 189.96301844],[307.86818948 172.44462544],[320.5045899  196.48186565],[331.28474139 220.91547828]
[332.5442959  280.81926118],[374.99627411 277.23307058],[391.76844434 246.23102707],[379.94799748 219.07914382],[364.36636414 199.02161945],[398.85671097 198.52112309],[419.79293452 164.82893535],[433.92475754 141.09266888],[444.49153193 123.5363269 ],[371.36086741 191.16846891],[371.57790585 143.25254862],[374.70307062 109.87168077],[378.27220985  78.88940501],[346.07350997 197.49774894],[352.02713604 180.67219233],[361.05995308 211.46625587],[366.16271385 230.62333568],[323.46187129 206.22192458],[331.13122708 196.06130458],[338.69462777 216.34870196],[343.14767684 235.37234313]
[343.68680063 300.84876586],[381.35006392 299.93474365],[401.77585298 272.40464097],[392.45482013 246.57588069],[377.32473268 229.80549839],[407.91806009 221.41963079],[429.67658375 189.47862595],[442.51493177 169.6746809 ],[452.48799132 154.83211451],[381.30878026 212.14629326],[384.52629315 168.68837197],[387.71509277 138.7487141 ],[392.23737569 109.61650176],[357.10701161 217.91843561],[362.30662772 203.83542824],[370.7369214  235.93961679],[377.72474878 253.90129831],[336.08576454 227.4306886 ],[342.08147673 219.57782756],[351.39113409 240.14085799],[359.68612327 257.58889134]
[351.90892911 309.79282791],[385.43906654 310.5165461 ],[406.28338632 284.30702208],[398.77381523 260.39574603],[385.71927836 242.00582626],[411.00764789 233.13752075],[432.46117128 203.32493684],[447.17599839 182.50633054],[457.98555028 166.65809405],[384.95115653 225.79833756],[386.60074906 182.37369538],[390.97154141 153.59289561],[393.63013494 127.82864842],[361.9459497  232.24194267],[371.73795026 219.37052036],[379.71752959 251.069084  ],[382.41670943 268.60418325],[341.90967476 242.13345961],[351.39648387 235.55716967],[358.43202078 257.39824573],[362.3134259 275.8820874]
[353.29707528 322.92996395],[389.06824934 325.91462845],[407.06063811 299.05588693],[397.4652717  272.38063881],[385.75732908 253.16883435],[411.52852059 247.76271258],[432.35167522 216.75746674],[447.4177051  196.50267061],[460.49646209 180.53106615],[384.73664407 241.21025777],[388.15369649 200.11222658],[392.07956679 171.47168503],[394.86040675 144.39337061],[359.93306819 247.90492313],[370.69071625 239.08748956],[378.69288587 270.14351745],[381.66257663 286.40258734],[339.12350871 256.86774065],[349.85374776 251.42838152],[356.70180552 271.21293013],[359.84072529 288.22641542]
[344.52997977 342.1540565 ],[378.77367155 341.60982843],[400.46442896 315.67771703],[390.20195026 291.14236694],[374.86425794 276.24797141],[406.20711917 263.55450096],[426.43623987 231.80739317],[442.3190087  212.51186983],[455.8280284  197.07011212],[380.21834202 254.62186562],[384.39535081 214.1532807 ],[389.64294566 188.08474645],[394.17769942 162.05987775],[355.95494055 259.29610585],[361.87763604 252.23185913],[369.64243391 286.08201558],[375.29272662 301.71327802],[335.94962352 267.7879519 ],[344.86593731 264.87944144],[352.06378377 287.12891237],[357.53306777 303.17986961]
[339.23279282 342.33845738],[378.99546149 345.02501554],[398.22397547 321.06637972],[385.08387567 300.67380407],[370.64174121 285.56790266],[403.71610829 270.38549382],[423.32718581 236.6108678 ],[438.79985412 217.19348385],[451.9967035  201.19466588],[377.1776143  263.52947326],[381.34378217 219.37292474],[385.44911211 190.4537823 ],[392.01433926 164.36547984],[352.99262221 267.4738402 ],[356.40514657 258.27761274],[365.26281686 286.69595395],[374.85542225 301.10226404],[333.37025756 274.93630538],[340.61775045 270.66486206],[349.03808103 292.86995337],[357.14605228 311.17623565]
[340.49001394 341.83096085],[377.4265722  344.68383696],[397.94825145 322.86726312],[389.32714801 304.53442788],[376.9770472  291.27229412],[400.49949822 270.29681411],[418.99881453 238.25141347],[432.85127854 218.93150977],[444.73743222 203.69497021],[374.25960887 263.91445775],[378.14526625 223.48798474],[381.79326086 196.5624279 ],[387.85308709 171.71104481],[349.90511448 268.64856325],[355.49870658 261.68193938],[363.78254589 291.95150613],[371.86003211 308.84604046],[329.68661916 275.16183316],[337.86155895 273.68349727],[346.63414028 294.63633815],[354.88686662 312.64831043]
[337.51575587 343.07061355],[378.99293192 347.79945318],[398.77074176 323.79234953],[390.89122263 301.7355961 ],[377.1416928  281.88898924],[398.22074039 273.0225443 ],[414.51046323 242.17840902],[427.25551431 221.66297151],[437.22892663 205.23673568],[372.74549292 266.9607822 ],[376.98673336 228.94569589],[382.99762612 200.21125743],[387.80612572 174.85622849],[348.62395411 271.39726383],[359.14401441 264.13377484],[368.56546758 291.53084735],[373.40175536 308.5826898 ],[327.11090346 278.60173509],[340.10207204 275.06573536],[349.54799757 293.53864211],[355.68396577 310.45850844]
[332.37900337 349.75544832],[368.98742643 354.72862653],[391.35107413 331.43779981],[386.03730777 310.8048126 ],[375.30297967 295.48638734],[394.33857096 279.74499452],[410.75506451 250.45493775],[424.48742457 230.49392907],[434.95143614 214.48048067],[369.84708087 271.30807829],[373.81785176 233.98579202],[380.52068096 205.83165051],[385.27951429 182.73587489],[346.51225117 274.30178695],[356.38850608 267.69664876],[364.82213955 297.70777739],[368.58277898 317.14741748],[326.54853869 281.31297776],[337.79820539 278.35634737],[346.70294338 297.20478807],[353.65831635 314.52553467]
[331.7649446  349.04297598],[366.12440347 353.48982593],[386.68966154 331.72720338],[385.69360401 312.94360323],[375.54985599 298.68033561],[382.83026602 279.8468215 ],[398.90862076 251.02812082],[411.0109307  231.22366239],[420.07781081 216.44973819],[360.51052826 275.56757529],[365.99569623 241.52182095],[374.18594679 213.46897208],[378.3588225  188.95497343],[338.95150547 280.86749917],[355.31896587 277.25584822],[366.52806532 306.56458649],[367.57314316 327.05393515],[319.35676981 287.75070954],[333.15160041 287.9088861 ],[342.80175566 305.11584313],[348.08191661 321.49119554]
[319.23473102 361.90011087],[357.85167276 363.55645914],[377.88972875 340.40958463],[371.83809632 319.49019439],[359.92706471 304.41203636],[373.93651178 287.99236414],[391.15851601 256.94328015],[404.56259182 234.92136698],[415.62937798 218.3223955 ],[348.91995933 281.34899012],[353.70821284 242.13712401],[359.63239008 213.56405448],[363.37496378 187.66655123],[326.88128579 287.47506404],[340.38911534 278.60681683],[348.24511692 308.05432012],[350.09370783 326.25745704],[307.98235861 296.04605552],[321.13227226 291.52369603],[328.22491207 310.85051106],[332.08971419 328.43462639]
[308.11516065 373.92066583],[344.21915217 371.13387393],[363.75308033 346.45811985],[356.85150699 326.74141401],[346.55923625 311.14404704],[364.82658802 294.66194564],[381.33833666 264.29419849],[394.50677955 243.32362309],[405.79031415 226.48445388],[339.01938004 288.01419347],[339.58350313 248.79417315],[343.79660991 219.18931738],[345.61042044 191.36415361],[316.41315761 294.6749126 ],[324.17969769 287.08552348],[334.83483884 318.32452705],[338.55984456 337.37719596],[297.08719499 305.19256745],[306.30232219 299.9026935 ],[315.32716407 318.98415672],[321.38653912 336.50708819]
[297.67196885 388.58493547],[336.52868101 390.03819461],[352.70523124 362.11199356],[341.00337394 338.7417795 ],[329.16418701 319.8307916 ],[359.30062235 308.65748299],[379.7507552  274.10352267],[395.92718127 252.7218347 ],[408.04912956 235.54523271],[330.91899888 301.73846926],[334.8511763 253.3467649],[339.27771258 222.03605076],[342.47214391 194.20581637],[304.99557715 308.15959351],[307.13715522 293.95654706],[314.92243335 323.87933045],[320.67875125 341.30551817],[282.84979061 316.28931279],[289.27996741 308.32881717],[297.10341636 329.38323785],[302.09802856 348.07090836]
[290.79978941 386.724365  ],[324.58608525 390.2575431 ],[340.18527046 361.26408502],[321.04620523 335.37101552],[302.11954488 315.84636773],[350.91521467 310.6455792 ],[373.38459865 277.07087442],[388.35616215 257.04970304],[400.10680599 240.29675381],[326.44257095 302.1793375 ],[330.68526139 255.82509575],[332.08504057 224.16297543],[331.84877303 195.3007861 ],[300.38974071 304.24999065],[294.04272744 289.87210543],[303.34732111 321.10971342],[312.5687374  336.66375869],[277.69331571 311.62478783],[276.95446904 304.94692819],[285.95069086 327.95529505],[293.91050073 344.63016252]
[297.04176361 389.7709464 ],[328.76500199 388.2296487 ],[341.28230945 362.83659246],[322.22645614 338.8955755 ],[296.14310639 317.94498666],[355.21689834 312.04723118],[379.01265414 277.26521327],[395.98763429 254.67489792],[409.61308634 233.86041769],[328.59526956 303.49708951],[329.91017731 252.87589194],[329.09134411 217.34407152],[329.05552065 185.41656801],[302.06857041 305.62196405],[296.12485415 296.38859482],[305.79068183 327.91014509],[315.8136938  341.86292242],[279.29423103 311.67905989],[275.82748425 309.49069418],[283.98682656 332.8388533 ],[293.32413667 349.05542945]
[299.67926855 392.46228036],[331.79597176 391.06455709],[343.31881658 363.30619049],[325.10597668 341.0790261 ],[299.09620416 321.9193435 ],[356.0701156  312.47174537],[377.55096411 276.46904796],[392.95459835 254.77674464],[405.02247103 234.59669619],[328.215544   305.10538174],[325.59749712 256.14828665],[322.18485408 221.87838831],[319.31610365 190.15330952],[302.50075812 309.12676264],[294.82977295 300.84371266],[305.29753996 331.41369818],[315.4860004  343.58279114],[279.51601904 317.48852275],[274.08261451 314.52176532],[282.76725306 336.95307334],[292.1727103  351.43163338]
[291.96222597 396.01652387],[324.25306476 396.52652411],[337.31682491 368.4210889 ],[319.84529282 344.64033679],[293.94498417 323.10095477],[352.99448481 314.65069937],[374.61014619 278.72099134],[390.21143447 256.06023483],[403.20112898 234.23422929],[324.3795452  306.46109582],[323.91458861 256.20182643],[319.99263923 220.56367845],[318.41982112 186.77263371],[298.25387106 309.86416234],[288.86410119 300.39423399],[297.99347272 332.38422366],[307.94065791 345.15271879],[275.09936648 316.86753974],[268.56059726 313.01926512],[276.41174682 338.65752508],[285.61636086 356.01769459]
[282.98362561 394.81734183],[319.7611224  396.58897829],[331.8645331  367.57399605],[308.17991162 343.15117712],[280.24811051 321.96470027],[347.00567728 314.30507535],[367.29803461 280.19277506],[382.78783341 257.58740954],[395.47425525 235.45713231],[315.80894798 307.01066039],[312.63973838 258.37471509],[313.63818819 222.04622391],[312.35732699 190.34495884],[287.52232699 311.60969127],[282.76323922 304.31918907],[292.97765412 334.62544728],[300.06096607 345.69426195],[263.14210946 319.66483174],[264.2480768  318.25883154],[271.5837499  343.36923995],[276.8944615  357.78653003]
[262.88850268 409.77819805],[295.82706949 410.19682412],[310.46866431 383.34405466],[296.36474499 354.62076054],[278.79113632 326.17014053],[335.09100357 323.26516821],[360.35340576 291.86641968],[375.89842067 264.20496315],[388.88674518 238.23325348],[305.54476654 311.01540498],[310.19324825 258.24874367],[309.74154898 219.16544757],[309.83431813 183.98049871],[277.11452973 314.7282963 ],[270.30472384 301.34512033],[275.51890872 334.36078538],[279.15690838 350.43200962],[249.67321077 321.78920097],[247.20757173 315.68896194],[253.67558919 342.63581792],[257.44494445 361.36114495]
[258.4089163  394.96633738],[293.70669536 400.30334563],[309.55191864 375.56989727],[290.17235372 349.21513084],[260.73885118 324.59021893],[326.8281352  315.64122276],[347.46365526 280.08486266],[364.2882742  259.53348257],[379.25904899 241.27290922],[295.5156274  306.54198479],[295.33304127 257.84713933],[294.26230667 220.98584266],[293.91408867 188.41311953],[266.12704985 308.85447442],[263.60212105 301.55754731],[269.63798816 333.45807771],[277.20594594 346.48256456],[240.21207732 316.04800847],[240.91643555 312.37627075],[247.20915422 337.76109726],[253.8297713  354.30045708]
[250.70385857 388.6087861 ],[286.23341509 389.60005102],[301.54162567 361.13520019],[283.8709574  332.97114778],[257.52726611 304.58368226],[320.23269732 308.43282429],[341.92129974 276.87150044],[357.62384616 254.90511746],[370.36997465 234.83105504],[290.35480542 300.391189  ],[293.61130148 251.60116445],[294.61553343 215.55026053],[294.21291638 183.24683191],[261.46167718 303.30850748],[258.10177541 291.38045386],[261.39207703 323.32413742],[264.52819218 336.58380061],[234.85542281 310.6743342 ],[234.2429817  305.54397292],[238.58878228 331.24315187],[242.59097104 347.04793274]
[251.27853441 384.12446698],[278.82412191 385.62440869],[296.03189075 360.75469447],[276.56202667 333.26738935],[249.84864875 302.67193793],[319.40491315 307.55952981],[337.87752234 277.7681029 ],[350.4434465  255.23754829],[362.51892465 234.8353828 ],[291.22570158 296.11718564],[292.50173698 246.72409068],[292.41673063 211.52174147],[293.4162654 182.5938019],[263.69797676 297.99512996],[257.27854826 283.2796811 ],[258.48868752 315.17810125],[261.6033443  331.48196889],[237.51814582 304.57777849],[233.46196407 295.67340255],[236.37576239 319.44491351],[240.38640779 336.09959003]
[252.00153836 377.48104973],[281.89644879 379.83834768],[300.2604898  353.19358446],[281.43789072 327.11819586],[254.78420505 297.9635036 ],[323.86525023 299.08855383],[344.41060224 273.92166971],[358.53336303 253.61258077],[369.95095537 234.74419282],[294.9953148  287.46160881],[298.04063827 244.75436892],[299.71484723 210.93280493],[298.79272137 182.7556661 ],[266.9772049  290.04878458],[261.73617612 280.64298813],[264.1865466  309.31403559],[266.5741771  322.00015508],[240.80926085 297.94444013],[238.19642935 294.29643493],[242.27381587 317.01828458],[246.4687081  331.98884328]
[263.31901754 373.09404847],[294.96444589 377.10928127],[308.57417585 349.57601888],[291.11327054 322.41798172],[267.10282068 297.10656309],[332.70245283 299.6177522 ],[352.50402043 274.11630006],[368.7908294  256.40553066],[382.86873376 239.24649977],[305.76649124 288.7541803 ],[307.80590336 244.22761754],[307.96339631 211.99157302],[307.76602536 183.91730199],[278.90578963 290.42269126],[273.87315577 280.85092743],[277.53311677 308.1078514 ],[283.17029766 318.56412462],[255.07304526 296.11359588],[253.63481081 291.93015299],[257.76840622 314.62956646],[262.74366919 328.74318842]
[269.57876691 370.09793942],[303.18737538 369.46527577],[317.83874255 343.05039978],[300.236678   317.77474108],[279.10731227 295.76891924],[337.7397956  296.44692125],[355.57450724 273.50588771],[369.01195952 256.87785297],[380.28371672 240.18583777],[311.34276606 285.08174625],[311.1938357  246.60955893],[314.105874   216.01211433],[315.37571293 190.69376178],[284.80557886 286.93668008],[282.93449201 280.4316602 ],[286.97250928 306.3519872 ],[292.22258677 316.45105538],[261.06444594 293.99944886],[262.10114523 292.39175278],[267.40474285 315.04831194],[273.08616866 327.6406563 ]
[278.60657967 364.8991945 ],[309.59238795 367.27563483],[325.84666706 342.21166513],[311.68673231 321.3688686 ],[290.16115459 302.00923491],[340.9627248 295.5850735],[359.59269509 272.60238498],[374.36841134 256.01980535],[386.85428331 239.92722017],[315.89006363 287.00762023],[317.04327535 247.84079047],[317.40529427 218.15349272],[316.89862652 192.80098646],[292.14649081 290.08131827],[290.50142252 281.11167124],[295.32708793 305.70005801],[300.2808903  316.83730115],[270.66047081 296.75899685],[270.46768593 293.22781069],[276.11703895 313.43623003],[281.63807187 326.28456589]
[283.22825053 371.33282937],[314.26166689 372.94525236],[329.15105284 349.96011905],[316.5954231  329.49255432],[300.23410347 309.93818831],[342.7665859  303.63771154],[362.73577568 275.52231142],[376.87078621 257.69684997],[387.93217451 241.04612972],[320.0000087  294.39834759],[324.48959415 253.47224709],[325.80722141 225.94892802],[327.68476686 200.1921584 ],[298.26130894 296.70818482],[297.66131917 286.38406588],[302.1410062  310.81523413],[306.37795072 322.39231356],[279.08625146 303.12326385],[279.22037319 297.34309367],[283.54096183 316.72335366],[287.1211261  331.74608894]
[290.88950129 366.27142458],[319.63082411 368.01119371],[334.25850285 345.68337727],[323.94975451 327.48557635],[308.38991399 310.36447061],[345.72960123 304.33348323],[364.45128714 278.43003472],[378.04366321 260.91408673],[387.99168631 244.77712658],[323.33508731 297.10150524],[327.52767066 260.16032004],[328.55204857 234.28631897],[328.45842503 210.1214015 ],[302.90067782 299.46540825],[300.7661628  293.15719914],[307.5005412  318.92983262],[313.07944177 330.88154732],[284.56099074 304.37722759],[282.94424021 300.25492146],[289.16726344 319.3423965 ],[294.35958228 333.79408403]
[294.98459107 367.12292716],[325.31720655 371.08755947],[334.86843233 353.19505847],[319.0910137  340.25471306],[299.69018234 324.74669989],[349.24199283 309.51175121],[365.48226957 284.34628247],[380.3758126  267.42326283],[392.53985374 250.46966561],[325.66446134 303.17475237],[326.5772683  264.61090424],[325.6617085  235.62278531],[325.19605427 213.00358927],[303.72154739 304.18692958],[303.05544356 299.80328544],[307.26684712 321.84585787],[311.4174878 332.3694667],[286.6304333  309.67402939],[288.60014593 308.55388363],[291.36006488 327.50736569],[292.86342126 342.81698244]
[296.26116965 380.20685729],[322.224276   381.48854949],[334.16542633 361.29738181],[323.23752763 344.98370866],[308.02714038 329.05134055],[344.56473177 319.11032916],[362.6097658  294.02447707],[374.77046152 277.16150892],[383.96262202 261.88766718],[322.70851335 312.92117414],[325.97265005 277.74788956],[325.67322362 251.91445575],[324.66352203 227.21755601],[303.02190649 316.57110565],[301.62368048 311.07748825],[308.31869602 332.0029213 ],[313.18245356 341.35503712],[286.31543987 322.80458679],[285.76291139 319.12180821],[292.19566622 335.89403361],[297.25345402 349.82305675]
[297.37511031 385.66640461],[324.14933623 384.54741068],[336.03350305 366.32683628],[326.14478754 352.94450662],[313.49907484 340.20394297],[344.82384377 325.31507422],[362.76634333 299.83470671],[374.89871821 283.70297138],[384.90557418 267.47150402],[324.01448871 319.14581169],[324.74848219 283.23674277],[324.52241299 257.50219481],[323.99885516 232.50428478],[304.88748286 323.20928602],[306.02333908 318.09150565],[313.68553261 339.89035259],[318.69738265 350.30773717],[288.5908946 330.5617506],[290.06284203 327.54065789],[296.48587837 342.58889017],[301.19800361 355.02187266]
[294.95666797 387.41406296],[320.89849121 391.36753647],[331.10623407 374.8072381 ],[318.35843962 361.53055206],[302.39873354 345.67675944],[343.51804153 331.84918808],[358.46936464 308.5142275 ],[369.25575197 292.87382959],[378.4935069  275.98953038],[322.66596447 325.09479502],[321.75733155 290.83668597],[322.33296722 266.28555958],[323.36790351 240.49412102],[303.06639495 328.08940487],[302.37962542 326.59171689],[309.03839982 350.13681658],[313.21649528 358.67984314],[286.584905   332.84151866],[286.85331295 329.5630473 ],[291.02895115 343.66125438],[293.79458435 353.22725663]
[292.12507905 387.23861463],[317.59961294 388.88451616],[329.29893817 371.47316298],[317.74432966 357.85274707],[301.12337428 343.55512664],[341.02391044 332.84240176],[357.99623628 307.74790392],[370.41356132 292.20621503],[379.01359089 278.51047281],[319.80249752 326.57352605],[319.35628028 292.68526185],[320.18528264 268.67908778],[319.37654498 246.65636858],[300.60596372 328.6792919 ],[298.95375229 326.36159873],[306.65679051 350.78903716],[311.69487426 363.10255571],[284.59274547 333.53234309],[284.85153336 330.54080956],[290.22306821 346.2084482 ],[293.39400865 358.05350466]
[290.4411302 391.8270685],[318.39420481 391.68063116],[327.57464595 370.8089279 ],[314.54169383 355.2589426 ],[297.69387891 342.59999701],[338.05285291 334.68332264],[355.8161718 311.8635983],[368.1896825  295.34286265],[379.18888999 279.56068284],[317.47259683 327.51739505],[319.59314505 293.90731234],[322.77235722 268.60133398],[325.18935161 245.17595402],[298.09397178 330.03214992],[299.7896284  322.87576485],[304.53831515 345.73030021],[306.9938037  356.54986077],[281.1018097  335.90841612],[284.10842954 331.65304064],[289.47916034 349.00179286],[292.14757224 362.90804335]
